#Organism Name,Organism Groups,Assembly,Size(Mb),GC%
"Circular ssDNA virus sp.","Viruses;unclassified viruses;unclassified","GCA_001678815.1",0.002951,52.6
"Mushroom bacilliform virus","Viruses;Other;Barnaviridae","GCA_000849205.1",0.004009,46.3
"White spot syndrome virus","Viruses;Other;Nimaviridae","GCA_000848085.2",0.309286,40.9
"Heterosigma akashiwo RNA virus","Viruses;Other;Marnaviridae","GCA_000863545.1",0.008587,46.9
"Acholeplasma virus L2","Viruses;Other;Plasmaviridae","GCA_000837825.1",0.011965,32
"Pseudoalteromonas virus PM2","Viruses;Other;Corticoviridae","GCA_000840405.1",0.010079,42.2
"Botrytis virus F","Viruses;Other;Gammaflexiviridae","GCA_000848525.1",0.006827,53.4
"Ostreid herpesvirus 1","Viruses;Other;Malacoherpesviridae","GCA_000846065.1",0.207439,38.7
"Human picobirnavirus","Viruses;Other;Picobirnaviridae","GCA_000859285.1",0.00427,46.0452
"Satsuma dwarf virus","Viruses;Other;Secoviridae","GCA_000860985.1",0.012138,47.2522
"Haloarcula hispanica virus SH1","Viruses;Other;Sphaerolipoviridae","GCA_000864025.1",0.030889,68.4
"Aurantiochytrium single-stranded RNA virus 01","Viruses;Other;Marnaviridae","GCA_000865185.1",0.009035,49.7
"Black raspberry necrosis virus","Viruses;Other;Secoviridae","GCA_000867325.1",0.013945,47.0302
"Citrus leprosis virus C","Viruses;Other;Kitaviridae","GCA_000868185.1",0.013731,41.7101
"White bream virus","Viruses;Other;Tobaniviridae","GCA_000867725.1",0.02666,43.3
"Tomato torrado virus","Viruses;Other;Secoviridae","GCA_000872965.1",0.013211,44.1182
"Acidianus bottle-shaped virus","Viruses;Other;Ampullaviridae","GCA_000873825.1",0.023814,34.6
"Pyrococcus abyssi virus 1","Viruses;unclassified viruses;unclassified","GCA_000871785.1",0.018098,47.2
"Marine RNA virus SOG","Viruses;Other;Other","GCA_000871885.1",0.004449,51.7
"Marine RNA virus JP-A","Viruses;Other;Marnaviridae","GCA_000874145.1",0.009236,41.3
"Marine RNA virus JP-B","Viruses;Other;Marnaviridae","GCA_000873485.1",0.008926,37.6
"Gill-associated virus","Viruses;Other;Roniviridae","GCA_000872605.1",0.026253,46.2
"Tomato marchitez virus","Viruses;Other;Secoviridae","GCA_000879575.1",0.012135,42.0809
"Ourmia melon virus","Viruses;Other;Botourmiaviridae","GCA_000874705.1",0.004852,51.5204
"Epirus cherry virus","Viruses;Other;Botourmiaviridae","GCA_000875525.1",0.004757,53.0887
"Sputnik virophage","Viruses;Other;Lavidaviridae","GCA_000880395.1",0.018343,27
"Poinsettia latent virus","Viruses;Other;Solemoviridae","GCA_000883315.1",0.004652,45.8
"Midway nyavirus","Viruses;Other;Nyamiviridae","GCA_000883875.1",0.011752,50.4
"Nyamanini nyavirus","Viruses;Other;Nyamiviridae","GCA_000882955.1",0.011631,52.3
"Vibrio phage douglas 12A4","Viruses;Other;Podoviridae","GCA_000908255.1",0.057611,39
"Vibrio phage helene 12B3","Viruses;Other;Myoviridae","GCA_000907195.1",0.135982,37.6
"Vibrio phage martha 12B12","Viruses;Other;Myoviridae","GCA_000904715.1",0.033277,45.8
"Wheat yellow dwarf virus-GPV","Viruses;Other;Luteoviridae","GCA_000884995.1",0.005673,49.5
"Salivirus NG-J1","Viruses;Other;Picornaviridae","GCA_000886535.1",0.007982,56.7
"Drosophila A virus","Viruses;Other;Other","GCA_000884055.1",0.004806,47.6
"Kalanchoe latent virus","Viruses;Other;Betaflexiviridae","GCA_000886555.1",0.008517,46
"Carrot yellow leaf virus","Viruses;Other;Closteroviridae","GCA_000884075.1",0.016354,45.1
"Sclerotinia sclerotiorum partitivirus S","Viruses;Other;Partitiviridae","GCA_000884095.1",0.003726,44.145
"Aedes flavivirus","Viruses;Other;Flaviviridae","GCA_000885715.1",0.011064,50.1
"Okra leaf curl virus","Viruses;Other;Geminiviridae","GCA_000885075.1",0.002386,43.3
"Sunn hemp leaf distortion virus","Viruses;Other;Geminiviridae","GCA_000884115.1",0.002774,42.9
"Ipomoea yellow vein virus","Viruses;Other;Geminiviridae","GCA_000886615.1",0.002791,44.3
"Human papillomavirus 116","Viruses;Other;Papillomaviridae","GCA_000884175.1",0.007184,38.5
"Anatid alphaherpesvirus 1","Viruses;Other;Herpesviridae","GCA_008791745.1",0.160649,44.9
"Hamiltonella virus APSE1","Viruses;Other;Podoviridae","GCA_000837745.1",0.036524,43.9
"Halorubrum phage HF2","Viruses;Other;Myoviridae","GCA_000839925.2",0.077672,55.8
"Halovirus HF1","Viruses;Other;Myoviridae","GCA_000841465.2",0.075898,55.8
"Strawberry mottle virus","Viruses;Other;Secoviridae","GCA_000850445.1",0.012655,45.5772
"Botrytis virus X","Viruses;Other;Alphaflexiviridae","GCA_000854485.1",0.006966,54.6
"Chalara elegans RNA Virus 1","Viruses;Other;Totiviridae","GCA_000858705.1",0.00531,52.6
"Strawberry latent ringspot virus","Viruses;Other;Secoviridae","GCA_000857165.1",0.011338,45.5149
"Burkholderia phage KS9","Viruses;Other;Siphoviridae","GCA_000885155.1",0.039896,60.7
"Morogoro mammarenavirus","Viruses;Other;Arenaviridae","GCA_000886675.1",0.01059,43.05
"Salmonella phage g341c","Viruses;Other;Podoviridae","GCA_000884195.1",0.040975,47.4
"Astrovirus VA1","Viruses;Other;Astroviridae","GCA_000885815.1",0.006586,41.9
"Faba bean necrotic stunt virus","Viruses;Other;Nanoviridae","GCA_000884215.1",0.007907,38.9521
"Japanese holly fern mottle virus","Viruses;Other;Mayoviridae","GCA_013088575.1",0.003006,50.3
"Drosophila melanogaster sigmavirus AP30","Viruses;Other;Rhabdoviridae","GCA_000885235.1",0.01239,45.1
"Staphylococcus phage P954","Viruses;Other;Siphoviridae","GCA_000886755.1",0.040761,34
"Rattus norvegicus papillomavirus 1","Viruses;Other;Papillomaviridae","GCA_003178555.1",0.007378,46.6
"Turnip ringspot virus","Viruses;Other;Secoviridae","GCA_000885935.1",0.010067,41.4625
"Canis familiaris papillomavirus 6","Viruses;Other;Papillomaviridae","GCA_000884335.1",0.008242,40.2
"Tomato infectious chlorosis virus","Viruses;Other;Closteroviridae","GCA_000885955.1",0.016184,37.0777
"Canna yellow streak virus","Viruses;Other;Potyviridae","GCF_000885315.1",0.009502,41.4
"Pelargonium vein banding virus","Viruses;Other;Caulimoviridae","GCA_000886835.1",0.007586,48.6
"Vibrio phage henriette 12B8","Viruses;Other;Myoviridae","GCA_000906335.1",0.107218,41
