#Organism Name,Organism Groups,Size(Mb),GC%
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.374161,47.3483
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.356087,45.3367
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.273121,45.1902
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.22668,45.877
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.177162,44.6755
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.172728,47.1267
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.15511,45.5909
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.120693,45.4185
"Acaryochloris marina MBIC11017","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.002133,42.5223
"Acaryochloris marina S15","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.144267,45.011
"Acaryochloris marina S15","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.016615,41.625
"Acaryochloris marina S15","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.309759,46.276
"Acaryochloris marina S15","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.298052,45.8427
"Acaryochloris marina S15","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.251809,45.8872
"Acaryochloris marina S15","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group",0.210325,45.6037
"Acetobacter aceti","Bacteria;Proteobacteria;Alphaproteobacteria",0.084396,53.1009
"Acetobacter aceti","Bacteria;Proteobacteria;Alphaproteobacteria",0.092082,58.1808
"Acetobacter aceti","Bacteria;Proteobacteria;Alphaproteobacteria",0.045372,57.0065
"Acetobacter aceti","Bacteria;Proteobacteria;Alphaproteobacteria",0.002685,59.9628
"Acetobacter aceti NBRC 14818","Bacteria;Proteobacteria;Alphaproteobacteria",0.063279,57.1185
"Acetobacter aceti NBRC 14818","Bacteria;Proteobacteria;Alphaproteobacteria",0.025755,56.7307
"Acetobacter aceti NBRC 14818","Bacteria;Proteobacteria;Alphaproteobacteria",0.004858,57.9662
"Acetobacter aceti NBRC 14818","Bacteria;Proteobacteria;Alphaproteobacteria",0.002964,56.3765
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.04938,51.132
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.046811,56.1641
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.043148,59.3052
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.336151,52.1239
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.044181,51.873
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.003654,54.8714
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.259464,54.1798
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.117661,54.4607
"Acetobacter ascendens","Bacteria;Proteobacteria;Alphaproteobacteria",0.028186,54.6371
"Acetobacter ghanensis","Bacteria;Proteobacteria;Alphaproteobacteria",0.161207,55.7259
"Acetobacter ghanensis","Bacteria;Proteobacteria;Alphaproteobacteria",0.017845,53.5444
"Acetobacter orientalis","Bacteria;Proteobacteria;Alphaproteobacteria",0.173853,55.9611
"Acetobacter oryzifermentans","Bacteria;Proteobacteria;Alphaproteobacteria",0.165374,52.3934
"Acetobacter oryzifermentans","Bacteria;Proteobacteria;Alphaproteobacteria",0.116245,51.5308
"Acetobacter oryzifermentans","Bacteria;Proteobacteria;Alphaproteobacteria",0.02529,55.8679
"Acetobacter oryzoeni","Bacteria;Proteobacteria;Alphaproteobacteria",0.246434,53.6545
"Acetobacter oryzoeni","Bacteria;Proteobacteria;Alphaproteobacteria",0.132758,50.7871
"Acetobacter oryzoeni","Bacteria;Proteobacteria;Alphaproteobacteria",0.029595,56.0872
"Acetobacter pasteurianus","Bacteria;Proteobacteria;Alphaproteobacteria",0.471276,45.8487
"Acetobacter pasteurianus","Bacteria;Proteobacteria;Alphaproteobacteria",0.160303,52.2504
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.19478,52.0094
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.011105,52.2828
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.006548,51.7868
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.003851,47.0267
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.015601,55.4708
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.009914,50.7464
"Acetobacter pasteurianus 386B","Bacteria;Proteobacteria;Alphaproteobacteria",0.018169,55.5672
"Acetobacter pasteurianus IFO 3283-01","Bacteria;Proteobacteria;Alphaproteobacteria",0.191799,53.3621
"Acetobacter pasteurianus IFO 3283-01","Bacteria;Proteobacteria;Alphaproteobacteria",0.18294,53.4968
"Acetobacter pasteurianus IFO 3283-01","Bacteria;Proteobacteria;Alphaproteobacteria",0.049961,53.882
"Acetobacter pasteurianus IFO 3283-01","Bacteria;Proteobacteria;Alphaproteobacteria",0.003204,53.7453
"Acetobacter pasteurianus IFO 3283-01","Bacteria;Proteobacteria;Alphaproteobacteria",0.003035,55.7825
"Acetobacter pasteurianus IFO 3283-01","Bacteria;Proteobacteria;Alphaproteobacteria",0.001815,58.5675
"Acetobacter pasteurianus IFO 3283-01-42C","Bacteria;Proteobacteria;Alphaproteobacteria",0.191799,53.3621
"Acetobacter pasteurianus IFO 3283-01-42C","Bacteria;Proteobacteria;Alphaproteobacteria",0.18294,53.4968
"Acetobacter pasteurianus IFO 3283-01-42C","Bacteria;Proteobacteria;Alphaproteobacteria",0.003204,53.7453
"Acetobacter pasteurianus IFO 3283-01-42C","Bacteria;Proteobacteria;Alphaproteobacteria",0.003035,55.7825
"Acetobacter pasteurianus IFO 3283-01-42C","Bacteria;Proteobacteria;Alphaproteobacteria",0.049961,53.882
"Acetobacter pasteurianus IFO 3283-01-42C","Bacteria;Proteobacteria;Alphaproteobacteria",0.001815,58.5675
"Acetobacter pasteurianus IFO 3283-03","Bacteria;Proteobacteria;Alphaproteobacteria",0.191427,53.366
"Acetobacter pasteurianus IFO 3283-03","Bacteria;Proteobacteria;Alphaproteobacteria",0.001815,58.5675
"Acetobacter pasteurianus IFO 3283-03","Bacteria;Proteobacteria;Alphaproteobacteria",0.18294,53.4968
"Acetobacter pasteurianus IFO 3283-03","Bacteria;Proteobacteria;Alphaproteobacteria",0.049961,53.882
"Acetobacter pasteurianus IFO 3283-03","Bacteria;Proteobacteria;Alphaproteobacteria",0.003035,55.7825
"Acetobacter pasteurianus IFO 3283-03","Bacteria;Proteobacteria;Alphaproteobacteria",0.003204,53.7453
"Acetobacter pasteurianus IFO 3283-07","Bacteria;Proteobacteria;Alphaproteobacteria",0.049961,53.882
"Acetobacter pasteurianus IFO 3283-07","Bacteria;Proteobacteria;Alphaproteobacteria",0.18294,53.4968
"Acetobacter pasteurianus IFO 3283-07","Bacteria;Proteobacteria;Alphaproteobacteria",0.003204,53.7453
"Acetobacter pasteurianus IFO 3283-07","Bacteria;Proteobacteria;Alphaproteobacteria",0.001815,58.5675
"Acetobacter pasteurianus IFO 3283-07","Bacteria;Proteobacteria;Alphaproteobacteria",0.191427,53.366
"Acetobacter pasteurianus IFO 3283-07","Bacteria;Proteobacteria;Alphaproteobacteria",0.003035,55.7825
"Acetobacter pasteurianus IFO 3283-12","Bacteria;Proteobacteria;Alphaproteobacteria",0.18294,53.4968
"Acetobacter pasteurianus IFO 3283-12","Bacteria;Proteobacteria;Alphaproteobacteria",0.049961,53.882
"Acetobacter pasteurianus IFO 3283-12","Bacteria;Proteobacteria;Alphaproteobacteria",0.003204,53.7453
"Acetobacter pasteurianus IFO 3283-12","Bacteria;Proteobacteria;Alphaproteobacteria",0.003035,55.7825
"Acetobacter pasteurianus IFO 3283-12","Bacteria;Proteobacteria;Alphaproteobacteria",0.191411,53.3663
"Acetobacter pasteurianus IFO 3283-12","Bacteria;Proteobacteria;Alphaproteobacteria",0.001815,58.5675
"Acetobacter pasteurianus IFO 3283-22","Bacteria;Proteobacteria;Alphaproteobacteria",0.191427,53.366
"Acetobacter pasteurianus IFO 3283-22","Bacteria;Proteobacteria;Alphaproteobacteria",0.18294,53.4968
"Acetobacter pasteurianus IFO 3283-22","Bacteria;Proteobacteria;Alphaproteobacteria",0.049961,53.882
"Acetobacter pasteurianus IFO 3283-22","Bacteria;Proteobacteria;Alphaproteobacteria",0.003035,55.7825
