Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000424965	s__Streptomyces sp000424965	s__Streptomyces sp. TAA204	6582155	0.02461975876659214	0.035215952780991926	2465	GCA_000424965.1_genomic.fna.gz
G000296835	s__Lactobacillus hominis	s__Lactobacillus hominis	1928135	0.04416661467446476	0.018506278562195982	1295	GCA_000296835.1_genomic.fna.gz
G900110085	s__Prevotella sp900110085	s__Prevotella sp. ne3005	3567607	0.16082963198858907	0.1246897115168929	8728	GCA_900110085.1_genomic.fna.gz
G000225915	s__Xanthomonas perforans	s__Xanthomonas euvesicatoria	4967469	0.1119656903052921	0.12086698034034729	8461	GCA_000225915.1_genomic.fna.gz
G000214135	s__Acinetobacter sp000214135	s__Acinetobacter sp. P8-3-8	3892325	0.0005868361016974893	0.0004963790730601512	35	GCA_000214135.2_genomic.fna.gz
G003284925	s__Mycolicibacter algericus_A	s__Mycolicibacter senuensis	4792971	0.05202165609627636	0.05418468083810573	3793	GCA_003284925.1_genomic.fna.gz
G000702005	s__Selenomonas_A sp000702005	s__Selenomonas sp. ND2010	2867049	0.08094933206231383	0.05043545342905341	3530	GCA_000702005.1_genomic.fna.gz
G900094555	s__Rhizobium hainanense	s__Rhizobium hainanense	7252624	0.12646754328082743	0.19932500769613057	13953	GCA_900094555.1_genomic.fna.gz
G900167605	s__Caloramator_B quimbayensis	s__Caloramator quimbayensis	3131359	0.2643478640153311	0.1798855221165862	12592	GCA_900167605.1_genomic.fna.gz
G001320655	s__Pseudomonas_E putida_H	s__Pseudomonas sp. NBRC 111134	6142670	0.12030014068269272	0.16058717726770755	11241	GCA_001320655.1_genomic.fna.gz
G000826085	s__Nigerium massiliense	s__Nigerium massiliense	2934258	0.02978181728684711	0.018990527870633264	1329	GCA_000826085.1_genomic.fna.gz
G001298525	s__Psychrobacter urativorans	s__Psychrobacter urativorans	2931580	0.05566065086406315	0.0354599056046801	2482	GCA_001298525.1_genomic.fna.gz
