Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000709775	s__Bartonella bacilliformis	s__Bartonella bacilliformis	1439147	0.020391108945768403	0.0066768215709976	467	GCA_000709775.1_genomic.fna.gz
G001316305	s__Methanosarcina barkeri	s__Methanosarcina barkeri	4458961	0.0017252656997143508	0.0017503037800423872	123	GCA_001316305.1_genomic.fna.gz
G004378445	s__Bacillus velezensis	s__Bacillus velezensis	3986840	0.0015556776632608988	0.0014111467884352637	99	GCA_004378445.1_genomic.fna.gz
G900445295	s__Aliarcobacter skirrowii	s__Arcobacter skirrowii	1973136	0.35826236283796736	0.1608355227677063	11258	GCA_900445295.1_genomic.fna.gz
G000965045	s__Rickettsia bellii	s__Rickettsia bellii	1618071	0.0012386996578866605	0.00045602364404868516	32	GCA_000965045.1_genomic.fna.gz
G002933235	s__Rathayibacter toxicus	s__Rathayibacter toxicus	2362225	0.02521719702713811	0.013553199836643283	949	GCA_002933235.1_genomic.fna.gz
G000376625	s__Mycoplasma putrefaciens	s__Mycoplasma putrefaciens	859996	0.009519858506817094	0.0018627333645554133	130	GCA_000376625.1_genomic.fna.gz
G000231255	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2262693	0.006817231029337896	0.0035095983248956426	246	GCA_000231255.1_genomic.fna.gz
G001077855	s__Franconibacter pulveris	s__Franconibacter pulveris	4856096	0.133209858476808	0.14717952580886096	10303	GCA_001077855.1_genomic.fna.gz
G001699725	s__Campylobacter fetus	s__Campylobacter fetus	1881548	0.07591375556705623	0.03249821802417903	2275	GCA_001699725.1_genomic.fna.gz
G000239475	s__Borreliella garinii	s__Borreliella garinii	993811	0.027222520042460896	0.0061553945319610184	431	GCA_000239475.1_genomic.fna.gz
G003256405	s__Ralstonia pseudosolanacearum	s__Ralstonia pseudosolanacearum	5853820	0.002261334052899901	0.0030118119740940264	211	GCA_003256405.1_genomic.fna.gz
G002198105	s__Mycolicibacterium peregrinum	s__Mycolicibacterium peregrinum	6931852	0.01651660217655165	0.026049162128034414	1823	GCA_002198105.1_genomic.fna.gz
G000632865	s__Ehrlichia chaffeensis	s__Ehrlichia chaffeensis	1176890	0.0004781750192489928	0.00012804025354117943	9	GCA_000632865.1_genomic.fna.gz
G000724445	s__Clostridium_H novyi	s__Clostridium novyi	2500001	0.016514093733378206	0.009393310890981717	658	GCA_000724445.2_genomic.fna.gz
G001369035	s__Propionibacterium freudenreichii	s__Propionibacterium freudenreichii	2521626	0.0006148942899715101	0.00035278076903962546	25	GCA_001369035.1_genomic.fna.gz
G004921505	s__Legionella pneumophila	s__Legionella pneumophila	3389936	0.0062464717610439795	0.004817814215977015	337	GCA_004921505.1_genomic.fna.gz
G000518085	s__Bartonella grahamii	s__Bartonella grahamii	2198488	0.032207987100434585	0.016110590238199933	1128	GCA_000518085.1_genomic.fna.gz
G001956445	s__Actinomyces naeslundii	s__Actinomyces naeslundii	3159810	0.09083315995958553	0.06530240272054304	4571	GCA_001956445.1_genomic.fna.gz
G003999355	s__Lactobacillus amylolyticus	s__Lactobacillus amylolyticus	1601193	0.1946183835384169	0.07090082891571627	4963	GCA_003999355.1_genomic.fna.gz
G001667835	s__Mycobacterium mantenii	s__Mycobacterium mantenii	5688292	0.01428895602410258	0.018492948087944265	1295	GCA_001667835.1_genomic.fna.gz
G900108975	s__Nitrosomonas eutropha	s__Nitrosomonas eutropha	2519946	0.0025816523434567078	0.0014801739647714324	104	GCA_900108975.1_genomic.fna.gz
G003702225	s__Pseudomonas_E tremae	s__Pseudomonas coronafaciens	5351852	0.003125520034460337	0.0038058367089746493	266	GCA_003702225.1_genomic.fna.gz
G001666995	s__Mycolicibacter heraklionensis	s__Mycolicibacter heraklionensis	4860770	0.18442043985787998	0.20395666127525233	14277	GCA_001666995.1_genomic.fna.gz
G900149495	s__Chlamydia suis	s__Chlamydia suis	1080931	0.0670365897369449	0.01648669690293329	1154	GCA_900149495.1_genomic.fna.gz
G000805775	s__Clostridium_G tetani	s__Clostridium tetani	2914338	0.0008212892161438436	0.000544577643417537	38	GCA_000805775.1_genomic.fna.gz
G002078035	s__Vibrio anguillarum	s__Vibrio anguillarum	3859630	0.016026145120397163	0.014073383203766431	985	GCA_002078035.1_genomic.fna.gz
G900136865	s__Mycobacteroides abscessus	s__Mycobacteroides abscessus	5227253	0.002710266015211348	0.0032233629421368894	226	GCA_900136865.1_genomic.fna.gz
G004421025	s__Sphingobacterium psychroaquaticum	s__Sphingobacterium psychroaquaticum	4396536	0.008841609956869754	0.008844346619053343	619	GCA_004421025.1_genomic.fna.gz
G002000405	s__Rodentibacter rarus	s__Rodentibacter rarus	2527662	0.0056519185365984095	0.0032504138643337076	228	GCA_002000405.1_genomic.fna.gz
G002047365	s__Salmonella enterica	s__Salmonella enterica	4568808	0.001879584010695872	0.001953837398749814	137	GCA_002047365.1_genomic.fna.gz
G002937155	s__Rhodopseudomonas palustris_F	s__Rhodopseudomonas palustris	5394209	0.029761057824911518	0.036525813873135166	2557	GCA_002937155.1_genomic.fna.gz
G001510755	s__Chromobacterium subtsugae	s__Chromobacterium subtsugae	4774638	0.015030735738952508	0.01632843110952323	1143	GCA_001510755.1_genomic.fna.gz
G000245235	s__Sulfolobus_A islandicus	s__Sulfolobus islandicus	2589840	0.04625131495498636	0.02725340609275804	1908	GCA_000245235.2_genomic.fna.gz
G000512295	s__Lactobacillus_G florum	s__Lactobacillus florum	1282634	0.0049419457790197685	0.001442196684889535	101	GCA_000512295.1_genomic.fna.gz
G000721185	s__Streptomyces halstedii	s__Streptomyces griseolus	7537539	0.006185118624449195	0.01060721506395009	743	GCA_000721185.1_genomic.fna.gz
G003992065	s__Veillonella_A seminalis	s__Veillonella seminalis	2252690	0.9708592290295812	0.4976012507395876	34832	GCA_003992065.1_genomic.fna.gz
G000300535	s__Bacillus xiamenensis	s__Bacillus xiamenensis	3611918	0.022021232146350364	0.01809686164534879	1267	GCA_000300535.1_genomic.fna.gz
G000506905	s__Xylella fastidiosa	s__Xylella fastidiosa	2603975	0.15133532753990167	0.08966044709915577	6276	GCA_000506905.2_genomic.fna.gz
G000407465	s__Enterococcus_B pernyi	s__Enterococcus mundtii	3065585	0.042731288090841674	0.029804587500508583	2086	GCA_000407465.1_genomic.fna.gz
G003463285	s__Bifidobacterium longum	s__Bifidobacterium longum	2248299	0.0061590861184164245	0.0031506061226514695	221	GCA_003463285.1_genomic.fna.gz
G000725885	s__Streptomyces albus	s__Streptomyces albus	7633340	0.012817397261872624	0.022260669443186	1558	GCA_000725885.1_genomic.fna.gz
G003413715	s__Aeribacillus pallidus	s__Aeribacillus pallidus	3839138	0.22410882944818603	0.1957566207208491	13703	GCA_003413715.1_genomic.fna.gz
G002901405	s__Stenotrophomonas pavanii	s__Stenotrophomonas pavanii	4403137	0.10118741530315675	0.10137070566190397	7096	GCA_002901405.1_genomic.fna.gz
G000969885	s__Methanosarcina thermophila	s__Methanosarcina thermophila	3127379	0.025729110745481856	0.018307500752042884	1282	GCA_000969885.1_genomic.fna.gz
G000295655	s__Riemerella anatipestifer	s__Riemerella anatipestifer	2309519	0.0054605399379293144	0.002869332622781429	201	GCA_000295655.1_genomic.fna.gz
G001709215	s__Pseudomonas_E mosselii	s__Pseudomonas mosselii	5812302	0.30113787289204347	0.39823306722850454	27876	GCA_001709215.1_genomic.fna.gz
G002102155	s__Mycobacterium europaeum	s__Mycobacterium europaeum	5630674	0.010427081037214613	0.013358168003340443	935	GCA_002102155.1_genomic.fna.gz
G000441535	s__Streptococcus lutetiensis	s__Streptococcus lutetiensis	1975547	0.017397068288500017	0.007819647991444745	547	GCA_000441535.1_genomic.fna.gz
G001048475	s__Vibrio crassostreae	s__Vibrio crassostreae	5645498	0.008667148442991055	0.011132744999155866	779	GCA_001048475.1_genomic.fna.gz
