Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900706795	s__Yokenella regensburgei	s__Yokenella regensburgei	4715533	0.12373318130356933	0.1686546065376679	11806	GCA_900706795.1_genomic.fna.gz
G002933545	s__Nocardia nova	s__Nocardia nova	8011996	1.7242401163313432	3.993187556499409	279523	GCA_002933545.1_genomic.fna.gz
G001468785	s__Desulfitobacterium hafniense	s__Desulfitobacterium hafniense	5364943	0.009776427476638594	0.015160954179392332	1061	GCA_001468785.1_genomic.fna.gz
G000425045	s__Acidaminococcus intestini	s__Acidaminococcus intestini	2282467	0.006567103828459865	0.0043327100848040935	303	GCA_000425045.1_genomic.fna.gz
G001457855	s__Chthonomonas calidirosea	s__Chthonomonas calidirosea	3438088	0.1857646612145027	0.1846125956395816	12923	GCA_001457855.1_genomic.fna.gz
G002128615	s__Lactobacillus_H reuteri	s__Lactobacillus reuteri	1986395	0.08936428279723842	0.0513110412339781	3592	GCA_002128615.1_genomic.fna.gz
G001881565	s__Eisenbergiella tayi	s__Eisenbergiella tayi	7555015	0.16562925718144972	0.3617042611927985	25319	GCA_001881565.1_genomic.fna.gz
G000253095	s__Mycoplasma leachii	s__Mycoplasma leachii	1017232	0.03888729030839065	0.01143428297985643	800	GCA_000253095.1_genomic.fna.gz
G900476065	s__Mesomycoplasma hyorhinis	s__Mycoplasma hyorhinis	838863	0.03812127087016855	0.009243568200696608	647	GCA_900476065.1_genomic.fna.gz
G900105015	s__Pauljensenia meyeri	s__Schaalia meyeri	2026407	0.03322577188504311	0.01946179959457229	1362	GCA_900105015.1_genomic.fna.gz
G000518165	s__Bartonella elizabethae	s__Bartonella elizabethae	1963970	0.009009005122021867	0.0051143791803581655	358	GCA_000518165.1_genomic.fna.gz
G000264375	s__Rhodanobacter thiooxydans	s__Rhodanobacter thiooxydans	4093898	0.8576893760802544	1.014958508596461	71047	GCA_000264375.1_genomic.fna.gz
G001528005	s__Burkholderia territorii	s__Burkholderia territorii	6966460	0.49700289123945984	1.0008115369824548	70057	GCA_001528005.1_genomic.fna.gz
G000979845	s__Methanosarcina mazei	s__Methanosarcina mazei	4034156	0.0629991306185167	0.07346297040558358	5142	GCA_000979845.1_genomic.fna.gz
G001766255	s__Acetobacter ascendens	s__Acetobacter ascendens	3216032	0.2931803632556283	0.2725439087060219	19078	GCA_001766255.1_genomic.fna.gz
G000750195	s__Cellulophaga lytica	s__Cellulophaga lytica	3824196	0.021597112682987783	0.023873554054483957	1671	GCA_000750195.1_genomic.fna.gz
G001406475	s__Clostridium_Q symbiosum	s__[Clostridium] symbiosum	4727130	1.0821218332556788	1.4786144483705546	103503	GCA_001406475.1_genomic.fna.gz
G000211215	s__Staphylococcus warneri	s__Staphylococcus warneri	2459386	0.6519697851095385	0.4634847037687633	32444	GCA_000211215.2_genomic.fna.gz
G001747445	s__Bacillus subtilis	s__Bacillus subtilis	4195418	0.24796212531399825	0.3007058155878707	21049	GCA_001747445.1_genomic.fna.gz
G900118725	s__Chlamydophila abortus	s__Chlamydia abortus	1291959	0.018995799754744306	0.007093940712427299	497	GCA_900118725.1_genomic.fna.gz
G900451085	s__Helicobacter_H mustelae	s__Helicobacter mustelae	1693077	0.84469250002039	0.4133867840952021	28937	GCA_900451085.1_genomic.fna.gz
G001877055	s__Nocardiopsis dassonvillei	s__Nocardiopsis dassonvillei	6585441	0.01217315256425848	0.02317230137818266	1622	GCA_001877055.1_genomic.fna.gz
G900451155	s__Kingella kingae	s__Kingella kingae	2092391	0.03610024824601494	0.021834048556576932	1528	GCA_900451155.1_genomic.fna.gz
G002294825	s__Mesorhizobium japonicum	s__Mesorhizobium loti	6458347	3.927984199787349	7.33284234370447	513299	GCA_002294825.1_genomic.fna.gz
G000590075	s__Xanthomonas campestris	s__Xanthomonas campestris	4975522	0.1714566153473796	0.24658924858776304	17261	GCA_000590075.1_genomic.fna.gz
G000255415	s__Ureaplasma urealyticum	s__Ureaplasma urealyticum	858138	4.1264767169714345	1.0235705286654249	71650	GCA_000255415.2_genomic.fna.gz
G002909405	s__Cryobacterium sp002205495	s__Cryobacterium zongtaii	3894983	0.15808767073550264	0.1779855755100015	12459	GCA_002909405.1_genomic.fna.gz
G000568675	s__Borrelia hermsii	s__Borrelia hermsii	1394607	0.16382481606631716	0.06604086756481659	4623	GCA_000568675.1_genomic.fna.gz
G001598855	s__Pluralibacter gergoviae	s__Pluralibacter gergoviae	5662775	1.209119587267244	1.9791549769351293	138541	GCA_001598855.1_genomic.fna.gz
G003579735	s__Staphylococcus gallinarum	s__Staphylococcus gallinarum	2883090	0.2675800079773887	0.22299396116192438	15610	GCA_003579735.1_genomic.fna.gz
G001996385	s__Ochrobactrum intermedium	s__Ochrobactrum intermedium	4681757	0.017732326147137843	0.02399693743354754	1680	GCA_001996385.1_genomic.fna.gz
G001684415	s__Xylella fastidiosa	s__Xylella fastidiosa	2736060	0.036746165525206244	0.02906155738340139	2034	GCA_001684415.1_genomic.fna.gz
G004793985	s__Pseudomonas_A stutzeri	s__Pseudomonas stutzeri	4677845	0.3122871710428991	0.42226123250271835	29558	GCA_004793985.1_genomic.fna.gz
G003226735	s__Blattabacterium punctulatus	s__Blattabacterium punctulatus	609317	0.10447024127972213	0.018399970764950518	1288	GCA_003226735.1_genomic.fna.gz
G005049195	s__Lactobacillus_D curvatus	s__Lactobacillus curvatus	1871416	0.0821236258934064	0.04442420803801803	3110	GCA_005049195.1_genomic.fna.gz
G005844525	s__Lactobacillus gasseri	s__Lactobacillus gasseri	1868797	1.1835134397846654	0.6393174556963245	44752	GCA_005844525.1_genomic.fna.gz
G000342685	s__Leptospira interrogans	s__Leptospira interrogans	5032494	0.11754578365669936	0.17099033436206337	11969	GCA_000342685.1_genomic.fna.gz
G000696465	s__Pectobacterium atrosepticum	s__Pectobacterium atrosepticum	5004926	0.0005254843290597794	0.0007602189127523854	53	GCA_000696465.1_genomic.fna.gz
G003041215	s__Staphylococcus agnetis	s__Staphylococcus agnetis	2452652	1.7744596947445037	1.2580077338143754	88061	GCA_003041215.1_genomic.fna.gz
