Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002023775	s__Elizabethkingia bruuniana	s__Elizabethkingia bruuniana	4379078	2.8776401110754852	3.330768911139323	233154	GCA_002023775.1_genomic.fna.gz
G002838345	s__Bifidobacterium breve	s__Bifidobacterium breve	2510381	0.21352982871186824	0.1416848889067699	9918	GCA_002838345.1_genomic.fna.gz
G004795185	s__Ensifer adhaerens_F	s__Ensifer adhaerens	7239451	0.14609856397977133	0.2795612175235283	19569	GCA_004795185.1_genomic.fna.gz
G003628775	s__Dickeya fangzhongdai	s__Dickeya fangzhongdai	4979223	0.4488694065900088	0.590754347628318	41353	GCA_003628775.1_genomic.fna.gz
G000717375	s__Streptomyces albidoflavus	s__Streptomyces albidoflavus	7202597	0.03940331658447288	0.0750148485589504	5251	GCA_000717375.1_genomic.fna.gz
G003839705	s__Lactococcus lactis	s__Lactococcus lactis	2719075	0.11676770867608749	0.08392073677643541	5874	GCA_003839705.1_genomic.fna.gz
G001543925	s__Streptomyces_F thermoautotrophicus	s__Streptomyces thermoautotrophicus	5014930	0.11942804705263199	0.1583056987250882	11081	GCA_001543925.1_genomic.fna.gz
G002868275	s__Lactobacillus helveticus	s__Lactobacillus helveticus	2141841	3.3961106657430915	1.9226242002945684	134584	GCA_002868275.1_genomic.fna.gz
G900683405	s__Chryseobacterium indologenes	s__Chryseobacterium indologenes	5069906	0.016618842835659266	0.02227029813458939	1559	GCA_900683405.1_genomic.fna.gz
G002276885	s__Lactobacillus_G parakefiri	s__Lactobacillus parakefiri	2495148	2.0559102851592552	1.3558942318456269	94913	GCA_002276885.1_genomic.fna.gz
G901553735	s__Streptococcus porcinus	s__Streptococcus porcinus	1954699	0.01254855593072747	0.006483342792084595	454	GCA_901553735.1_genomic.fna.gz
G002569465	s__Bacillus_A toyonensis	s__Bacillus toyonensis	5932418	0.005840333243309793	0.009157875081307169	641	GCA_002569465.1_genomic.fna.gz
G000297995	s__Aeromonas veronii	s__Aeromonas veronii	4496658	2.328586892026352	2.7676275773319703	193734	GCA_000297995.1_genomic.fna.gz
G002770665	s__Pediococcus damnosus	s__Pediococcus damnosus	2105521	0.1347676939395733	0.07500163267236282	5250	GCA_002770665.1_genomic.fna.gz
G002922705	s__Staphylococcus pseudintermedius	s__Staphylococcus pseudintermedius	2745474	0.33026628883529946	0.23966627428167225	16777	GCA_002922705.1_genomic.fna.gz
