Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G001663855	s__Ralstonia insidiosa	s__Ralstonia insidiosa	6177004	0.9342970865303191	1.4326899755442193	100288	GCA_001663855.1_genomic.fna.gz
G001653935	s__Ralstonia insidiosa	s__Ralstonia insidiosa	5987762	0.004181265681231406	0.006215293455319225	435	GCA_001653935.1_genomic.fna.gz
G002939165	s__Ralstonia insidiosa	s__Ralstonia insidiosa	5924662	0.005970954335067629	0.008782065538912852	615	GCA_002939165.1_genomic.fna.gz
G000819725	s__Aeromonas australiensis	s__Aeromonas australiensis	4110035	0.004258091954746514	0.004344601033559256	304	GCA_000819725.1_genomic.fna.gz
G003012915	s__Staphylococcus felis	s__Staphylococcus felis	2479423	0.0020731548389162826	0.0012760618070666227	89	GCA_003012915.1_genomic.fna.gz
G000400735	s__Acinetobacter tandoii	s__Acinetobacter tandoii	4078922	0.01277154071428676	0.012932367507476132	905	GCA_000400735.1_genomic.fna.gz
G900129415	s__Trichococcus flocculiformis	s__Trichococcus flocculiformis	3062999	0.017797150706201897	0.013532769295838874	947	GCA_900129415.1_genomic.fna.gz
G900067465	s__Trichococcus flocculiformis	s__Trichococcus flocculiformis	3072637	0.002399910026723659	0.0018306088649380102	128	GCA_900067465.1_genomic.fna.gz
G002763715	s__Prevotella intermedia	s__Prevotella intermedia	2764740	0.001968656185607457	0.0013511809596235516	95	GCA_002763715.1_genomic.fna.gz
G002763955	s__Prevotella intermedia	s__Prevotella intermedia	2928459	0.004900640331092871	0.003562716974106376	249	GCA_002763955.1_genomic.fna.gz
G000261025	s__Prevotella intermedia	s__Prevotella intermedia	2699437	0.008912548119775845	0.0059726137392273225	418	GCA_000261025.1_genomic.fna.gz
G001592245	s__Cupriavidus oxalaticus	s__Cupriavidus oxalaticus	6644955	0.0029849826445467005	0.004924058451511886	345	GCA_001592245.1_genomic.fna.gz
G002759115	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5399156	0.06140133445789125	0.08229871056537064	5761	GCA_002759115.1_genomic.fna.gz
G000265745	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	4803726	0.010970280098646172	0.013082335696401555	916	GCA_000265745.1_genomic.fna.gz
G001564415	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5036843	0.05988028670624204	0.07487410257603747	5241	GCA_001564415.1_genomic.fna.gz
