Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002276655	s__Bacillus_X frigoritolerans	s__Bacillus simplex	5852461	0.1649852713046173	0.23974257456794118	16782	GCA_002276655.1_genomic.fna.gz
G003665575	s__Citrobacter pasteurii	s__Citrobacter pasteurii	4654874	13.969880458431897	16.14589340473591	1130213	GCA_003665575.1_genomic.fna.gz
G900312965	s__Corynebacterium diphtheriae	s__Corynebacterium diphtheriae	3060363	0.9098298019770098	0.6913445797355994	48394	GCA_900312965.1_genomic.fna.gz
G004022545	s__Vibrio chagasii	s__Vibrio chagasii	5549357	0.758417082915862	1.0449902360930732	73149	GCA_004022545.1_genomic.fna.gz
G006716905	s__Acidovorax_D temperans	s__Acidovorax temperans	4651394	0.1577107219826732	0.18214020016567226	12750	GCA_006716905.1_genomic.fna.gz
G004308205	s__Hafnia proteus	s__Obesumbacterium proteus	4641497	2.5163394860302812	2.8999383675261488	202996	GCA_004308205.1_genomic.fna.gz
G006493415	s__Lactobacillus_G kunkeei_A	s__Lactobacillus kunkeei	1575592	0.5857575801514624	0.2291517328473115	16041	GCA_006493415.1_genomic.fna.gz
G001659965	s__Xanthomonas_A translucens	s__Xanthomonas translucens	4574434	8.275284131994068	9.39900198825739	657930	GCA_001659965.1_genomic.fna.gz
G002938685	s__Acinetobacter indicus	s__Acinetobacter indicus	3094048	0.7582488467713556	0.5825058170091413	40775	GCA_002938685.1_genomic.fna.gz
G003855615	s__Proteus mirabilis	s__Proteus mirabilis	4074828	1.159005242798886	1.1726168851515604	82083	GCA_003855615.1_genomic.fna.gz
G006401635	s__Myxococcus xanthus	s__Myxococcus xanthus	8952969	0.07021976756505242	0.15609461812706613	10927	GCA_006401635.1_genomic.fna.gz
G003339805	s__Senegalimassilia anaerobia	s__Senegalimassilia anaerobia	2330111	0.019224833832710113	0.011122455225088776	779	GCA_003339805.1_genomic.fna.gz
G003493325	s__Neisseria bergeri	s__Neisseria bergeri	2129274	0.04514957247847402	0.023869683180037043	1671	GCA_003493325.1_genomic.fna.gz
G902158645	s__Klebsiella_A grimontii	s__Klebsiella grimontii	5899232	0.11117532034295402	0.16284158724487865	11399	GCA_902158645.1_genomic.fna.gz
G000766045	s__Pantoea ananatis	s__Pantoea ananatis	4756401	0.2273576870143441	0.2685032614963193	18795	GCA_000766045.1_genomic.fna.gz
G005930595	s__Pseudomonas_E lactis	s__Pseudomonas lactis	6397553	0.02161319488341145	0.03433162208044029	2403	GCA_005930595.1_genomic.fna.gz
G000400385	s__Vibrio owensii	s__Vibrio owensii	6366855	0.2964439862373649	0.46862889717144035	32804	GCA_000400385.1_genomic.fna.gz
G901212385	s__Aeromonas allosaccharophila	s__Aeromonas allosaccharophila	4513594	0.12420873678888683	0.13919899437744065	9744	GCA_901212385.1_genomic.fna.gz
G003605975	s__Veillonella atypica	s__Veillonella atypica	2189293	0.006724321399006406	0.0036552224527184258	256	GCA_003605975.1_genomic.fna.gz
G005298095	s__Bradyrhizobium elkanii	s__Bradyrhizobium elkanii	8780064	0.18003575596329033	0.39248034220021666	27474	GCA_005298095.1_genomic.fna.gz
G900197055	s__Helicobacter_E bizzozeronii	s__Helicobacter bizzozeronii	1809004	0.18543687161061748	0.08329080900583068	5830	GCA_900197055.1_genomic.fna.gz
G900104995	s__Pseudomonas_E piscium	s__Pseudomonas chlororaphis	7065202	0.004318568698779283	0.007575754232542448	530	GCA_900104995.1_genomic.fna.gz
G003947665	s__Acinetobacter lactucae	s__Acinetobacter lactucae	3851094	0.17729248078465354	0.16952583710163144	11867	GCA_003947665.1_genomic.fna.gz
G900453725	s__Myroides odoratus	s__Myroides odoratus	4172614	0.27955159096345267	0.28962206144402614	20274	GCA_900453725.1_genomic.fna.gz
G003468845	s__Collinsella intestinalis	s__Collinsella intestinalis	1883753	0.38433305562311953	0.17976004040223878	12583	GCA_003468845.1_genomic.fna.gz
G900453405	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2245561	0.7012070818473937	0.3909602573878704	27367	GCA_900453405.1_genomic.fna.gz
