Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900240025	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	8032553	0.0992836885375689	0.1586256088525974	11104	GCA_900240025.1_genomic.fna.gz
G001992875	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	8148167	0.008761871952569748	0.014200336058155854	994	GCA_001992875.1_genomic.fna.gz
G001992165	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	7926542	0.297885610848809	0.46965082480372256	32876	GCA_001992165.1_genomic.fna.gz
G001984275	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	7094839	0.019743015434344327	0.027861072378471272	1950	GCA_001984275.1_genomic.fna.gz
G001993945	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	8413531	6.463826290961072	10.817073352113866	757195	GCA_001993945.1_genomic.fna.gz
G001993115	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	8164683	4.787119128024642	7.774193776399136	544194	GCA_001993115.1_genomic.fna.gz
G001994595	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	7880132	0.20301636147905944	0.31820451032147856	22274	GCA_001994595.1_genomic.fna.gz
G000229385	s__Streptococcus mutans	s__Streptococcus mutans	1847156	0.09541776155196531	0.035056987824645475	2454	GCA_000229385.2_genomic.fna.gz
G000339075	s__Streptococcus mutans	s__Streptococcus mutans	1952324	0.0023826152628128846	0.0009252255375725395	65	GCA_000339075.1_genomic.fna.gz
G000228925	s__Streptococcus mutans	s__Streptococcus mutans	1776306	0.00716633337222143	0.0025319585337860834	177	GCA_000228925.2_genomic.fna.gz
G006386535	s__Streptococcus mutans	s__Streptococcus mutans	1929542	0.5048662511243152	0.19376368055784912	13563	GCA_006386535.1_genomic.fna.gz
G000229085	s__Streptococcus mutans	s__Streptococcus mutans	1818945	0.0010387803141809447	0.00037582449012611545	26	GCA_000229085.2_genomic.fna.gz
G000229025	s__Streptococcus mutans	s__Streptococcus mutans	1820468	0.006479616852134638	0.002346249399145785	164	GCA_000229025.2_genomic.fna.gz
G000230105	s__Streptococcus mutans	s__Streptococcus mutans	1883089	0.21191773288350663	0.07937430661078151	5556	GCA_000230105.2_genomic.fna.gz
G000339975	s__Streptococcus mutans	s__Streptococcus mutans	2006044	0.002555771766362398	0.0010197749072919813	71	GCA_000339975.1_genomic.fna.gz
G000228845	s__Streptococcus mutans	s__Streptococcus mutans	1776899	0.015044070448908113	0.005317039666037574	372	GCA_000228845.2_genomic.fna.gz
G900149485	s__Chlamydia suis	s__Chlamydia suis	1081871	0.012009877332676376	0.0025843768963605416	181	GCA_900149485.2_genomic.fna.gz
G900149555	s__Chlamydia suis	s__Chlamydia suis	1084542	0.000518922677059077	0.0001119414231323187	8	GCA_900149555.1_genomic.fna.gz
G900149455	s__Chlamydia suis	s__Chlamydia suis	1092041	0.007285342328017146	0.0015824525855219222	111	GCA_900149455.1_genomic.fna.gz
G900149525	s__Chlamydia suis	s__Chlamydia suis	1088751	0.005504292586818458	0.001191987982631087	83	GCA_900149525.1_genomic.fna.gz
G003340255	s__Eggerthella lenta	s__Eggerthella lenta	3738151	0.029148773169802227	0.021672994454624405	1517	GCA_003340255.1_genomic.fna.gz
G003340245	s__Eggerthella lenta	s__Eggerthella lenta	3541854	0.0932288979657017	0.06567846654991089	4597	GCA_003340245.1_genomic.fna.gz
G000467225	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2809835	0.12997630029972354	0.07264183185821615	5085	GCA_000467225.1_genomic.fna.gz
G000706685	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2866963	0.2930998375941014	0.16713964089439814	11700	GCA_000706685.1_genomic.fna.gz
G003578865	s__Staphylococcus xylosus	s__Staphylococcus xylosus	3014999	0.117090664449348	0.07021845049871557	4915	GCA_003578865.1_genomic.fna.gz
G003041275	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2826888	0.14401059552335885	0.08097386092216072	5668	GCA_003041275.1_genomic.fna.gz
G003041555	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2878097	0.7174826923194135	0.4107321085956159	28751	GCA_003041555.1_genomic.fna.gz
G003579115	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2942072	0.0024711116639000615	0.0014460638395839428	101	GCA_003579115.1_genomic.fna.gz
G002204085	s__Vibrio cholerae	s__Vibrio cholerae	3892514	0.7752590686853831	0.6002315744232728	42016	GCA_002204085.1_genomic.fna.gz
G000176395	s__Vibrio cholerae	s__Vibrio cholerae	4011779	0.15264912889326954	0.12180724758859192	8527	GCA_000176395.1_genomic.fna.gz
G002991485	s__Haemophilus influenzae	s__Haemophilus influenzae	1977547	0.0648086991128103	0.025491883025186454	1784	GCA_002991485.1_genomic.fna.gz
G002989105	s__Haemophilus influenzae	s__Haemophilus influenzae	1840574	0.7441098218122777	0.27241569074620736	19069	GCA_002989105.1_genomic.fna.gz
G001679415	s__Haemophilus influenzae	s__Haemophilus influenzae	1775783	0.1700763031019288	0.06007247149661108	4205	GCA_001679415.1_genomic.fna.gz
G003494765	s__Haemophilus influenzae	s__Haemophilus influenzae	1820464	0.03983456294080763	0.014423941436680663	1010	GCA_003494765.1_genomic.fna.gz
G002988355	s__Haemophilus influenzae	s__Haemophilus influenzae	1935273	0.10243663946852327	0.039431142339420557	2760	GCA_002988355.1_genomic.fna.gz
G003425715	s__Haemophilus influenzae	s__Haemophilus influenzae	1848210	0.27424023801788483	0.100814799725363	7057	GCA_003425715.1_genomic.fna.gz
G002988885	s__Haemophilus influenzae	s__Haemophilus influenzae	1779148	0.006956382255561727	0.0024617124051822714	172	GCA_002988885.1_genomic.fna.gz
G000167755	s__Streptococcus agalactiae	s__Streptococcus agalactiae	2105032	0.018593722176708776	0.007785147379829934	545	GCA_000167755.1_genomic.fna.gz
G001017035	s__Streptococcus agalactiae	s__Streptococcus agalactiae	2118675	0.45276679632733197	0.19080102839342908	13356	GCA_001017035.1_genomic.fna.gz
G001221465	s__Streptococcus agalactiae	s__Streptococcus agalactiae	2138713	0.33563549079898153	0.14277829315094412	9994	GCA_001221465.1_genomic.fna.gz
G001880685	s__Streptococcus agalactiae	s__Streptococcus agalactiae	2201218	0.13714578779779255	0.06004644878505337	4203	GCA_001880685.1_genomic.fna.gz
G003382425	s__Streptococcus agalactiae	s__Streptococcus agalactiae	2075377	0.5511530483046901	0.22751551189178335	15926	GCA_003382425.1_genomic.fna.gz
G001439905	s__Streptococcus agalactiae	s__Streptococcus agalactiae	1953956	0.03348710352740194	0.013014700052822419	911	GCA_001439905.1_genomic.fna.gz
G002278755	s__Streptococcus agalactiae	s__Streptococcus agalactiae	1981643	0.2572399011236498	0.10139243436259784	7097	GCA_002278755.1_genomic.fna.gz
G900113105	s__Clostridium_X cadaveris	s__Clostridium cadaveris	3532192	0.0062744532682664075	0.004408207107191013	309	GCA_900113105.1_genomic.fna.gz
G900217165	s__Clostridium_X cadaveris	s__Clostridium cadaveris	3460249	0.0011461650413923602	0.0007888534127733826	55	GCA_900217165.1_genomic.fna.gz
G900468195	s__Agrobacterium tumefaciens	s__Rhizobiales bacterium	5478581	0.007469898456280019	0.00814000335695201	570	GCA_900468195.1_genomic.fna.gz
G900471845	s__Agrobacterium tumefaciens	s__Rhizobiales bacterium	5576648	0.06269638773984734	0.06954366121864766	4868	GCA_900471845.1_genomic.fna.gz
G900469025	s__Agrobacterium tumefaciens	s__Rhizobiales bacterium	5490226	0.11158350576297123	0.12185182077403721	8530	GCA_900469025.1_genomic.fna.gz
