Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002088825	s__Gilliamella apicola	s__Gilliamella apicola	3076431	0.1570491431842809	0.13687721781064002	9581	GCA_002088825.1_genomic.fna.gz
G002088895	s__Gilliamella apicola	s__Gilliamella apicola	3069680	0.0169469220404063	0.014737789698657966	1032	GCA_002088895.1_genomic.fna.gz
G001462475	s__Proteus mirabilis	s__Proteus mirabilis	4054467	0.5408643467253331	0.6212559238400852	43488	GCA_001462475.1_genomic.fna.gz
G001062135	s__Proteus mirabilis	s__Proteus mirabilis	3855586	0.03170733430317196	0.034633672431060775	2424	GCA_001062135.1_genomic.fna.gz
G001076755	s__Proteus mirabilis	s__Proteus mirabilis	3820373	0.0960424145468041	0.1039482675935466	7276	GCA_001076755.1_genomic.fna.gz
G000160755	s__Proteus mirabilis	s__Proteus mirabilis	4027100	0.009305939627419624	0.010616981572083763	743	GCA_000160755.1_genomic.fna.gz
G000297815	s__Proteus mirabilis	s__Proteus mirabilis	4101891	0.008448612629156254	0.009817884813199097	687	GCA_000297815.1_genomic.fna.gz
G001062085	s__Staphylococcus capitis	s__Staphylococcus capitis	2553527	0.9367257292468102	0.6776435708898341	47435	GCA_001062085.1_genomic.fna.gz
G001073835	s__Staphylococcus capitis	s__Staphylococcus capitis	2541839	0.043947453435978466	0.031646826956847236	2215	GCA_001073835.1_genomic.fna.gz
G001063695	s__Staphylococcus capitis	s__Staphylococcus capitis	2584863	0.11294048929730673	0.08270573275906437	5789	GCA_001063695.1_genomic.fna.gz
G001069195	s__Staphylococcus capitis	s__Staphylococcus capitis	2423202	1.0197196104804316	0.7000334764257119	49002	GCA_001069195.1_genomic.fna.gz
G001060815	s__Staphylococcus capitis	s__Staphylococcus capitis	2599713	0.017151755850702374	0.012632299409476421	884	GCA_001060815.1_genomic.fna.gz
G001073915	s__Staphylococcus capitis	s__Staphylococcus capitis	2525729	0.0020532592222229197	0.001469193342475325	103	GCA_001073915.1_genomic.fna.gz
G001215085	s__Staphylococcus capitis	s__Staphylococcus capitis	2508352	0.028128126995788736	0.019988385396568484	1399	GCA_001215085.1_genomic.fna.gz
G000280635	s__Mycobacteroides abscessus	s__Mycobacteroides abscessus	5016396	0.005597947975448722	0.007955529485735696	557	GCA_000280635.2_genomic.fna.gz
G900135135	s__Mycobacteroides abscessus	s__Mycobacteroides abscessus	5743467	0.0029160278475055235	0.004744759630918452	332	GCA_900135135.1_genomic.fna.gz
G001461925	s__Xanthomonas_A translucens	s__Xanthomonas translucens	4719727	0.3240450506958119	0.4332820427547676	30330	GCA_001461925.1_genomic.fna.gz
G001461995	s__Xanthomonas_A translucens	s__Xanthomonas translucens	4614238	0.010238061308189206	0.013383390073831488	937	GCA_001461995.1_genomic.fna.gz
G001461905	s__Xanthomonas_A translucens	s__Xanthomonas translucens	4709486	0.024408340243557775	0.032565681989722366	2280	GCA_001461905.1_genomic.fna.gz
G000334075	s__Xanthomonas_A translucens	s__Xanthomonas translucens	4467179	0.018058554577040635	0.022854133496272175	1600	GCA_000334075.1_genomic.fna.gz
G006538465	s__Clostridium_M clostridioforme	s__[Clostridium] clostridioforme	5687315	0.02922376323907755	0.04708600478854848	3296	GCA_006538465.1_genomic.fna.gz
G900108895	s__Clostridium_M clostridioforme	s__[Clostridium] clostridioforme	5236575	0.07818815699465308	0.11599431997215842	8120	GCA_900108895.1_genomic.fna.gz
G000234155	s__Clostridium_M clostridioforme	s__[Clostridium] clostridioforme	5500475	0.009998842375400151	0.015581107933395613	1091	GCA_000234155.1_genomic.fna.gz
G000297995	s__Aeromonas veronii	s__Aeromonas veronii	4496658	0.12342976621169063	0.15723824328948288	11007	GCA_000297995.1_genomic.fna.gz
G003196955	s__Klebsiella variicola	s__Klebsiella variicola	5468605	0.0937143461468802	0.14518811054106323	10163	GCA_003196955.1_genomic.fna.gz
G900576735	s__Klebsiella variicola	s__Klebsiella variicola	5726123	0.027093890422371123	0.04395218412996041	3077	GCA_900576735.1_genomic.fna.gz
G002156765	s__Klebsiella variicola	s__Klebsiella variicola	6106127	0.17047451461354546	0.2948992813619476	20643	GCA_002156765.1_genomic.fna.gz
G004313105	s__Klebsiella variicola	s__Klebsiella variicola	5784257	0.00038454249285256115	0.0006301447712837711	44	GCA_004313105.1_genomic.fna.gz
