Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000633395	s__Pseudomonas_E sp000633395	s__Pseudomonas sp. PH1b	7430140	0.00024111909703343528	0.00044917384063298627	31	GCA_000633395.1_genomic.fna.gz
G003012915	s__Staphylococcus felis	s__Staphylococcus felis	2479423	0.0032013753082577798	0.0019900915998759096	139	GCA_003012915.1_genomic.fna.gz
G900155425	s__Parabacteroides sp900155425	s__Parabacteroides sp. SN4	5015786	0.00032750172737329143	0.00041184940598222564	29	GCA_900155425.1_genomic.fna.gz
G001983935	s__Fuerstia marisgermanicae	s__Fuerstia marisgermanicae	8920478	0.007217173575305669	0.016141397285702783	1130	GCA_001983935.1_genomic.fna.gz
G002759115	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5399156	0.0033702448876114714	0.004562188070093289	319	GCA_002759115.1_genomic.fna.gz
G001564415	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5036843	0.010290754783314116	0.012995455116059757	910	GCA_001564415.1_genomic.fna.gz
G900092135	s__Raineyella antarctica	s__Raineyella antarctica	3760249	0.06352290934805487	0.05988703821023723	4192	GCA_900092135.1_genomic.fna.gz
G001718855	s__Burkholderia ubonensis	s__Burkholderia ubonensis	8028759	0.1245420795700186	0.25069772048383787	17549	GCA_001718855.1_genomic.fna.gz
G001718655	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7235060	0.2761341699311214	0.5008966629577841	35063	GCA_001718655.1_genomic.fna.gz
G000959245	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7189071	0.03761995092733619	0.06780736180439799	4747	GCA_000959245.1_genomic.fna.gz
G001718695	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6684845	0.0018141815701872917	0.003040590558430006	213	GCA_001718695.1_genomic.fna.gz
G001718355	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7961598	0.017140576381059067	0.03421460393467849	2395	GCA_001718355.1_genomic.fna.gz
G001685965	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2223124	0.021858351018171893	0.01218335595986735	853	GCA_001685965.1_genomic.fna.gz
G001025215	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2313752	0.007945091944773854	0.004608945626970708	323	GCA_001025215.1_genomic.fna.gz
G001405035	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2303871	0.0016121337916785402	0.0009312045501247716	65	GCA_001405035.1_genomic.fna.gz
G002075945	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2197471	0.0261348287493653	0.014398878302986513	1008	GCA_002075945.1_genomic.fna.gz
G001685985	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2300700	0.0012994992872247283	0.0007495867275180729	52	GCA_001685985.1_genomic.fna.gz
G000160115	s__Shuttleworthia satelles	s__Shuttleworthia satelles	2169477	0.004969722585581703	0.002703168058270322	189	GCA_000160115.1_genomic.fna.gz
G000522505	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2515335	0.010227776058642508	0.006450047224298303	452	GCA_000522505.1_genomic.fna.gz
G001856645	s__Clostridium_I pasteurianum	s__Clostridium pasteurianum	4352852	0.00807087396484203	0.008808061058061733	617	GCA_001856645.1_genomic.fna.gz
G001405775	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5029189	0.00024471922341560325	0.00030856871562544747	22	GCA_001405775.1_genomic.fna.gz
G000307435	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5338538	0.029531357544765324	0.03952679489778833	2767	GCA_000307435.1_genomic.fna.gz
G000012845	s__Parabacteroides distasonis	s__Parabacteroides distasonis	4811379	0.013290492000597929	0.016032323842567853	1122	GCA_000012845.1_genomic.fna.gz
G000307455	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5063281	0.0018549967673566878	0.0023548380114956943	165	GCA_000307455.1_genomic.fna.gz
G900475935	s__Campylobacter fetus	s__Campylobacter fetus	1763253	0.1078973688716913	0.047699226424185996	3339	GCA_900475935.1_genomic.fna.gz
G000384335	s__Hyphomicrobium sp000384335	s__Hyphomicrobium sp. 99	4108307	0.0011426037291139496	0.0011769130451347698	82	GCA_000384335.2_genomic.fna.gz
