Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000761255	s__Comamonas_B thiooxydans	s__Comamonas thiooxydans	5357143	0.013775565855090093	0.02221590826751981	1555	GCA_000761255.1_genomic.fna.gz
G900683775	s__Eubacterium limosum	s__Eubacterium limosum	4740532	0.047625179469904744	0.06796496455158264	4758	GCA_900683775.1_genomic.fna.gz
G004337595	s__Acinetobacter johnsonii	s__Acinetobacter johnsonii	3804254	0.3433981397093255	0.3932682005025829	27529	GCA_004337595.1_genomic.fna.gz
G004025305	s__Anoxybacillus flavithermus_F	s__Anoxybacillus flavithermus	2645072	1.5525270736720838	1.2362265526078466	86536	GCA_004025305.1_genomic.fna.gz
G000340745	s__Treponema_B denticola	s__Treponema denticola	2765731	0.06136719350800841	0.051093727416063946	3577	GCA_000340745.1_genomic.fna.gz
G001574205	s__Clostridium_F botulinum	s__Clostridium botulinum	3929155	0.1969472324528673	0.2329541388016476	16307	GCA_001574205.1_genomic.fna.gz
G003459025	s__Blautia_A obeum	s__Blautia obeum	4021466	0.036793657987330745	0.04454292733841101	3118	GCA_003459025.1_genomic.fna.gz
G005864315	s__Marinilactibacillus psychrotolerans	s__Marinilactibacillus psychrotolerans	2821130	0.20147751393407382	0.1711082972637248	11978	GCA_005864315.1_genomic.fna.gz
G000377025	s__Micromonospora pacifica_B	s__Salinispora pacifica	5498479	0.0910624616184585	0.15073126491203817	10551	GCA_000377025.1_genomic.fna.gz
G000586055	s__Aeromonas hydrophila	s__Aeromonas hydrophila	5111056	5.650051082573576	8.693294666015253	608531	GCA_000586055.1_genomic.fna.gz
G004569435	s__Streptococcus acidominimus	s__Streptococcus acidominimus	2382433	0.1513793093543493	0.10856969116348118	7600	GCA_004569435.1_genomic.fna.gz
G001415555	s__Acinetobacter lactucae	s__Acinetobacter lactucae	3863651	0.8407922530827725	0.9779304713521677	68455	GCA_001415555.1_genomic.fna.gz
G001419425	s__Campylobacter_D coli	s__Campylobacter coli	1703296	0.06743634578646142	0.0345784516285177	2420	GCA_001419425.1_genomic.fna.gz
G003350015	s__Moraxella canis	s__Moraxella canis	2116559	0.023677069536982648	0.015086194953895836	1056	GCA_003350015.1_genomic.fna.gz
G003470775	s__Faecalicatena lactaris	s__Ruminococcus lactaris	2820568	0.027645768558629925	0.023473974542895373	1643	GCA_003470775.1_genomic.fna.gz
G003731925	s__Pseudomonas_E protegens	s__Pseudomonas protegens	6948607	0.9962629311526779	2.0839778940719103	145878	GCA_003731925.1_genomic.fna.gz
G900450865	s__Haemophilus_D pittmaniae	s__Haemophilus pittmaniae	2244325	0.4991662447540549	0.3372502989783722	23608	GCA_900450865.1_genomic.fna.gz
G000224255	s__Neisseria_B weaveri	s__Neisseria weaveri	2183368	0.006870800560919211	0.004516018061926234	316	GCA_000224255.2_genomic.fna.gz
G000297735	s__Bacteroides fragilis	s__Bacteroides fragilis	5419684	0.5721419000896906	0.9334672940622832	65343	GCA_000297735.1_genomic.fna.gz
G000306515	s__Leptospira kirschneri	s__Leptospira kirschneri	4686300	0.04646859687058251	0.06555578663797235	4589	GCA_000306515.2_genomic.fna.gz
G004119215	s__Clostridium_G tetani	s__Clostridium tetani	2762392	0.06942874309886096	0.05773590764743161	4042	GCA_004119215.1_genomic.fna.gz
G003939025	s__Rhizobium sophorae	s__Rhizobium sophoriradicis	6665510	2.0634690237458226	4.140499389745804	289835	GCA_003939025.1_genomic.fna.gz
G004210355	s__Aeribacillus pallidus	s__Aeribacillus pallidus	3748965	0.14960433468960013	0.168840624536473	11819	GCA_004210355.1_genomic.fna.gz
G000828375	s__Bacillus safensis	s__Bacillus safensis	3671348	0.13662122585125547	0.15099588680412898	10570	GCA_000828375.1_genomic.fna.gz
G003859865	s__Campylobacter_A rectus	s__Campylobacter rectus	2491340	0.4205639921426368	0.31541800051867513	22079	GCA_003859865.1_genomic.fna.gz
G900608515	s__Burkholderia gladioli	s__Burkholderia gladioli	8465675	0.004524337729438784	0.011530230650993125	807	GCA_900608515.1_genomic.fna.gz
G000341695	s__Dehalococcoides mccartyi_B	s__Dehalococcoides mccartyi	1452335	0.004764041636870758	0.002082877549870523	146	GCA_000341695.1_genomic.fna.gz
G003466225	s__Ruminococcus_E bromii_B	s__Ruminococcus bromii	2267981	0.3096795719866428	0.2114332847613692	14800	GCA_003466225.1_genomic.fna.gz
