Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003936815	s__Pseudomonas_B luteola	s__Pseudomonas luteola	5418185	0.013474225575874568	0.019296012919853965	1351	GCA_003936815.1_genomic.fna.gz
G003468145	s__Bacteroides fragilis	s__Bacteroides fragilis	5165672	0.12999516501437994	0.17748594377515328	12424	GCA_003468145.1_genomic.fna.gz
G000145705	s__Mesomycoplasma hyorhinis	s__Mycoplasma hyorhinis	839615	0.02085937550901724	0.0046290452806470395	324	GCA_000145705.1_genomic.fna.gz
G000804525	s__Rickettsia felis	s__Rickettsia felis	1546970	0.005321883071551267	0.0021759913160328405	152	GCA_000804525.1_genomic.fna.gz
G004115735	s__Aliarcobacter skirrowii	s__Arcobacter skirrowii	1973791	0.09790596771942499	0.05107639849885183	3575	GCA_004115735.1_genomic.fna.gz
G000264375	s__Rhodanobacter thiooxydans	s__Rhodanobacter thiooxydans	4093898	0.28824507670037386	0.31189531700155176	21833	GCA_000264375.1_genomic.fna.gz
G001404895	s__Clostridium_P ventriculi	s__Clostridium ventriculi	2457263	0.013874836403743377	0.00901134154252826	631	GCA_001404895.1_genomic.fna.gz
G001709215	s__Pseudomonas_E mosselii	s__Pseudomonas mosselii	5812302	0.009167052050123727	0.0140827609314564	986	GCA_001709215.1_genomic.fna.gz
G006777585	s__Sporolactobacillus inulinus	s__Sporolactobacillus inulinus	3074661	0.03393042919196467	0.0275737942215371	1930	GCA_006777585.1_genomic.fna.gz
G900447045	s__Clostridium paraputrificum	s__Clostridium paraputrificum	3627436	0.0007148890155423382	0.0006854066610391658	48	GCA_900447045.1_genomic.fna.gz
G001998505	s__Rodentibacter pneumotropicus	s__Rodentibacter pneumotropicus	2306997	0.022747032002055148	0.013870167516369958	971	GCA_001998505.1_genomic.fna.gz
G001695235	s__Aliarcobacter porcinus	s__[Arcobacter] porcinus	1778869	0.04298496070140096	0.020210191969389838	1415	GCA_001695235.1_genomic.fna.gz
G001468785	s__Desulfitobacterium hafniense	s__Desulfitobacterium hafniense	5364943	0.017416425588930712	0.02469642433835128	1729	GCA_001468785.1_genomic.fna.gz
G002863445	s__Lactobacillus gasseri	s__Lactobacillus gasseri	1932169	0.5960519737778922	0.3043961661990362	21308	GCA_002863445.1_genomic.fna.gz
G002270005	s__Lactobacillus johnsonii	s__Lactobacillus johnsonii	1901097	0.01082357066718274	0.005438570609783995	381	GCA_002270005.1_genomic.fna.gz
G002229785	s__Escherichia flexneri	s__Escherichia coli	4874279	0.0053889929920908405	0.0069426926711910536	486	GCA_002229785.1_genomic.fna.gz
G004003265	s__Sinorhizobium meliloti_B	s__Sinorhizobium meliloti	7286602	0.02086548142128848	0.04018494664507029	2813	GCA_004003265.1_genomic.fna.gz
G001058455	s__Corynebacterium striatum	s__Corynebacterium striatum	2743259	0.014543689342589409	0.010545115476039183	738	GCA_001058455.1_genomic.fna.gz
G002276885	s__Lactobacillus_G parakefiri	s__Lactobacillus parakefiri	2495148	0.0356840508151287	0.02353316815230327	1647	GCA_002276885.1_genomic.fna.gz
G000173755	s__Yersinia ruckeri	s__Yersinia ruckeri	3739990	0.10519409758926017	0.10398525262553499	7279	GCA_000173755.1_genomic.fna.gz
G005405845	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451409	0.028444899025925948	0.018430202650447886	1290	GCA_005405845.1_genomic.fna.gz
G900039345	s__Xanthomonas campestris	s__Xanthomonas campestris	4958083	0.28065407325917385	0.3677859041467503	25745	GCA_900039345.1_genomic.fna.gz
G900476585	s__Acinetobacter baumannii	s__Acinetobacter baumannii	3867234	0.003990797264991229	0.004079153564316885	286	GCA_900476585.2_genomic.fna.gz
G000006625	s__Ureaplasma parvum	s__Ureaplasma parvum	751719	0.3757453808922403	0.07465503710999678	5226	GCA_000006625.1_genomic.fna.gz
G900445035	s__Actinobacillus ureae	s__Actinobacillus ureae	2474807	0.03572537755056902	0.023368352806219995	1636	GCA_900445035.1_genomic.fna.gz
G004328555	s__Haematobacter massiliensis	s__Haematobacter massiliensis	4232912	0.48863419004795317	0.5466798030424713	38268	GCA_004328555.1_genomic.fna.gz
G001594245	s__Aggregatibacter actinomycetemcomitans	s__Aggregatibacter actinomycetemcomitans	2129092	0.432792296552039	0.24354761892073748	17048	GCA_001594245.1_genomic.fna.gz
G003641145	s__Lactobacillus_F paraplantarum	s__Lactobacillus paraplantarum	3368529	0.06385254918437291	0.05684973816304299	3979	GCA_003641145.1_genomic.fna.gz
G002000405	s__Rodentibacter rarus	s__Rodentibacter rarus	2527662	0.010325217198948043	0.006898078518740774	483	GCA_002000405.1_genomic.fna.gz
G003999355	s__Lactobacillus amylolyticus	s__Lactobacillus amylolyticus	1601193	0.0018476034389507655	0.0007819201097539707	55	GCA_003999355.1_genomic.fna.gz
G000612265	s__Geobacillus thermocatenulatus	s__Geobacillus thermocatenulatus	3519600	0.41322332998577854	0.38440416103392744	26908	GCA_000612265.1_genomic.fna.gz
G001077855	s__Franconibacter pulveris	s__Franconibacter pulveris	4856096	0.0021228719326167873	0.0027247144609734127	191	GCA_001077855.1_genomic.fna.gz
G001436385	s__Lactobacillus_C paracasei	s__Lactobacillus paracasei	2881963	9.921118208046256	7.5571660162538885	529002	GCA_001436385.1_genomic.fna.gz
G002876335	s__Vibrio tasmaniensis	s__Vibrio tasmaniensis	5065000	0.01646164079157174	0.022037509287649398	1543	GCA_002876335.1_genomic.fna.gz
G900379735	s__Xanthomonas fragariae	s__Xanthomonas fragariae	4125451	0.00563468283664736	0.006143994902267322	430	GCA_900379735.1_genomic.fna.gz
G000243575	s__Leptospira noguchii	s__Leptospira noguchii	4965419	0.1954707219484911	0.2565355497815596	17957	GCA_000243575.3_genomic.fna.gz
G000964095	s__Acinetobacter indicus	s__Acinetobacter indicus	3015705	0.04900594307690675	0.03906137665104305	2734	GCA_000964095.1_genomic.fna.gz
G001927545	s__Xanthomonas oryzae	s__Xanthomonas oryzae	4276505	0.010030132456876412	0.011337194315105876	794	GCA_001927545.1_genomic.fna.gz
G004551615	s__Leuconostoc kimchii	s__Leuconostoc kimchii	1993440	0.23643724519967893	0.12457445532794255	8720	GCA_004551615.1_genomic.fna.gz
G000710015	s__Pantoea ananatis	s__Pantoea ananatis	5163485	0.008248382105950977	0.011256973119562507	788	GCA_000710015.1_genomic.fna.gz
G004309945	s__Hafnia paralvei	s__Hafnia paralvei	4870292	0.06574614517006891	0.08463212245507502	5924	GCA_004309945.1_genomic.fna.gz
G900474705	s__Staphylococcus lugdunensis	s__Staphylococcus lugdunensis	2547699	0.5646220948324135	0.38020333630219927	26614	GCA_900474705.1_genomic.fna.gz
G002901995	s__Staphylococcus schleiferi	s__Staphylococcus schleiferi	2443567	0.01888094420456851	0.012194328723854049	854	GCA_002901995.1_genomic.fna.gz
G002128495	s__Lactobacillus_H reuteri	s__Lactobacillus reuteri	2110569	0.1050505142950534	0.05860135739170502	4102	GCA_002128495.1_genomic.fna.gz
G002009805	s__Leptospira alexanderi	s__Leptospira alexanderi	4044353	0.26451412658287193	0.28275341798378545	19793	GCA_002009805.1_genomic.fna.gz
G003265405	s__Methanosphaera stadtmanae	s__Methanosphaera stadtmanae	1701400	1.1581945146736567	0.520832252573159	36458	GCA_003265405.1_genomic.fna.gz
G901212575	s__Enterococcus_D gallinarum	s__Enterococcus gallinarum	3298225	0.02870502768328548	0.025023507689118662	1752	GCA_901212575.1_genomic.fna.gz
G002892205	s__Phaeobacter inhibens	s__Phaeobacter inhibens	4320988	0.012070641868569638	0.01378552667270835	965	GCA_002892205.1_genomic.fna.gz
G000169555	s__Ureaplasma urealyticum	s__Ureaplasma urealyticum	835413	0.4429535783019034	0.09780687461477969	6846	GCA_000169555.1_genomic.fna.gz
G002358135	s__Vibrio mediterranei	s__Vibrio mediterranei	5945836	0.009799811810735418	0.015400704925473801	1078	GCA_002358135.1_genomic.fna.gz
G003782035	s__Raoultella ornithinolytica	s__Raoultella ornithinolytica	5423605	0.0790873931429558	0.11337185457152164	7936	GCA_003782035.1_genomic.fna.gz
G003970835	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2379185	0.020554790043926855	0.012925614407462014	905	GCA_003970835.1_genomic.fna.gz
G003633655	s__Rhodococcus pyridinivorans	s__Rhodococcus pyridinivorans	5705345	0.04392295102425628	0.06623436243027124	4636	GCA_003633655.1_genomic.fna.gz
G003459985	s__Clostridium_A leptum	s__[Clostridium] leptum	3140226	0.5479841507611183	0.454819253072226	31837	GCA_003459985.1_genomic.fna.gz
G003458945	s__Parabacteroides merdae	s__Parabacteroides merdae	4299586	0.11797128265063551	0.13406421801807714	9384	GCA_003458945.1_genomic.fna.gz
G001494815	s__Campylobacter_D coli	s__Campylobacter coli	1702546	0.23916667457876992	0.10762408139066103	7534	GCA_001494815.1_genomic.fna.gz
G900683605	s__Nocardia farcinica	s__Nocardia farcinica	6140857	0.021230723137148327	0.0344590824341777	2412	GCA_900683605.2_genomic.fna.gz
G000297995	s__Aeromonas veronii	s__Aeromonas veronii	4496658	0.053622766814023046	0.0637307478362029	4461	GCA_000297995.1_genomic.fna.gz
G000512295	s__Lactobacillus_G florum	s__Lactobacillus florum	1282634	0.217702637000887	0.07380340101994379	5166	GCA_000512295.1_genomic.fna.gz
G004153825	s__Serratia liquefaciens	s__Serratia liquefaciens	5471693	0.05221881385312048	0.07551942297826533	5286	GCA_004153825.1_genomic.fna.gz
G001553435	s__Streptomyces hygroscopicus	s__Streptomyces hygroscopicus	10141569	0.00439881424526489	0.011791001931819058	825	GCA_001553435.1_genomic.fna.gz
G000228545	s__Streptococcus sobrinus	s__Streptococcus sobrinus	2107227	0.31159288870709895	0.17354367809129875	12148	GCA_000228545.2_genomic.fna.gz
G001602175	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6183292	0.02181560485487199	0.035653071709072524	2496	GCA_001602175.1_genomic.fna.gz
