Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G007002785	s__Rhizobium rhizogenes	s__Agrobacterium rhizogenes	7232935	0.18574851809845142	0.282054454371764	19744	GCA_007002785.1_genomic.fna.gz
G000799905	s__Rhizobium rhizogenes	s__Agrobacterium rhizogenes	6992870	0.20290957577913277	0.29788664995275344	20852	GCA_000799905.1_genomic.fna.gz
G000230005	s__Streptococcus mutans	s__Streptococcus mutans	1869620	0.0028740171513763862	0.0011280692049606363	79	GCA_000230005.2_genomic.fna.gz
G000340015	s__Streptococcus mutans	s__Streptococcus mutans	2081419	0.001188153824045556	0.0005191886952489182	36	GCA_000340015.1_genomic.fna.gz
G000347875	s__Streptococcus mutans	s__Streptococcus mutans	1999673	0.06211833639337921	0.026077853536432175	1825	GCA_000347875.1_genomic.fna.gz
G900032885	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2093819	0.0010973185635380907	0.00048235291292786966	34	GCA_900032885.1_genomic.fna.gz
G900191725	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2063386	0.001751728571055945	0.0007588227377961381	53	GCA_900191725.1_genomic.fna.gz
G000176395	s__Vibrio cholerae	s__Vibrio cholerae	4011779	0.0005057164765108193	0.00042592893752000066	30	GCA_000176395.1_genomic.fna.gz
G002204085	s__Vibrio cholerae	s__Vibrio cholerae	3892514	0.0068606784345471876	0.005606480167102303	392	GCA_002204085.1_genomic.fna.gz
G001525525	s__Vibrio cholerae	s__Vibrio cholerae	4071484	0.1061738176149968	0.0907534635399851	6353	GCA_001525525.2_genomic.fna.gz
G001857325	s__Vibrio cholerae	s__Vibrio cholerae	3972280	0.010130958596771964	0.008448574479339282	591	GCA_001857325.1_genomic.fna.gz
G000016245	s__Vibrio cholerae	s__Vibrio cholerae	4132319	0.0005611813596390199	0.0004868443339300038	34	GCA_000016245.1_genomic.fna.gz
G001706425	s__Acinetobacter pittii	s__Acinetobacter pittii	4262989	0.0010848938022569711	0.0009709446723104266	68	GCA_001706425.1_genomic.fna.gz
G001706285	s__Acinetobacter pittii	s__Acinetobacter pittii	4143211	0.029934063317945136	0.026037289198228907	1823	GCA_001706285.1_genomic.fna.gz
