Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G001698685	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1856360	0.004253086228140805	0.0019669789104131714	138	GCA_001698685.1_genomic.fna.gz
G001698675	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1862853	0.014476267582294011	0.006718440905038865	470	GCA_001698675.1_genomic.fna.gz
G001298055	s__Helicobacter_D pullorum	s__Helicobacter pullorum	2131353	0.0014700678002567665	0.0007805955363552377	55	GCA_001298055.1_genomic.fna.gz
G900450955	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1787994	0.012705503875089674	0.005659672013909075	396	GCA_900450955.1_genomic.fna.gz
G001298045	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1814173	0.011841273305550473	0.005351929920771749	375	GCA_001298045.1_genomic.fna.gz
G001698625	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1691767	0.010577594097130945	0.004458212452265825	312	GCA_001698625.1_genomic.fna.gz
G000155495	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1951667	6.913470532463089e-05	3.3615157372852464e-05	2	GCA_000155495.1_genomic.fna.gz
G900450465	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2510813	0.0025388667468738647	0.0015881356319880516	111	GCA_900450465.1_genomic.fna.gz
G900453215	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2529093	0.022935157824478882	0.014451064731626072	1012	GCA_900453215.1_genomic.fna.gz
G900453275	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2661365	0.004515003084275512	0.002993614035117038	210	GCA_900453275.1_genomic.fna.gz
G000160615	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2435166	0.0007333814249684201	0.0004449301041807347	31	GCA_000160615.1_genomic.fna.gz
G003388075	s__Staphylococcus felis	s__Staphylococcus felis	2343559	0.0003782001004393	0.00022081615593587162	15	GCA_003388075.1_genomic.fna.gz
G003387875	s__Staphylococcus felis	s__Staphylococcus felis	2467318	0.006683418746002636	0.004108252360029383	288	GCA_003387875.1_genomic.fna.gz
G003385435	s__Staphylococcus felis	s__Staphylococcus felis	2395775	0.0014121067885763114	0.0008428433865614052	59	GCA_003385435.1_genomic.fna.gz
G003387955	s__Staphylococcus felis	s__Staphylococcus felis	2404746	0.000270502030748997	0.00016205896267950303	11	GCA_003387955.1_genomic.fna.gz
G003391645	s__Staphylococcus felis	s__Staphylococcus felis	2409877	0.002078128225053805	0.0012476722951717404	87	GCA_003391645.1_genomic.fna.gz
G003388125	s__Staphylococcus felis	s__Staphylococcus felis	2394735	0.00623635913989792	0.0037206763427703286	260	GCA_003388125.1_genomic.fna.gz
G003391635	s__Staphylococcus felis	s__Staphylococcus felis	2381066	0.00042528348177717803	0.0002522802555930699	18	GCA_003391635.1_genomic.fna.gz
G003387915	s__Staphylococcus felis	s__Staphylococcus felis	2454027	0.008084108694339539	0.00494247856700329	346	GCA_003387915.1_genomic.fna.gz
G003388135	s__Staphylococcus felis	s__Staphylococcus felis	2381609	0.0016547159736707842	0.0009818095135636022	69	GCA_003388135.1_genomic.fna.gz
