Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003671865	s__Pseudomonas_E prosekii	s__Pseudomonas prosekii	5933352	0.1227606171936367	0.18222257916704362	12756	GCA_003671865.1_genomic.fna.gz
G002006205	s__Clostridium beijerinckii	s__Clostridium beijerinckii	5773247	0.49947550427315035	0.7214020045671081	50498	GCA_002006205.1_genomic.fna.gz
G004104415	s__Corallococcus coralloides	s__Corallococcus coralloides	9587888	0.0008713543813022594	0.0020900697691180153	146	GCA_004104415.1_genomic.fna.gz
G003853875	s__Burkholderia contaminans	s__Burkholderia contaminans	8502118	0.16449592891220688	0.34988497612282443	24492	GCA_003853875.1_genomic.fna.gz
G004348755	s__Photorhabdus khanii	s__Photorhabdus khanii	5512522	0.17874693918144222	0.24650853556200036	17256	GCA_004348755.1_genomic.fna.gz
G005930595	s__Pseudomonas_E lactis	s__Pseudomonas lactis	6397553	0.013386123879197413	0.021424551757014795	1500	GCA_005930595.1_genomic.fna.gz
G004309775	s__Hafnia paralvei	s__Hafnia paralvei	4810955	0.02633571621464593	0.03169709347600436	2219	GCA_004309775.1_genomic.fna.gz
G000219415	s__Sinorhizobium fredii	s__Sinorhizobium fredii	7143004	0.12642552248420053	0.2259220721075534	15815	GCA_000219415.2_genomic.fna.gz
G006401635	s__Myxococcus xanthus	s__Myxococcus xanthus	8952969	0.011766694574616293	0.02635509424851961	1845	GCA_006401635.1_genomic.fna.gz
G003852025	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6277070	0.37204603660367064	0.5842472358341285	40897	GCA_003852025.1_genomic.fna.gz
G003947665	s__Acinetobacter lactucae	s__Acinetobacter lactucae	3851094	0.0026884624091633325	0.00259018688404823	181	GCA_003947665.1_genomic.fna.gz
G900574125	s__Tritonibacter mobile	s__Epibacterium mobile	4712067	0.003310363642560689	0.003902385530658302	273	GCA_900574125.1_genomic.fna.gz
G003944115	s__Streptococcus gordonii	s__Streptococcus gordonii	2306361	0.34816159507085587	0.20088668916946953	14062	GCA_003944115.1_genomic.fna.gz
G005862345	s__Thermomonas fusca	s__Thermomonas fusca	2902433	0.007028827313056965	0.005103734675914243	357	GCA_005862345.1_genomic.fna.gz
G004922815	s__Streptococcus suis	s__Streptococcus suis	2123795	0.35552833187723254	0.18889907068597947	13223	GCA_004922815.1_genomic.fna.gz
G004022285	s__Bradyrhizobium yuanmingense	s__Bradyrhizobium yuanmingense	7541929	0.015125390385912834	0.02853855925911402	1998	GCA_004022285.3_genomic.fna.gz
G900519125	s__Paenibacillus_B sp001894745	s__Paenibacillus alvei	6694765	0.0022517855928641493	0.0037714242160717102	264	GCA_900519125.1_genomic.fna.gz
G005144425	s__Agrobacterium larrymoorei	s__Agrobacterium larrymoorei	5081981	0.08715933169900687	0.11081280308883158	7757	GCA_005144425.1_genomic.fna.gz
G003435415	s__Faecalicoccus pleomorphus	s__Faecalicoccus pleomorphus	2478513	0.32188145379506483	0.19958604281641118	13971	GCA_003435415.1_genomic.fna.gz
G001691015	s__Aliivibrio fischeri	s__Aliivibrio fischeri	4074230	0.030839004335318852	0.03143322219741244	2200	GCA_001691015.1_genomic.fna.gz
G002833315	s__Bifidobacterium longum	s__Bifidobacterium longum	2418994	10.918309679784224	6.607439747271099	462521	GCA_002833315.1_genomic.fna.gz
G000950435	s__Photobacterium leiognathi	s__Photobacterium leiognathi	4839812	0.0013510409852574472	0.0016358370045440587	115	GCA_000950435.1_genomic.fna.gz
G003490325	s__Neisseria bergeri	s__Neisseria bergeri	2113031	0.015032466015754708	0.007946558986405767	556	GCA_003490325.1_genomic.fna.gz
G000820325	s__Aeromonas hydrophila	s__Aeromonas hydrophila	4682559	0.3580627173516706	0.41945499799014185	29362	GCA_000820325.1_genomic.fna.gz
G002579975	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5545629	0.03473246390459723	0.0481869476597861	3373	GCA_002579975.1_genomic.fna.gz
G003942785	s__Streptococcus oralis	s__Streptococcus oralis	1957686	0.07385713011094015	0.03617249584083524	2532	GCA_003942785.1_genomic.fna.gz
G002916725	s__Xanthomonas campestris	s__Xanthomonas campestris	5001437	0.026906817657239818	0.033666669098092274	2357	GCA_002916725.2_genomic.fna.gz
G003470225	s__Mitsuokella multacida	s__Mitsuokella multacida	2505597	0.025472410269370943	0.015967034865561502	1118	GCA_003470225.1_genomic.fna.gz
G000506765	s__Streptococcus mitis	s__Streptococcus mitis	1923145	0.014228687673265447	0.006845731931152682	479	GCA_000506765.1_genomic.fna.gz
G000699165	s__Serratia liquefaciens	s__Serratia liquefaciens	5280113	0.0033757344812442684	0.0044591749225411205	312	GCA_000699165.1_genomic.fna.gz
G900142745	s__Morganella morganii	s__Morganella morganii	3916412	0.042557249486404665	0.04169701214318546	2919	GCA_900142745.1_genomic.fna.gz
G004308205	s__Hafnia proteus	s__Obesumbacterium proteus	4641497	0.025500094822239916	0.029610305053441435	2073	GCA_004308205.1_genomic.fna.gz
G900101665	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	6231085	0.07272094016854654	0.11336165373047932	7935	GCA_900101665.1_genomic.fna.gz
G003204905	s__Serratia marcescens_I	s__Serratia marcescens	5276553	0.14374954002660448	0.1897578629181348	13283	GCA_003204905.1_genomic.fna.gz
G006508125	s__Aliarcobacter cryaerophilus_A	s__Arcobacter cryaerophilus	2068859	0.00232987297064177	0.001205885708663466	84	GCA_006508125.1_genomic.fna.gz
G003075235	s__Bacillus_C megaterium	s__Bacillus megaterium	5071852	0.004723381943024084	0.005993253521530816	420	GCA_003075235.1_genomic.fna.gz
G002938685	s__Acinetobacter indicus	s__Acinetobacter indicus	3094048	0.031913895291756686	0.02470301004079611	1729	GCA_002938685.1_genomic.fna.gz
