Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002214445	s__Metamycoplasma hyosynoviae	s__Mycoplasma hyosynoviae	863547	0.04160746062646313	0.008619422798963194	603	GCA_002214445.1_genomic.fna.gz
G005519305	s__Acinetobacter radioresistens	s__Acinetobacter radioresistens	3247241	0.4209759922005379	0.32793883126487816	22956	GCA_005519305.1_genomic.fna.gz
G001439855	s__Staphylococcus simulans	s__Staphylococcus simulans	2671107	0.00043150753843878946	0.00027650352118449144	19	GCA_001439855.1_genomic.fna.gz
G003788985	s__Gordonibacter urolithinfaciens	s__Gordonibacter urolithinfaciens	3236830	0.002766224371738767	0.0021479703764697845	150	GCA_003788985.1_genomic.fna.gz
G003467325	s__Blautia_A obeum	s__Blautia obeum	3298430	0.042226096712660185	0.03341251782427567	2339	GCA_003467325.1_genomic.fna.gz
G003312705	s__Xanthomonas vasicola	s__Xanthomonas vasicola	4752249	0.05937500088745816	0.06768989036091244	4738	GCA_003312705.2_genomic.fna.gz
G001541515	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2242963	0.0564988428023409	0.030400635050780132	2128	GCA_001541515.1_genomic.fna.gz
G007004125	s__Methylosinus sporium	s__Methylosinus sporium	4591466	0.028325133390891526	0.031199262636016384	2184	GCA_007004125.1_genomic.fna.gz
G900446625	s__Campylobacter_D upsaliensis	s__Campylobacter upsaliensis	1660668	0.07581684855804056	0.030204353128426214	2114	GCA_900446625.1_genomic.fna.gz
G004151415	s__Acinetobacter fasciculus	s__Acinetobacter lwoffii	3634461	0.03864859403728328	0.03369726911089292	2359	GCA_004151415.1_genomic.fna.gz
G003475805	s__Hungatella effluvii	s__Hungatella hathewayi	7522004	0.08234366588586153	0.14858834695215647	10401	GCA_003475805.1_genomic.fna.gz
G003491385	s__Salinibacter ruber	s__Salinibacter ruber	3701547	0.005846626658810432	0.0051917004208667	363	GCA_003491385.1_genomic.fna.gz
G003858505	s__Buchananella hordeovulneris	s__Actinomyces hordeovulneris	2523081	0.07365219251124554	0.04457977440065821	3121	GCA_003858505.1_genomic.fna.gz
G001730205	s__Aeromonas caviae	s__Aeromonas caviae	4786889	0.0022981204484629216	0.002639047077974941	185	GCA_001730205.1_genomic.fna.gz
G004792415	s__Pantoea vagans_B	s__Pantoea vagans	4790329	0.0038879051994159877	0.004467885164352129	313	GCA_004792415.1_genomic.fna.gz
G000830115	s__Acinetobacter junii	s__Acinetobacter junii	3539602	0.15980161442684437	0.1356927324418409	9498	GCA_000830115.1_genomic.fna.gz
G002795345	s__Acinetobacter seifertii	s__Acinetobacter seifertii	3987277	1.4610043833051574	1.3974906794394242	97824	GCA_002795345.1_genomic.fna.gz
G003854385	s__Burkholderia contaminans	s__Burkholderia contaminans	8260399	0.006559329287952662	0.012998147253021706	910	GCA_003854385.1_genomic.fna.gz
G000379505	s__Desulfitobacterium hafniense	s__Desulfitobacterium hafniense	5563209	0.01454252388715641	0.019408240059739162	1359	GCA_000379505.1_genomic.fna.gz
G005796045	s__Lactobacillus_C zeae	s__Lactobacillus zeae	3083267	0.1973339639847993	0.1459600381597092	10217	GCA_005796045.1_genomic.fna.gz
G004296255	s__Erythrobacter_A flavus	s__Erythrobacter flavus	2819202	0.01041439318893728	0.007043380628551956	493	GCA_004296255.1_genomic.fna.gz
G003174585	s__Streptococcus agalactiae	s__Streptococcus agalactiae	1801408	0.08216012890684317	0.035505382253253975	2485	GCA_003174585.1_genomic.fna.gz
G900461175	s__Citrobacter_B koseri	s__Citrobacter koseri	4837416	0.004038599794150182	0.004686679434374879	328	GCA_900461175.1_genomic.fna.gz
