Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003851525	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6193282	0.04575649687134135	0.07487243995212405	5241	GCA_003851525.1_genomic.fna.gz
G003852025	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6277070	0.028817039170941288	0.0477919435401943	3345	GCA_003852025.1_genomic.fna.gz
G900453405	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2245561	0.02034289783757072	0.01206940994603484	845	GCA_900453405.1_genomic.fna.gz
G006243395	s__Aeromonas veronii	s__Aeromonas veronii	4926283	0.041315195444498506	0.05377464254971794	3764	GCA_006243395.1_genomic.fna.gz
G001921885	s__Aeromonas veronii	s__Aeromonas veronii	4919147	0.004191353680294981	0.0054474402325541986	381	GCA_001921885.1_genomic.fna.gz
G002866885	s__Aeromonas veronii	s__Aeromonas veronii	4863185	0.010259620377069824	0.013182580918996616	923	GCA_002866885.2_genomic.fna.gz
G002557285	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5534852	1.1518208104613248	1.684376978117317	117906	GCA_002557285.1_genomic.fna.gz
G002568975	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5646484	0.007853037304457825	0.011715588954420549	820	GCA_002568975.1_genomic.fna.gz
G002555275	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5545009	0.03524734470596667	0.05163890502540677	3615	GCA_002555275.1_genomic.fna.gz
G002848065	s__Streptococcus anginosus	s__Streptococcus anginosus	1939496	0.21941143389316045	0.11243370120471834	7870	GCA_002848065.1_genomic.fna.gz
G002860945	s__Streptococcus anginosus	s__Streptococcus anginosus	2117394	0.138922149211496	0.07771798554709042	5440	GCA_002860945.1_genomic.fna.gz
G003439105	s__Streptococcus anginosus	s__Streptococcus anginosus	1893088	1.7479868820411364	0.8742936723544888	61201	GCA_003439105.1_genomic.fna.gz
G002847945	s__Streptococcus anginosus	s__Streptococcus anginosus	1960759	0.022054255419728958	0.01142523076639081	800	GCA_002847945.1_genomic.fna.gz
G002848085	s__Streptococcus anginosus	s__Streptococcus anginosus	1960871	0.004513464411427308	0.0023383386580649763	164	GCA_002848085.1_genomic.fna.gz
