Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.09668854969762357	0.043217260181710425	3025	GCA_900638355.1_genomic.fna.gz
G001458655	s__Methanobacterium formicicum	s__Methanobacterium formicicum	2494510	0.012679029221254072	0.008155529051661545	571	GCA_001458655.1_genomic.fna.gz
G002901995	s__Staphylococcus schleiferi	s__Staphylococcus schleiferi	2443567	0.4546299637983865	0.2864594767786377	20052	GCA_002901995.1_genomic.fna.gz
G002939035	s__Ralstonia insidiosa	s__Ralstonia insidiosa	6115292	0.11721477445441403	0.18483339571742877	12938	GCA_002939035.1_genomic.fna.gz
G003385345	s__Staphylococcus felis	s__Staphylococcus felis	2396147	0.0017938422574852635	0.0011083542613524724	78	GCA_003385345.1_genomic.fna.gz
G003391705	s__Staphylococcus felis	s__Staphylococcus felis	2461318	0.13326736680372822	0.08458092522011727	5921	GCA_003391705.1_genomic.fna.gz
G003388045	s__Staphylococcus felis	s__Staphylococcus felis	2373877	0.0026417104312795813	0.0016170532100025403	113	GCA_003388045.1_genomic.fna.gz
G003391625	s__Staphylococcus felis	s__Staphylococcus felis	2405281	0.0012803093630092265	0.0007940751938331767	56	GCA_003391625.1_genomic.fna.gz
G003388055	s__Staphylococcus felis	s__Staphylococcus felis	2391132	0.0008104655960309295	0.0004997111300329747	35	GCA_003388055.1_genomic.fna.gz
G003387975	s__Staphylococcus felis	s__Staphylococcus felis	2461462	0.010479772176131007	0.006651596008868811	466	GCA_003387975.1_genomic.fna.gz
G003385325	s__Staphylococcus felis	s__Staphylococcus felis	2376842	0.48950788014990537	0.30001356225369047	21001	GCA_003385325.1_genomic.fna.gz
G003385465	s__Staphylococcus felis	s__Staphylococcus felis	2382602	0.03617428275980929	0.022224516319865405	1556	GCA_003385465.1_genomic.fna.gz
G003388145	s__Staphylococcus felis	s__Staphylococcus felis	2397476	0.004834007956232737	0.002988426069303093	209	GCA_003388145.1_genomic.fna.gz
G000165085	s__Ralstonia pickettii	s__Ralstonia pickettii	5249816	0.004546077717791488	0.0061540614032534	431	GCA_000165085.1_genomic.fna.gz
G000239935	s__Leuconostoc citreum	s__Leuconostoc citreum	1801604	0.123489648381835	0.05736814121298586	4016	GCA_000239935.2_genomic.fna.gz
G000239895	s__Leuconostoc citreum	s__Leuconostoc citreum	1934425	0.004094475306706367	0.0020423540908997267	143	GCA_000239895.2_genomic.fna.gz
G004359915	s__Leuconostoc citreum	s__Leuconostoc citreum	1830938	0.014415134990081362	0.006805706861530879	476	GCA_004359915.1_genomic.fna.gz
G006406175	s__Leuconostoc citreum	s__Leuconostoc citreum	1898387	0.5834186152726678	0.2855919227935033	19991	GCA_006406175.1_genomic.fna.gz
G001077275	s__Leuconostoc citreum	s__Leuconostoc citreum	1823349	0.012280940886511958	0.005774073810256959	404	GCA_001077275.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.01979576182266497	0.015454748121706857	1082	GCA_002797135.1_genomic.fna.gz
G004025275	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5150175	0.07883048897896124	0.10468804602854255	7328	GCA_004025275.1_genomic.fna.gz
G000827975	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5153892	0.0002867752389215109	0.0003811165873359782	27	GCA_000827975.2_genomic.fna.gz
G004115565	s__Clostridium_G tetani	s__Clostridium tetani	2816371	0.03991374807412869	0.028986332033567243	2029	GCA_004115565.1_genomic.fna.gz
G900447145	s__Clostridium_G tetani	s__Clostridium tetani	2834983	0.0002005181002691895	0.00014658344608241874	10	GCA_900447145.1_genomic.fna.gz
G004119395	s__Clostridium_G tetani	s__Clostridium tetani	2817686	0.005683656370825057	0.004129536358158808	289	GCA_004119395.1_genomic.fna.gz
G004119225	s__Clostridium_G tetani	s__Clostridium tetani	2888184	0.03438442195733139	0.025607517168048162	1793	GCA_004119225.1_genomic.fna.gz
G002965935	s__Escherichia fergusonii	s__Escherichia fergusonii	4435127	0.019236897356353234	0.021999964252790705	1540	GCA_002965935.1_genomic.fna.gz
G005405785	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451300	0.00601589860238609	0.0038025756244400907	266	GCA_005405785.1_genomic.fna.gz
G005405765	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2596081	0.0015493337899117018	0.0010371560819495591	73	GCA_005405765.1_genomic.fna.gz
G005405845	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451409	0.0017661762104155562	0.0011164279330382347	78	GCA_005405845.1_genomic.fna.gz
G005405805	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2405620	0.014386311886979445	0.008923955257313477	625	GCA_005405805.1_genomic.fna.gz
G005405865	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2403792	0.0053452937722865	0.0033132129575467687	232	GCA_005405865.1_genomic.fna.gz
G001534135	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7279612	0.04432193302229199	0.08319702798117004	5824	GCA_001534135.1_genomic.fna.gz
G001530495	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6140356	0.01255192839685148	0.019873981957012735	1391	GCA_001530495.1_genomic.fna.gz
G003464475	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5187286	0.001540156746905506	0.002060089094774557	144	GCA_003464475.1_genomic.fna.gz
G003468605	s__Parabacteroides distasonis	s__Parabacteroides distasonis	4939379	0.7374394497228162	0.9392465419006722	65747	GCA_003468605.1_genomic.fna.gz
G003472045	s__Parabacteroides distasonis	s__Parabacteroides distasonis	4929709	0.001845300715960962	0.0023456830034263797	164	GCA_003472045.1_genomic.fna.gz
G003439415	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5294086	0.09049924930265137	0.12354263377683562	8648	GCA_003439415.1_genomic.fna.gz
G003464145	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5383493	0.05251671890536414	0.07290253407302547	5103	GCA_003464145.1_genomic.fna.gz
G003437495	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5249388	0.021818263983424138	0.02953314877989402	2067	GCA_003437495.1_genomic.fna.gz
G003462945	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5378741	0.0036443019183577986	0.005054472862157617	354	GCA_003462945.1_genomic.fna.gz
G003470105	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5454415	0.0008013284306546887	0.0011270407444465857	79	GCA_003470105.1_genomic.fna.gz
G003469715	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5348683	5.918082480163646e-05	8.16222871515487e-05	6	GCA_003469715.1_genomic.fna.gz
G000222425	s__Campylobacter fetus	s__Campylobacter fetus	1874244	0.0040254958927691984	0.001945478358843725	136	GCA_000222425.1_genomic.fna.gz
G002592365	s__Campylobacter fetus	s__Campylobacter fetus	1848418	0.2048310113995213	0.09762853795721224	6834	GCA_002592365.1_genomic.fna.gz
G001699735	s__Campylobacter fetus	s__Campylobacter fetus	1864315	0.08965302183893499	0.04309879355991912	3017	GCA_001699735.1_genomic.fna.gz
G001699715	s__Campylobacter fetus	s__Campylobacter fetus	1816092	0.03297130538386036	0.015440269423937036	1081	GCA_001699715.1_genomic.fna.gz
G001404895	s__Clostridium_P ventriculi	s__Clostridium ventriculi	2457263	0.004733444345467697	0.0029992302216573243	210	GCA_001404895.1_genomic.fna.gz
G004551615	s__Leuconostoc kimchii	s__Leuconostoc kimchii	1993440	0.005088048744111702	0.0026153831343673074	183	GCA_004551615.1_genomic.fna.gz
