Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900450955	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1787994	0.16001347599196544	0.07252382459987908	5077	GCA_900450955.1_genomic.fna.gz
G001698605	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1889077	0.00900713296021984	0.004313147560050325	302	GCA_001698605.1_genomic.fna.gz
G001698695	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1804031	0.00471340814221759	0.002155445895746311	151	GCA_001698695.1_genomic.fna.gz
G001698685	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1856360	0.011035323917415935	0.005192845118484583	363	GCA_001698685.1_genomic.fna.gz
G001698595	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1856511	0.061941973581186846	0.02915014018697965	2041	GCA_001698595.1_genomic.fna.gz
G001698765	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1783256	0.002888892068270034	0.0013058794651194792	91	GCA_001698765.1_genomic.fna.gz
G001299515	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1814776	2.4358403609719688e-05	1.1205466246080427e-05	1	GCA_001299515.1_genomic.fna.gz
G001298055	s__Helicobacter_D pullorum	s__Helicobacter pullorum	2131353	0.003642673827392354	0.001968039234477524	138	GCA_001298055.1_genomic.fna.gz
G000155495	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1951667	0.0013465096986549371	0.0006661519246630289	47	GCA_000155495.1_genomic.fna.gz
G001698755	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1731995	0.011925497015340287	0.005235777762512559	367	GCA_001698755.1_genomic.fna.gz
G900450465	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2510813	0.0005439087757173304	0.00034617724460911755	24	GCA_900450465.1_genomic.fna.gz
G000160615	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2435166	0.04972481305695845	0.030694446954200393	2149	GCA_000160615.1_genomic.fna.gz
G900453275	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2661365	0.006816549190781659	0.004598615474956474	322	GCA_900453275.1_genomic.fna.gz
G900453215	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2529093	0.00238874840397787	0.001531416393028552	107	GCA_900453215.1_genomic.fna.gz
G005844135	s__Dorea hylemonae	s__[Clostridium] hylemonae	3794810	0.08771189057436468	0.08437360212541914	5906	GCA_005844135.1_genomic.fna.gz
G003388075	s__Staphylococcus felis	s__Staphylococcus felis	2343559	0.023355636436147062	0.013874766401563671	971	GCA_003388075.1_genomic.fna.gz
G003387875	s__Staphylococcus felis	s__Staphylococcus felis	2467318	0.0030363218814410562	0.0018990264717691034	133	GCA_003387875.1_genomic.fna.gz
G003388035	s__Staphylococcus felis	s__Staphylococcus felis	2394985	0.11910141695434266	0.07230657797059535	5061	GCA_003388035.1_genomic.fna.gz
G003387915	s__Staphylococcus felis	s__Staphylococcus felis	2454027	0.10538585581945203	0.06555710178822576	4589	GCA_003387915.1_genomic.fna.gz
G003391635	s__Staphylococcus felis	s__Staphylococcus felis	2381066	0.001436841396818097	0.0008672380971076439	61	GCA_003391635.1_genomic.fna.gz
G003388135	s__Staphylococcus felis	s__Staphylococcus felis	2381609	0.0005914591506033414	0.00035706994801480794	25	GCA_003388135.1_genomic.fna.gz
G003387955	s__Staphylococcus felis	s__Staphylococcus felis	2404746	0.0064470167250997475	0.003929941540644453	275	GCA_003387955.1_genomic.fna.gz
G003387895	s__Staphylococcus felis	s__Staphylococcus felis	2435140	0.0009583106140721376	0.0005915457181678748	41	GCA_003387895.1_genomic.fna.gz
