Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000160595	s__Leuconostoc mesenteroides	s__Leuconostoc mesenteroides	1735074	0.4718614807682815	0.1931335345472926	13519	GCA_000160595.1_genomic.fna.gz
G006546735	s__Lysobacter maris	s__Lysobacter maris	4157136	1.8988622974673253	1.8621422956691047	130350	GCA_006546735.2_genomic.fna.gz
G000473785	s__Vibrio mimicus	s__Vibrio mimicus	3979756	0.07356153797349815	0.0690609275743451	4834	GCA_000473785.1_genomic.fna.gz
G006334025	s__Mycoplasmopsis_A pullorum	s__Mycoplasma pullorum	953780	0.18003319364448503	0.040506615485143	2835	GCA_006334025.1_genomic.fna.gz
G005280275	s__Salinivibrio kushneri	s__Salinivibrio kushneri	3443290	0.05851720530834052	0.04753158957426027	3327	GCA_005280275.1_genomic.fna.gz
G005405745	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2545726	0.13682098345369523	0.08216550452050231	5752	GCA_005405745.1_genomic.fna.gz
G003465905	s__Lactobacillus amylovorus	s__Lactobacillus amylovorus	2049854	0.6890110036440719	0.3331764127092386	23322	GCA_003465905.1_genomic.fna.gz
G003789135	s__Kluyvera ascorbata	s__Kluyvera ascorbata	5368186	0.2075062150311091	0.26277486663389155	18394	GCA_003789135.1_genomic.fna.gz
G000173895	s__Neisseria cinerea	s__Neisseria cinerea	1872773	0.29525704847226725	0.1304399350534154	9131	GCA_000173895.1_genomic.fna.gz
G003986605	s__Marinobacter salarius	s__Marinobacter salarius	4548766	0.008970419013523108	0.009625681475238698	674	GCA_003986605.1_genomic.fna.gz
G003986735	s__Enterobacter cloacae_M	s__Enterobacter asburiae	4788283	0.20126694057263292	0.22734081671091444	15914	GCA_003986735.1_genomic.fna.gz
G900637935	s__Kurthia zopfii	s__Kurthia zopfii	3061888	0.036005675480027796	0.02600671054420898	1820	GCA_900637935.1_genomic.fna.gz
G003458845	s__Dorea formicigenerans	s__Dorea formicigenerans	3225952	0.01308087013121539	0.009954505604502005	697	GCA_003458845.1_genomic.fna.gz
G000952405	s__Enterobacter himalayensis	s__Enterobacter hormaechei	4964016	0.17179210610503506	0.20116922233596596	14082	GCA_000952405.1_genomic.fna.gz
G002885455	s__Akkermansia muciniphila	s__Akkermansia muciniphila	2679854	0.008125798819862293	0.005136914771559918	360	GCA_002885455.1_genomic.fna.gz
G000775215	s__Xanthomonas citri	s__Xanthomonas citri	5044382	0.1599612527255555	0.1903478274615438	13324	GCA_000775215.2_genomic.fna.gz
G900635665	s__Serratia_B rubidaea	s__Serratia rubidaea	5172175	0.8016233755064905	0.9780673106857384	68465	GCA_900635665.1_genomic.fna.gz
G000173955	s__Neisseria subflava_B	s__Neisseria subflava	2292986	0.96215311635934	0.5204401032829116	36431	GCA_000173955.1_genomic.fna.gz
