Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000799905	s__Rhizobium rhizogenes	s__Agrobacterium rhizogenes	6992870	0.03415148976395924	0.07458276751226904	5221	GCA_000799905.1_genomic.fna.gz
G007002785	s__Rhizobium rhizogenes	s__Agrobacterium rhizogenes	7232935	0.0016104037292204386	0.0036376651247808935	255	GCA_007002785.1_genomic.fna.gz
G000228905	s__Streptococcus mutans	s__Streptococcus mutans	1805076	0.1266754507897462	0.07141037882360195	4999	GCA_000228905.2_genomic.fna.gz
G000347875	s__Streptococcus mutans	s__Streptococcus mutans	1999673	0.007036780083187665	0.004394468418916251	308	GCA_000347875.1_genomic.fna.gz
G000229105	s__Streptococcus mutans	s__Streptococcus mutans	1817871	0.0010434484733068577	0.0005923896417601479	41	GCA_000229105.2_genomic.fna.gz
G000229325	s__Streptococcus mutans	s__Streptococcus mutans	1898193	0.031383424914647434	0.01860433242911408	1302	GCA_000229325.2_genomic.fna.gz
G003579945	s__Bordetella avium	s__Bordetella avium	3699404	0.061071443424301895	0.0705575241444863	4939	GCA_003579945.1_genomic.fna.gz
G003350095	s__Bordetella avium	s__Bordetella avium	3679287	0.006795973844715534	0.007808880040691383	547	GCA_003350095.1_genomic.fna.gz
G003581305	s__Bordetella avium	s__Bordetella avium	3702750	0.000285277930919097	0.0003298875709806658	23	GCA_003581305.1_genomic.fna.gz
G003580065	s__Bordetella avium	s__Bordetella avium	3686773	0.0007969554519845285	0.0009176008999662544	64	GCA_003580065.1_genomic.fna.gz
G003581325	s__Bordetella avium	s__Bordetella avium	3805243	0.006726198309550689	0.007993287794613793	560	GCA_003581325.1_genomic.fna.gz
G003581405	s__Bordetella avium	s__Bordetella avium	3720772	0.003932911792317897	0.004570046836582788	320	GCA_003581405.1_genomic.fna.gz
G003581265	s__Bordetella avium	s__Bordetella avium	3726535	0.017378272734666602	0.02022484490300633	1416	GCA_003581265.1_genomic.fna.gz
G003580025	s__Bordetella avium	s__Bordetella avium	3769734	0.02908579488410818	0.03424246576791275	2397	GCA_003580025.1_genomic.fna.gz
G000176275	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2478798	0.39493070187906143	0.3057281446192395	21401	GCA_000176275.1_genomic.fna.gz
G000931975	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2469061	0.005515153585311041	0.004252681102542503	298	GCA_000931975.1_genomic.fna.gz
G007003105	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2682025	0.0065749226766365	0.0055071493960989005	386	GCA_007003105.1_genomic.fna.gz
G007003655	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2580876	0.0006906825118073117	0.0005566971338708474	39	GCA_007003655.1_genomic.fna.gz
G000176255	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2584200	0.05893766426353883	0.04756553974331629	3330	GCA_000176255.1_genomic.fna.gz
G007003015	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2682282	0.03926017038836336	0.032887434932955664	2302	GCA_007003015.1_genomic.fna.gz
G002218695	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2046835	0.020788142538192868	0.013288375969853805	930	GCA_002218695.1_genomic.fna.gz
G002218805	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2046138	0.01343195817910174	0.00858316850095892	601	GCA_002218805.1_genomic.fna.gz
G900024875	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2084304	0.004779087431237361	0.0031108525336167314	218	GCA_900024875.1_genomic.fna.gz
G900191725	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2063386	0.0247044655583152	0.01591949655008502	1114	GCA_900191725.1_genomic.fna.gz
G001145305	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2111295	0.07310080060663282	0.048199711545908415	3374	GCA_001145305.2_genomic.fna.gz
G900024225	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2065278	0.013644820232666848	0.008800750798322798	616	GCA_900024225.1_genomic.fna.gz
G900032885	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2093819	0.016219514682266355	0.01060596960492919	742	GCA_900032885.1_genomic.fna.gz
G001128465	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2092747	0.00214732757884867	0.001403422440428323	98	GCA_001128465.1_genomic.fna.gz
G900027635	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2012809	0.0011919612059889462	0.000749269532296902	52	GCA_900027635.1_genomic.fna.gz
G900020875	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2015214	0.03803883275807604	0.023939867373340296	1676	GCA_900020875.1_genomic.fna.gz
G001127545	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2052176	0.002790624725451657	0.0017885019940024616	125	GCA_001127545.2_genomic.fna.gz
G003387995	s__Staphylococcus felis	s__Staphylococcus felis	2325452	0.04709835637000121	0.03420475764650434	2394	GCA_003387995.1_genomic.fna.gz
G003387835	s__Staphylococcus felis	s__Staphylococcus felis	2367961	0.0018326123725898758	0.0013552472859146498	95	GCA_003387835.1_genomic.fna.gz
G000297995	s__Aeromonas veronii	s__Aeromonas veronii	4496658	0.001157100456103487	0.001624928699488789	114	GCA_000297995.1_genomic.fna.gz
G002553275	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5710933	0.030745657450613494	0.05483580658078609	3839	GCA_002553275.1_genomic.fna.gz
G002572385	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5738096	0.07241467994597105	0.1297680599618671	9084	GCA_002572385.1_genomic.fna.gz
G002571845	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5593122	0.04288363725501445	0.07490646336805201	5243	GCA_002571845.1_genomic.fna.gz
G002582085	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5808837	0.06450429823214945	0.11701761205529627	8191	GCA_002582085.1_genomic.fna.gz
G002557835	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5710664	0.06275451306605144	0.11191929321281457	7834	GCA_002557835.1_genomic.fna.gz
G002568655	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5857425	0.02771196121872776	0.050692929053328326	3549	GCA_002568655.1_genomic.fna.gz
G002551795	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5641772	0.003161685175276392	0.005570671390881599	390	GCA_002551795.1_genomic.fna.gz
G002568645	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5840531	0.002022469056837309	0.0036889910852763905	258	GCA_002568645.1_genomic.fna.gz
G002556045	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5770990	0.039494759086144436	0.07118085123896176	4983	GCA_002556045.1_genomic.fna.gz
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.013350511340623497	0.00722724178692696	506	GCA_900638355.1_genomic.fna.gz
G004571015	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2822460	0.9587602954109825	0.8451060736346376	59157	GCA_004571015.1_genomic.fna.gz
G001747735	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2820205	0.002580651095684233	0.002272915847241801	159	GCA_001747735.1_genomic.fna.gz
G001747745	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2772772	0.04633950431813876	0.04012720681554132	2809	GCA_001747745.1_genomic.fna.gz
G003579115	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2942072	0.0017060965030942317	0.00156758202966791	110	GCA_003579115.1_genomic.fna.gz
G002204085	s__Vibrio cholerae	s__Vibrio cholerae	3892514	0.01173722726044863	0.014268196555298249	999	GCA_002204085.1_genomic.fna.gz
G001857325	s__Vibrio cholerae	s__Vibrio cholerae	3972280	0.08438310549463311	0.10468121256759762	7328	GCA_001857325.1_genomic.fna.gz
G000016245	s__Vibrio cholerae	s__Vibrio cholerae	4132319	0.005254499843243071	0.006781075972693627	475	GCA_000016245.1_genomic.fna.gz
G001697285	s__Ruminiclostridium_B stercorarium	s__Thermoclostridium stercorarium	3148357	0.01398063584355655	0.013746251405817657	962	GCA_001697285.1_genomic.fna.gz
G001667835	s__Mycobacterium mantenii	s__Mycobacterium mantenii	5688292	0.0015935219381395752	0.0028308269110273935	198	GCA_001667835.1_genomic.fna.gz
G001667995	s__Mycobacterium mantenii	s__Mycobacterium mantenii	5778092	0.0009654148351636513	0.0017420948914874312	122	GCA_001667995.1_genomic.fna.gz
G000239935	s__Leuconostoc citreum	s__Leuconostoc citreum	1801604	0.00017107711417006566	9.625529728937424e-05	7	GCA_000239935.2_genomic.fna.gz
G004359915	s__Leuconostoc citreum	s__Leuconostoc citreum	1830938	2.6576439086029158	1.519650842803434	106376	GCA_004359915.1_genomic.fna.gz
G000820965	s__Leuconostoc citreum	s__Leuconostoc citreum	1718100	0.005354811602332009	0.002873201074053689	201	GCA_000820965.2_genomic.fna.gz
G006406175	s__Leuconostoc citreum	s__Leuconostoc citreum	1898387	0.01922896945357031	0.011400244016846339	798	GCA_006406175.1_genomic.fna.gz
G000746375	s__Acinetobacter pittii	s__Acinetobacter pittii	3951709	0.046358256158057026	0.05721177652020476	4005	GCA_000746375.1_genomic.fna.gz
G003569475	s__Acinetobacter pittii	s__Acinetobacter pittii	4193904	4.328487357926912	5.669281542855124	396850	GCA_003569475.1_genomic.fna.gz
G001706555	s__Acinetobacter pittii	s__Acinetobacter pittii	4029731	1.3041122396931804	1.6412109800865504	114885	GCA_001706555.1_genomic.fna.gz
G001706425	s__Acinetobacter pittii	s__Acinetobacter pittii	4262989	0.0029753376964662902	0.003961173484022978	277	GCA_001706425.1_genomic.fna.gz
G002145315	s__Acinetobacter pittii	s__Acinetobacter pittii	3799152	0.013765192425707718	0.01633211175417545	1143	GCA_002145315.1_genomic.fna.gz
G002137635	s__Acinetobacter pittii	s__Acinetobacter pittii	3938143	0.004327497859439005	0.005322329163026461	373	GCA_002137635.1_genomic.fna.gz
G002137615	s__Acinetobacter pittii	s__Acinetobacter pittii	4012691	0.06135571048493148	0.07688897899189238	5382	GCA_002137615.1_genomic.fna.gz
G001743435	s__Acinetobacter pittii	s__Acinetobacter pittii	4035369	0.00037038221373680423	0.00046677411376336124	33	GCA_001743435.1_genomic.fna.gz
G001706285	s__Acinetobacter pittii	s__Acinetobacter pittii	4143211	0.00033777781779496547	0.0004370605050134183	31	GCA_001706285.1_genomic.fna.gz
