Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003012915	s__Staphylococcus felis	s__Staphylococcus felis	2479423	0.0022200814876950094	0.0013561021112237718	95	GCA_003012915.1_genomic.fna.gz
G001699795	s__Ralstonia pickettii	s__Ralstonia pickettii	5200293	0.002036568272825861	0.0026091535516877293	183	GCA_001699795.1_genomic.fna.gz
G000743455	s__Ralstonia pickettii	s__Ralstonia pickettii	4765599	4.418698251258409e-05	5.1878175267864214e-05	4	GCA_000743455.1_genomic.fna.gz
G002516395	s__Ralstonia pickettii	s__Ralstonia pickettii	5484397	0.007506058989357931	0.010141768871657237	710	GCA_002516395.2_genomic.fna.gz
G000374405	s__Riemerella columbina	s__Riemerella columbina	2436793	0.00095790718941041	0.0005750623335133082	40	GCA_000374405.1_genomic.fna.gz
G001640215	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5003594	0.003993509710430993	0.004922771288274527	345	GCA_001640215.1_genomic.fna.gz
G001564415	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5036843	0.0003728865516858665	0.0004627090413256806	32	GCA_001564415.1_genomic.fna.gz
G002759115	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5399156	0.0007504781277901203	0.0009982441332976376	70	GCA_002759115.1_genomic.fna.gz
G000265745	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	4803726	0.0036980659064809545	0.004376487834872891	306	GCA_000265745.1_genomic.fna.gz
G002813295	s__Flavobacterium sp002813295	s__Flavobacterium sp. 5	4973516	0.003921961717317154	0.004805512604072512	336	GCA_002813295.1_genomic.fna.gz
G000522505	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2515335	0.045025063405646035	0.027901208729273774	1953	GCA_000522505.1_genomic.fna.gz
G001025215	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2313752	0.0833023802705783	0.04748397518022071	3324	GCA_001025215.1_genomic.fna.gz
G001685985	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2300700	0.009522109542492293	0.005397168995793563	378	GCA_001685985.1_genomic.fna.gz
G001405035	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2303871	0.009653883922571811	0.005479400963928084	384	GCA_001405035.1_genomic.fna.gz
G001685965	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2223124	0.033134251756328455	0.018147370501530397	1270	GCA_001685965.1_genomic.fna.gz
G002075945	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2197471	0.24965303990724025	0.13515523192685613	9461	GCA_002075945.1_genomic.fna.gz
G000878385	s__Methylobacterium organophilum	s__Methylobacterium radiotolerans	6788652	0.008826316731679681	0.014761684043869766	1033	GCA_000878385.1_genomic.fna.gz
G001981325	s__Methylobacterium organophilum	s__Methylobacterium radiotolerans	6298400	0.006390052550836301	0.009915337908355764	694	GCA_001981325.1_genomic.fna.gz
G001477075	s__Methylobacterium organophilum	s__Methylobacterium radiotolerans	6693146	0.0019848421480766817	0.003272872772923381	229	GCA_001477075.1_genomic.fna.gz
G001617335	s__Methylobacterium organophilum	s__Methylobacterium radiotolerans	6956028	0.001706670567800926	0.0029247171487813543	205	GCA_001617335.1_genomic.fna.gz
G000019725	s__Methylobacterium organophilum	s__Methylobacterium radiotolerans	6899110	0.08150708136933753	0.13853555936140893	9697	GCA_000019725.1_genomic.fna.gz
G000283255	s__Bacillus_I filamentosus	s__Bacillus filamentosus	5107189	0.0032904182134211083	0.004140052814983277	290	GCA_000283255.1_genomic.fna.gz
G000972245	s__Bacillus_I filamentosus	s__Bacillus filamentosus	5313985	0.0024021979820090093	0.003144864753052555	220	GCA_000972245.3_genomic.fna.gz
G900168205	s__Chryseobacterium balustinum	s__Chryseobacterium balustinum	4857813	0.0006786700401045638	0.00081221746070371	57	GCA_900168205.1_genomic.fna.gz
G002917105	s__Bosea sp002917105	s__Bosea sp. 1131	6392805	0.0011215540885149	0.0017663815966742836	124	GCA_002917105.1_genomic.fna.gz
G000220105	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1038313	0.0019382696550120705	0.0004958100655897418	35	GCA_000220105.1_genomic.fna.gz
G003048375	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2095236	0.2368341063456899	0.12225033098048302	8558	GCA_003048375.1_genomic.fna.gz
G002165825	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2027572	0.0018645670288147456	0.0009313804904347291	65	GCA_002165825.1_genomic.fna.gz
G003116505	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2008280	0.016194372523153616	0.008012374490118199	561	GCA_003116505.1_genomic.fna.gz
G003048875	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2023536	0.015796318121078626	0.007874802267020517	551	GCA_003048875.1_genomic.fna.gz
G000017725	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2099413	0.003877711039594628	0.0020056085680165495	140	GCA_000017725.2_genomic.fna.gz
G003096195	s__Ereboglobus luteus	s__Ereboglobus luteus	4175033	0.12124487769643096	0.12470853097503068	8730	GCA_003096195.1_genomic.fna.gz
G000371445	s__Hungatella effluvii	s__Hungatella hathewayi	6873024	0.048108356336910796	0.08145940445040198	5702	GCA_000371445.1_genomic.fna.gz
G000471805	s__Hungatella effluvii	s__Hungatella hathewayi	7234945	0.017154627912364856	0.030576613779536445	2140	GCA_000471805.1_genomic.fna.gz
G001405675	s__Hungatella effluvii	s__Hungatella hathewayi	6979496	0.1415237498872616	0.24334713701836852	17034	GCA_001405675.1_genomic.fna.gz
G001465345	s__Enterococcus rotai	s__Enterococcus rotai	3746111	0.002063246219994012	0.0019041648802011258	133	GCA_001465345.1_genomic.fna.gz
G002569675	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5356358	0.0023751899230470912	0.003134301634513079	219	GCA_002569675.1_genomic.fna.gz
G001645455	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5364880	0.3029867060978062	0.40045750486351883	28032	GCA_001645455.1_genomic.fna.gz
G002266425	s__Tissierella sp002266425	s__Tissierella sp. P1	4386663	0.07426749358710243	0.08026124460726423	5618	GCA_002266425.1_genomic.fna.gz
G002085605	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	7380063	0.008186519205083929	0.014884429907723411	1042	GCA_002085605.1_genomic.fna.gz
G002812905	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6752870	0.006090956843798033	0.010133203458247888	709	GCA_002812905.1_genomic.fna.gz
G900149285	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6288645	0.03522927132993579	0.05458000745476249	3821	GCA_900149285.1_genomic.fna.gz
G001516365	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6460023	0.005747281952767586	0.009146804964419561	640	GCA_001516365.2_genomic.fna.gz
G000359505	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6421010	0.09267814409147397	0.14660660124642716	10262	GCA_000359505.1_genomic.fna.gz
G000013045	s__Salinibacter ruber	s__Salinibacter ruber	3587328	0.0008630130771369057	0.0007627132919530873	53	GCA_000013045.1_genomic.fna.gz
G000090405	s__Salinibacter ruber	s__Salinibacter ruber	3832918	0.003333356366004291	0.003147633258280267	220	GCA_000090405.1_genomic.fna.gz
G002894575	s__Salinibacter ruber	s__Salinibacter ruber	4056183	0.07658309146990402	0.07652851486796526	5357	GCA_002894575.1_genomic.fna.gz
G000009865	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2697861	0.003922979345221567	0.002607404691978001	183	GCA_000009865.1_genomic.fna.gz
G002114275	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2517398	0.0008984233773315304	0.0005571931617527182	39	GCA_002114275.1_genomic.fna.gz
G000763725	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2458301	0.007413878806701128	0.0044900728911259	314	GCA_000763725.1_genomic.fna.gz
G001611955	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2560146	0.04535432760271026	0.02860594615157887	2002	GCA_001611955.1_genomic.fna.gz
G001239225	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2458332	0.006646179282375243	0.004025181220100188	282	GCA_001239225.1_genomic.fna.gz
