Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002218695	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2046835	0.18092096745058794	0.089780455774819	6285	GCA_002218695.1_genomic.fna.gz
G002218815	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2039742	0.008983308317875398	0.0044424404376406205	311	GCA_002218815.1_genomic.fna.gz
G002218775	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2103358	0.024583197267159837	0.01253607649590936	878	GCA_002218775.1_genomic.fna.gz
G002218885	s__Lactobacillus crispatus	s__Lactobacillus crispatus	1988281	0.015529515910486387	0.007485929800634536	524	GCA_002218885.1_genomic.fna.gz
G002218845	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2021204	0.549004305992169	0.2690270624732918	18832	GCA_002218845.1_genomic.fna.gz
G900191725	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2063386	0.019577377383458498	0.009793660880882673	686	GCA_900191725.1_genomic.fna.gz
G900194965	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2082537	0.04813777489107801	0.02430461844934267	1701	GCA_900194965.1_genomic.fna.gz
G001128465	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2092747	0.07807372225406077	0.03961244809546353	2773	GCA_001128465.1_genomic.fna.gz
G900020875	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2015214	0.008723508033718744	0.0042620879442180955	298	GCA_900020875.1_genomic.fna.gz
G001145305	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2111295	0.01299112466254876	0.006649756447740865	465	GCA_001145305.2_genomic.fna.gz
G900032815	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2015199	0.018116183906806565	0.008851048683872185	620	GCA_900032815.1_genomic.fna.gz
G900024875	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2084304	0.07112336748807155	0.035940444398844	2516	GCA_900024875.1_genomic.fna.gz
G000297995	s__Aeromonas veronii	s__Aeromonas veronii	4496658	0.0038532620637675382	0.004200765847454454	294	GCA_000297995.1_genomic.fna.gz
G002019575	s__GCF-000787395 sp000787395	s__Solemya velum gill symbiont	2634916	0.40629785850529426	0.25955020586747063	18169	GCA_002019575.1_genomic.fna.gz
G002020935	s__GCF-000787395 sp000787395	s__Solemya velum gill symbiont	2549090	0.020202144106996434	0.012485119506333962	874	GCA_002020935.1_genomic.fna.gz
G002020725	s__GCF-000787395 sp000787395	s__Solemya velum gill symbiont	2369747	0.05902234866087208	0.03391005851381057	2374	GCA_002020725.1_genomic.fna.gz
G002020515	s__GCF-000787395 sp000787395	s__Solemya velum gill symbiont	2556190	0.010283289142044509	0.006372872776319837	446	GCA_002020515.1_genomic.fna.gz
G003578815	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2833269	0.019783937649388426	0.013589723302685066	951	GCA_003578815.1_genomic.fna.gz
G005864455	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2805510	0.014409814995921793	0.009801223572585	686	GCA_005864455.1_genomic.fna.gz
G001747745	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2772772	0.343054072885146	0.23061460571953887	16143	GCA_001747745.1_genomic.fna.gz
G003578725	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2733322	0.013304054590503748	0.00881627005847729	617	GCA_003578725.1_genomic.fna.gz
G003578865	s__Staphylococcus xylosus	s__Staphylococcus xylosus	3014999	0.07782231369519615	0.05688547392547887	3982	GCA_003578865.1_genomic.fna.gz
G003579115	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2942072	0.0018129099476520208	0.0012931222921425674	91	GCA_003579115.1_genomic.fna.gz
G003578835	s__Staphylococcus xylosus	s__Staphylococcus xylosus	2940680	0.011470369517737005	0.008177776678894865	572	GCA_003578835.1_genomic.fna.gz
G000165085	s__Ralstonia pickettii	s__Ralstonia pickettii	5249816	0.3093067793966653	0.39368021653892915	27558	GCA_000165085.1_genomic.fna.gz
G001525525	s__Vibrio cholerae	s__Vibrio cholerae	4071484	0.025692029719328772	0.025360698905901168	1775	GCA_001525525.2_genomic.fna.gz
G000016245	s__Vibrio cholerae	s__Vibrio cholerae	4132319	0.04460613563082964	0.04468878121650245	3128	GCA_000016245.1_genomic.fna.gz
G000176395	s__Vibrio cholerae	s__Vibrio cholerae	4011779	0.02287453672854994	0.02224843040990373	1557	GCA_000176395.1_genomic.fna.gz
G002204085	s__Vibrio cholerae	s__Vibrio cholerae	3892514	0.00820798012546114	0.007745983172687039	542	GCA_002204085.1_genomic.fna.gz
G001857325	s__Vibrio cholerae	s__Vibrio cholerae	3972280	0.0919663360990517	0.08856840183170779	6200	GCA_001857325.1_genomic.fna.gz
G003130375	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2368867	0.01738217704615055	0.009982858534306797	699	GCA_003130375.1_genomic.fna.gz
