Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.0024848031491424335	0.001172339749303783	82	GCA_900638355.1_genomic.fna.gz
G002901995	s__Staphylococcus schleiferi	s__Staphylococcus schleiferi	2443567	0.048374452816348376	0.0321736639189174	2252	GCA_002901995.1_genomic.fna.gz
G003388045	s__Staphylococcus felis	s__Staphylococcus felis	2373877	0.0013161402418811604	0.0008503947782711551	60	GCA_003388045.1_genomic.fna.gz
G003385465	s__Staphylococcus felis	s__Staphylococcus felis	2382602	0.00028434416988736303	0.0001843979268153432	13	GCA_003385465.1_genomic.fna.gz
G003391705	s__Staphylococcus felis	s__Staphylococcus felis	2461318	0.012877026536268966	0.008626676699889898	604	GCA_003391705.1_genomic.fna.gz
G003387995	s__Staphylococcus felis	s__Staphylococcus felis	2325452	0.14945930417166575	0.09459986999221941	6622	GCA_003387995.1_genomic.fna.gz
G000820965	s__Leuconostoc citreum	s__Leuconostoc citreum	1718100	0.002849274544667579	0.0013324255130945924	93	GCA_000820965.2_genomic.fna.gz
G001077275	s__Leuconostoc citreum	s__Leuconostoc citreum	1823349	0.09021349546527714	0.044771486879003716	3134	GCA_001077275.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.03636550730282036	0.029968063401572476	2098	GCA_002797135.1_genomic.fna.gz
G004025275	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5150175	0.48569183804971044	0.6808367589283844	47659	GCA_004025275.1_genomic.fna.gz
G000827975	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5153892	0.0014115095296827673	0.001980064475785086	139	GCA_000827975.2_genomic.fna.gz
G004115645	s__Clostridium_G tetani	s__Clostridium tetani	2803227	0.00012390930359048067	9.454147801878134e-05	7	GCA_004115645.1_genomic.fna.gz
G000762335	s__Clostridium_G tetani	s__Clostridium tetani	2829019	0.08456557540448015	0.06511629416475705	4558	GCA_000762335.1_genomic.fna.gz
G004119195	s__Clostridium_G tetani	s__Clostridium tetani	2802515	0.011264929854289755	0.008592838342452747	601	GCA_004119195.1_genomic.fna.gz
G004119225	s__Clostridium_G tetani	s__Clostridium tetani	2888184	1.2922501235093369	1.0158548164277743	71110	GCA_004119225.1_genomic.fna.gz
G004119335	s__Clostridium_G tetani	s__Clostridium tetani	2803718	0.003601208875918874	0.0027481652621245247	192	GCA_004119335.1_genomic.fna.gz
G004115605	s__Clostridium_G tetani	s__Clostridium tetani	2947191	0.025020988818760255	0.020071182279379336	1405	GCA_004115605.1_genomic.fna.gz
G004115505	s__Clostridium_G tetani	s__Clostridium tetani	2900606	0.00262054839608425	0.0020689077648241936	145	GCA_004115505.1_genomic.fna.gz
G002965935	s__Escherichia fergusonii	s__Escherichia fergusonii	4435127	0.0005072855853026138	0.0006123768806162118	43	GCA_002965935.1_genomic.fna.gz
G001530495	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6140356	0.012558707088306762	0.0209893353445314	1469	GCA_001530495.1_genomic.fna.gz
G001534135	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7279612	0.00016464285215436262	0.00032622055110383027	23	GCA_001534135.1_genomic.fna.gz
G005405805	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2405620	0.03482934015637901	0.02280512602260182	1596	GCA_005405805.1_genomic.fna.gz
G005405785	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451300	0.0021706220041758503	0.0014482411071582942	101	GCA_005405785.1_genomic.fna.gz
G005405865	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2403792	0.005810749920259761	0.003801800069999022	266	GCA_005405865.1_genomic.fna.gz
G005405765	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2596081	0.047959054214716405	0.033888242998219915	2372	GCA_005405765.1_genomic.fna.gz
G005405845	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451409	0.03847438331812638	0.025671287332197566	1797	GCA_005405845.1_genomic.fna.gz
G007050325	s__Vibrio fluvialis	s__Vibrio fluvialis	4822261	0.06441789948687986	0.0845507522318088	5919	GCA_007050325.1_genomic.fna.gz
G006381955	s__Vibrio fluvialis	s__Vibrio fluvialis	4828208	0.03128578341416202	0.04111432927160783	2878	GCA_006381955.1_genomic.fna.gz
G003462945	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5378741	0.012079263785369625	0.017684032394096046	1238	GCA_003462945.1_genomic.fna.gz
G003472045	s__Parabacteroides distasonis	s__Parabacteroides distasonis	4929709	0.01338549142416608	0.017960391856570633	1257	GCA_003472045.1_genomic.fna.gz
G003464475	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5187286	0.010478050755408997	0.01479383924402675	1036	GCA_003464475.1_genomic.fna.gz
G003439415	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5294086	0.006459060012168983	0.0093072314835586	652	GCA_003439415.1_genomic.fna.gz
G003437495	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5249388	0.07759078255071034	0.11086105573642026	7760	GCA_003437495.1_genomic.fna.gz
G003470105	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5454415	0.01616792497362526	0.024002842054704508	1680	GCA_003470105.1_genomic.fna.gz
G002995655	s__Vibrio mediterranei	s__Vibrio mediterranei	5877037	0.007913644056995644	0.012658875871653655	886	GCA_002995655.1_genomic.fna.gz
G002358135	s__Vibrio mediterranei	s__Vibrio mediterranei	5945836	0.04172654151076242	0.06752825387155025	4727	GCA_002358135.1_genomic.fna.gz
G003030845	s__Vibrio mediterranei	s__Vibrio mediterranei	5657141	0.010087716709294888	0.015532811964554855	1087	GCA_003030845.1_genomic.fna.gz
G001012685	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1687818	0.00025878070956800994	0.00011888244199734576	8	GCA_001012685.1_genomic.fna.gz
G001012665	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1705628	0.035858221720141484	0.016646896105315053	1165	GCA_001012665.1_genomic.fna.gz
G000175035	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1688275	0.001505293678500344	0.0006917109189152308	48	GCA_000175035.1_genomic.fna.gz
G000162335	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1722751	0.10839106411476555	0.050824860414170316	3558	GCA_000162335.1_genomic.fna.gz
G000155915	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1746219	0.0018759313701490787	0.000891611906113144	62	GCA_000155915.2_genomic.fna.gz
G002592335	s__Campylobacter fetus	s__Campylobacter fetus	1848754	0.0088015450815951	0.004428924208921529	310	GCA_002592335.1_genomic.fna.gz
G001686885	s__Campylobacter fetus	s__Campylobacter fetus	1930368	0.0053856068398598815	0.002829664585206135	198	GCA_001686885.1_genomic.fna.gz
G001699555	s__Campylobacter fetus	s__Campylobacter fetus	1909180	0.0003175123190609997	0.000164993813361754	12	GCA_001699555.1_genomic.fna.gz
G000759485	s__Campylobacter fetus	s__Campylobacter fetus	1826626	0.3536635073616266	0.17583287962017813	12308	GCA_000759485.1_genomic.fna.gz
G001699725	s__Campylobacter fetus	s__Campylobacter fetus	1881548	0.17600955677317948	0.0901387965110625	6310	GCA_001699725.1_genomic.fna.gz
G000512745	s__Campylobacter fetus	s__Campylobacter fetus	1996729	0.013846186683482154	0.007525052119766919	527	GCA_000512745.2_genomic.fna.gz
G001699615	s__Campylobacter fetus	s__Campylobacter fetus	1882122	0.20354131350433566	0.10427028195708644	7299	GCA_001699615.1_genomic.fna.gz
G000773615	s__Campylobacter fetus	s__Campylobacter fetus	1740393	0.00042422836580056336	0.0002009588958250907	14	GCA_000773615.1_genomic.fna.gz
G000967135	s__Campylobacter fetus	s__Campylobacter fetus	1988028	0.009793317298804305	0.005299227035553463	371	GCA_000967135.1_genomic.fna.gz
G002777095	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1043246	0.21335960870463772	0.06058416663944525	4241	GCA_002777095.1_genomic.fna.gz
G001398155	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1062525	0.0022203191793364525	0.0006421178925612372	45	GCA_001398155.1_genomic.fna.gz
G000226605	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1051806	0.002999908466229922	0.0008588233654594647	60	GCA_000226605.1_genomic.fna.gz
G000318705	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1050282	0.0018029940204833646	0.0005154189867774566	36	GCA_000318705.1_genomic.fna.gz
G000590695	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1041595	0.010356288120800711	0.0029360484287764637	206	GCA_000590695.1_genomic.fna.gz
G001293965	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1046714	0.00028610041297384356	8.150921707683786e-05	6	GCA_001293965.1_genomic.fna.gz
G002776915	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1042998	0.006066701387898061	0.0017222504164463126	121	GCA_002776915.1_genomic.fna.gz
G001398255	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1075435	0.06149583373764369	0.018000727782734812	1260	GCA_001398255.1_genomic.fna.gz
G000092805	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1042811	0.0025881899103090285	0.0007346186461048457	51	GCA_000092805.1_genomic.fna.gz
G000092725	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1042875	0.039110479188441974	0.011101600569827893	777	GCA_000092725.1_genomic.fna.gz
G003074875	s__Edwardsiella tarda	s__Edwardsiella tarda	3597726	0.0009779614664192267	0.0009576570976262044	67	GCA_003074875.1_genomic.fna.gz
G000163955	s__Edwardsiella tarda	s__Edwardsiella tarda	3744568	7.32513898801606e-05	7.465824815050208e-05	5	GCA_000163955.1_genomic.fna.gz
G003113435	s__Edwardsiella tarda	s__Edwardsiella tarda	3640939	0.012219303292902533	0.012109328233799531	848	GCA_003113435.1_genomic.fna.gz
G003113495	s__Edwardsiella tarda	s__Edwardsiella tarda	3744014	0.005722234131549932	0.005831271890725471	408	GCA_003113495.1_genomic.fna.gz
G000341505	s__Edwardsiella tarda	s__Edwardsiella tarda	3610384	0.008100917446461632	0.007960636733349314	557	GCA_000341505.1_genomic.fna.gz
G000264805	s__Edwardsiella tarda	s__Edwardsiella tarda	3694689	0.0009073936659518179	0.0009125020207527778	64	GCA_000264805.1_genomic.fna.gz
G003113455	s__Edwardsiella tarda	s__Edwardsiella tarda	3576228	0.005263173205560291	0.005123102741413126	359	GCA_003113455.1_genomic.fna.gz
G001645535	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5559350	0.00581174449612961	0.008794086512678045	616	GCA_001645535.1_genomic.fna.gz
G002555645	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5720248	0.0004139125429386281	0.0006444417214216404	45	GCA_002555645.1_genomic.fna.gz
G002556915	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5491785	0.02601235936553965	0.038882436885334076	2722	GCA_002556915.1_genomic.fna.gz
G001756265	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5857539	0.003124818104584423	0.004981958837764765	349	GCA_001756265.1_genomic.fna.gz
G002557855	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5975308	0.004169591866956926	0.006781317008575746	475	GCA_002557855.1_genomic.fna.gz
G002200215	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5513190	0.017132338630695364	0.02570868207256312	1800	GCA_002200215.1_genomic.fna.gz
G004331875	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5613036	0.4808325712899971	0.7346016684664568	51422	GCA_004331875.1_genomic.fna.gz
G002556175	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5571479	0.0009155608176985383	0.0013884105345391233	97	GCA_002556175.1_genomic.fna.gz
G002570255	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5794425	0.00309944865592003	0.0048882678669076324	342	GCA_002570255.1_genomic.fna.gz
G900144485	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6903557	0.0024781395205141555	0.00465649212347706	326	GCA_900144485.1_genomic.fna.gz
G004374085	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6647227	0.1809846090114564	0.32744801181698163	22921	GCA_004374085.1_genomic.fna.gz
G004373155	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6311893	0.08013816387587505	0.13767631067883992	9637	GCA_004373155.1_genomic.fna.gz
G000790385	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6259215	0.005921029267814237	0.010087354448786008	706	GCA_000790385.1_genomic.fna.gz
G000520455	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	7218580	0.07240070521741149	0.14225081861075592	9958	GCA_000520455.1_genomic.fna.gz
G900455555	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6649269	0.013944179502992132	0.0252363807818119	1767	GCA_900455555.1_genomic.fna.gz
G002208605	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	5584517	0.012040267281387813	0.018301300380464645	1281	GCA_002208605.1_genomic.fna.gz
G001038965	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	5421362	0.00026610533288913253	0.00039266499732720566	27	GCA_001038965.1_genomic.fna.gz
G002167185	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	4599278	0.00048081776358323963	0.0006019083512236716	42	GCA_002167185.1_genomic.fna.gz
G002569785	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	5100887	0.10270859169904992	0.14259775264105662	9982	GCA_002569785.1_genomic.fna.gz
G001043825	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	5499219	0.0038049812397971637	0.005695262410545851	399	GCA_001043825.1_genomic.fna.gz
G002588685	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	5381867	0.0009602167449312883	0.0014065735297478469	98	GCA_002588685.1_genomic.fna.gz
G003290325	s__Salinibacter ruber	s__Salinibacter ruber	3597019	0.012729664251701911	0.012462922229004207	872	GCA_003290325.1_genomic.fna.gz
G001237665	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2562018	0.13491716343127091	0.09408265884181533	6586	GCA_001237665.1_genomic.fna.gz
G001237705	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2512845	0.28008125277022644	0.19156225689662307	13409	GCA_001237705.1_genomic.fna.gz
G003043825	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2529407	6.169916247841781e-05	4.2477425698749987e-05	3	GCA_003043825.1_genomic.fna.gz
G001227225	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2511238	0.0006594097992922672	0.00045071651869984386	32	GCA_001227225.1_genomic.fna.gz
G001227045	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2513924	0.005211029441022572	0.0035656267142633448	250	GCA_001227045.1_genomic.fna.gz
G001236425	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2511740	0.09929813212591466	0.06788533491948325	4752	GCA_001236425.1_genomic.fna.gz
G003043815	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2471761	0.023421237607585712	0.015757108283413538	1103	GCA_003043815.1_genomic.fna.gz
G001235945	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2444138	0.015504066219046287	0.010314104845202468	722	GCA_001235945.1_genomic.fna.gz
G001230305	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2501226	0.005246313455931612	0.0035716374956681874	250	GCA_001230305.1_genomic.fna.gz
G001043435	s__Haemophilus_B ducreyi	s__[Haemophilus] ducreyi	1625548	0.006576447967225384	0.0029097212808430173	204	GCA_001043435.1_genomic.fna.gz
G001043335	s__Haemophilus_B ducreyi	s__[Haemophilus] ducreyi	1766523	0.017754166295038117	0.008536498800372218	598	GCA_001043335.1_genomic.fna.gz
G001043375	s__Haemophilus_B ducreyi	s__[Haemophilus] ducreyi	1661948	0.002448322251364406	0.0011075063240229411	78	GCA_001043375.1_genomic.fna.gz
G001756615	s__Glaciecola punicea	s__Glaciecola punicea	3201741	0.13547943746675542	0.11806462337695801	8265	GCA_001756615.1_genomic.fna.gz
G000493655	s__Ruminiclostridium thermocellum	s__Hungateiclostridium thermocellum	3452180	7.539744563581353e-05	7.084517361344334e-05	5	GCA_000493655.1_genomic.fna.gz
G000173015	s__Ruminiclostridium thermocellum	s__Hungateiclostridium thermocellum	3767546	0.026468159941122768	0.02714204197678782	1900	GCA_000173015.1_genomic.fna.gz
G004803955	s__Ruminiclostridium thermocellum	s__Hungateiclostridium thermocellum	3736353	0.0008430211845620721	0.0008573271803541285	60	GCA_004803955.1_genomic.fna.gz
G003964935	s__Enterobacter ludwigii	s__Enterobacter ludwigii	4783603	0.00818564119131278	0.010657811564424087	746	GCA_003964935.1_genomic.fna.gz
G900095655	s__Bacillus_A cytotoxicus	s__Bacillus cytotoxicus	4135145	0.0034255341925184535	0.003855487093317551	270	GCA_900095655.1_genomic.fna.gz
G002250925	s__Bacillus_A cytotoxicus	s__Bacillus cytotoxicus	4317210	0.006593068772524	0.0077473108933292885	542	GCA_002250925.2_genomic.fna.gz
G002250885	s__Bacillus_A cytotoxicus	s__Bacillus cytotoxicus	4352623	0.019453409405754712	0.023046606323403277	1613	GCA_002250885.2_genomic.fna.gz
G004212355	s__Avibacterium paragallinarum	s__Avibacterium paragallinarum	2390514	0.04672260456732035	0.030400346948846222	2128	GCA_004212355.1_genomic.fna.gz
G003864155	s__Avibacterium paragallinarum	s__Avibacterium paragallinarum	2425949	0.16978054651006547	0.11210624283726323	7847	GCA_003864155.1_genomic.fna.gz
G002864775	s__Pseudomonas_E monteilii_B	s__Pseudomonas plecoglossicida	5876852	0.0009092821031333551	0.0014544660918095393	102	GCA_002864775.1_genomic.fna.gz
G002864905	s__Pseudomonas_E monteilii_B	s__Pseudomonas plecoglossicida	5866670	0.026618098855392916	0.04250391138209407	2975	GCA_002864905.1_genomic.fna.gz
G002864885	s__Pseudomonas_E monteilii_B	s__Pseudomonas plecoglossicida	5878598	0.01585191301468116	0.02536387750197984	1775	GCA_002864885.1_genomic.fna.gz
G002864795	s__Pseudomonas_E monteilii_B	s__Pseudomonas plecoglossicida	5873846	0.015749459724443776	0.025179576430809775	1763	GCA_002864795.1_genomic.fna.gz
G001546145	s__Alloscardovia omnicolens	s__Alloscardovia omnicolens	1748893	0.004278556185151598	0.0020366700775628476	143	GCA_001546145.1_genomic.fna.gz
G001053985	s__Alloscardovia omnicolens	s__Alloscardovia omnicolens	1792971	0.0037066079561802853	0.0018088815235754376	127	GCA_001053985.1_genomic.fna.gz
G000466365	s__Alloscardovia omnicolens	s__Alloscardovia omnicolens	1791870	0.013775583349428066	0.006718567754053001	470	GCA_000466365.1_genomic.fna.gz
G900181265	s__Klebsiella quasipneumoniae	s__Klebsiella quasipneumoniae	5868296	0.0011601449469621644	0.00185303861047686	130	GCA_900181265.1_genomic.fna.gz
G900181785	s__Klebsiella quasipneumoniae	s__Klebsiella quasipneumoniae	5796431	0.19551143491866219	0.3084558686747638	21592	GCA_900181785.1_genomic.fna.gz
G002528965	s__Klebsiella quasipneumoniae	s__Klebsiella quasipneumoniae	5134131	0.001181958005634526	0.0016516924980210426	116	GCA_002528965.1_genomic.fna.gz
G004311225	s__Klebsiella quasipneumoniae	s__Klebsiella quasipneumoniae	5198269	0.039512576084596955	0.0559054694486943	3913	GCA_004311225.1_genomic.fna.gz
G900181935	s__Klebsiella quasipneumoniae	s__Klebsiella quasipneumoniae	5794293	0.0028814306486265166	0.004544319182460405	318	GCA_900181935.1_genomic.fna.gz
G900181755	s__Klebsiella quasipneumoniae	s__Klebsiella quasipneumoniae	5903322	0.07361728981495338	0.11828685956090702	8280	GCA_900181755.1_genomic.fna.gz
