Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002214505	s__Thermococcus siculi	s__Thermococcus siculi	2029167	5.303565402215496	2.5371261159786247	177599	GCA_002214505.1_genomic.fna.gz
G000194605	s__Fluviicola taffensis	s__Fluviicola taffensis	4633577	0.16038968857005773	0.17520607663948046	12264	GCA_000194605.1_genomic.fna.gz
G000062885	s__Saccharopolyspora erythraea	s__Saccharopolyspora erythraea	8212805	0.014115360875081157	0.02733001268401928	1913	GCA_000062885.1_genomic.fna.gz
G002272795	s__Helicobacter_J sp002272795	s__Helicobacter sp. 13S00482-2	1908490	0.004154603130285791	0.0018692860664095846	131	GCA_002272795.1_genomic.fna.gz
G001021045	s__Corynebacterium testudinoris	s__Corynebacterium testudinoris	2721226	0.23457903769791372	0.15049086838438977	10534	GCA_001021045.1_genomic.fna.gz
G900110605	s__Chryseobacterium_B halperniae	s__Chryseobacterium halperniae	4089033	1.170988250344306	1.1288324593205579	79018	GCA_900110605.1_genomic.fna.gz
G900110345	s__Amphibacillus_B marinus	s__Amphibacillus marinus	3468523	5.981890080020165	4.891469424260976	342403	GCA_900110345.1_genomic.fna.gz
G000013885	s__Nitrobacter hamburgensis	s__Nitrobacter hamburgensis	5011522	0.09609854549656818	0.11353840573283255	7948	GCA_000013885.1_genomic.fna.gz
G900106725	s__Paenibacillus sp001955535	s__Paenibacillus sp. PDC88	6028771	1.440929108907528	2.047989561025814	143359	GCA_900106725.1_genomic.fna.gz
G000723205	s__Formosa agariphila	s__Formosa agariphila	4228350	0.9131043127836123	0.9102226929879056	63716	GCA_000723205.1_genomic.fna.gz
G000384435	s__Methylotenera_A versatilis_B	s__Methylotenera sp. 73s	2608589	0.08918919575358482	0.05484969822013048	3839	GCA_000384435.1_genomic.fna.gz
G001375555	s__Numidum massiliense	s__Numidum massiliense	3755739	0.12259209535118089	0.10854609599990786	7598	GCA_001375555.1_genomic.fna.gz
G000296775	s__Sulfurovum sp000296775	s__Sulfurovum sp. AR	2125769	0.6689776582458133	0.33526175916282647	23468	GCA_000296775.1_genomic.fna.gz
G002205645	s__Roseateles_A aquatilis	s__Roseateles aquatilis	6385736	3.431757543938404	5.166350814389515	361645	GCA_002205645.1_genomic.fna.gz
G001705695	s__Acidithiobacillus thiooxidans	s__Acidithiobacillus thiooxidans	3946938	0.64071942601911	0.5961897869534086	41733	GCA_001705695.1_genomic.fna.gz
G900070355	s__Devriesea agamarum	s__Devriesea agamarum	2958880	0.09581764243813067	0.06683888083839878	4679	GCA_900070355.1_genomic.fna.gz
G000745135	s__Microvirga sp000745135	s__Rhizobiales bacterium YIM 77505	4191297	0.865315132729847	0.8550255082589583	59852	GCA_000745135.1_genomic.fna.gz
G000170875	s__Roseovarius sp000170875	s__Roseobacter sp. AzwK-3b	4178704	0.11709528126990466	0.11535524317590981	8075	GCA_000170875.1_genomic.fna.gz
G000311925	s__Alistipes obesi	s__Alistipes obesi	3163675	0.0043451459994034575	0.0032408025529759078	227	GCA_000311925.1_genomic.fna.gz
G000192435	s__Gordonia neofelifaecis	s__Gordonia neofelifaecis	4257286	2.137645264127279	2.145481626460352	150184	GCA_000192435.2_genomic.fna.gz
G000282275	s__Pseudomonas_E sp000282275	s__Pseudomonas sp. GM30	6152442	0.3759803662698142	0.5453421059631194	38174	GCA_000282275.2_genomic.fna.gz
G002836275	s__Shewanella sp002836275	s__Shewanella sp. Actino-trap-3	4554090	1.2783053776487694	1.3724374527683125	96071	GCA_002836275.1_genomic.fna.gz
G003148775	s__Roseicyclus mahoneyensis	s__Roseicyclus mahoneyensis	4030284	0.13864560753419583	0.13173406752599306	9221	GCA_003148775.1_genomic.fna.gz
G001939065	s__Exiguobacterium_A indicum	s__Exiguobacterium indicum	3244965	1.230807591654261	0.9415784696962409	65910	GCA_001939065.1_genomic.fna.gz
G000296815	s__Fibrisoma limi	s__Fibrisoma limi	7626970	0.4932969281892522	0.8869860412893369	62089	GCA_000296815.2_genomic.fna.gz
G001434705	s__Lactobacillus_C nasuensis	s__Lactobacillus nasuensis	2280237	3.51085771059301	1.887337430339711	132114	GCA_001434705.1_genomic.fna.gz
G000374185	s__Paenibacillus sp000374185	s__Paenibacillus sp. HW567	6836219	0.07223167365261204	0.11641259783084806	8149	GCA_000374185.1_genomic.fna.gz
G900044025	s__Rubneribacter badeniensis	s__Coriobacteriaceae bacterium CHKCI002	3482123	0.9441421777574281	0.7750644958506834	54255	GCA_900044025.1_genomic.fna.gz
G000307265	s__Oscillibacter ruminantium	s__Oscillibacter ruminantium	3108242	0.05128380240792173	0.03757953300036817	2631	GCA_000307265.1_genomic.fna.gz
G000816345	s__Campylobacter_D volucris	s__Campylobacter volucris	1517949	0.17083758701968707	0.06113598941048873	4280	GCA_000816345.1_genomic.fna.gz
G002277955	s__Thermogutta terrifontis	s__Thermogutta terrifontis	4810751	0.017922771319422832	0.02032705107733876	1423	GCA_002277955.1_genomic.fna.gz
G900156675	s__Oleibacter marinus	s__Oleibacter marinus	3859465	0.011933760230315244	0.010858272856272666	760	GCA_900156675.1_genomic.fna.gz
G000427465	s__Sinorhizobium arboris	s__Sinorhizobium arboris	6850303	0.27099714017572685	0.4376539226395747	30636	GCA_000427465.1_genomic.fna.gz
G001570985	s__Janibacter limosus	s__Janibacter limosus	3378259	0.13667434796688804	0.10885196897268692	7620	GCA_001570985.1_genomic.fna.gz
G900104945	s__Pseudomonas_D xinjiangensis	s__Pseudomonas xinjiangensis	3537092	0.47471961359118375	0.39585840233812364	27710	GCA_900104945.1_genomic.fna.gz
G000698105	s__Geomicrobium sp000698145	s__Geomicrobium sp. JCM 19037	4093558	0.06072226535859942	0.05860103001440459	4102	GCA_000698105.1_genomic.fna.gz
G001984445	s__Streptomyces lydicus	s__Streptomyces lydicus	8243179	2.8188750415071593	5.47806134198385	383464	GCA_001984445.1_genomic.fna.gz
G002836775	s__Colwellia sp002836775	s__Colwellia sp. 12G3	5055586	0.07341321826720125	0.08749880093161502	6125	GCA_002836775.1_genomic.fna.gz
G002855515	s__Allorhizobium sp002855515	s__Rhizobium sp. TH135	4802574	0.01735986835127077	0.01965517110380606	1376	GCA_002855515.1_genomic.fna.gz
