Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.0034346307910083167	0.0014989367068143802	105	GCA_900638355.1_genomic.fna.gz
G002939035	s__Ralstonia insidiosa	s__Ralstonia insidiosa	6115292	0.00842234230539774	0.012967373667749115	908	GCA_002939035.1_genomic.fna.gz
G003387975	s__Staphylococcus felis	s__Staphylococcus felis	2461462	0.0673653187933975	0.04174759322458422	2922	GCA_003387975.1_genomic.fna.gz
G003391705	s__Staphylococcus felis	s__Staphylococcus felis	2461318	0.00043806432428198316	0.00027146106713309766	19	GCA_003391705.1_genomic.fna.gz
G003391725	s__Staphylococcus felis	s__Staphylococcus felis	2445682	0.0034926236342628027	0.002150570647853342	151	GCA_003391725.1_genomic.fna.gz
G003387885	s__Staphylococcus felis	s__Staphylococcus felis	2364187	0.0688750798683266	0.04099641480715951	2870	GCA_003387885.1_genomic.fna.gz
G003387965	s__Staphylococcus felis	s__Staphylococcus felis	2359416	0.005819527329078187	0.003456958536285857	242	GCA_003387965.1_genomic.fna.gz
G003391625	s__Staphylococcus felis	s__Staphylococcus felis	2405281	0.004495982970620798	0.0027226537661679652	191	GCA_003391625.1_genomic.fna.gz
G003385345	s__Staphylococcus felis	s__Staphylococcus felis	2396147	0.0397119431724266	0.023957226259709027	1677	GCA_003385345.1_genomic.fna.gz
G000165085	s__Ralstonia pickettii	s__Ralstonia pickettii	5249816	0.006093531741366802	0.008054064405679016	564	GCA_000165085.1_genomic.fna.gz
G001077275	s__Leuconostoc citreum	s__Leuconostoc citreum	1823349	0.0037075501641892794	0.001701996949572672	119	GCA_001077275.1_genomic.fna.gz
G004354555	s__Leuconostoc citreum	s__Leuconostoc citreum	1844954	0.009383255465803823	0.004358539851213072	305	GCA_004354555.1_genomic.fna.gz
G000239935	s__Leuconostoc citreum	s__Leuconostoc citreum	1801604	0.0017295315796123033	0.0007844942630297416	55	GCA_000239935.2_genomic.fna.gz
G000239895	s__Leuconostoc citreum	s__Leuconostoc citreum	1934425	0.004424928768285791	0.0021550637336638784	151	GCA_000239895.2_genomic.fna.gz
G000820965	s__Leuconostoc citreum	s__Leuconostoc citreum	1718100	0.0009549042133895789	0.00041305718954877515	29	GCA_000820965.2_genomic.fna.gz
G004359915	s__Leuconostoc citreum	s__Leuconostoc citreum	1830938	0.33000980780387723	0.15212564190918446	10649	GCA_004359915.1_genomic.fna.gz
G006406175	s__Leuconostoc citreum	s__Leuconostoc citreum	1898387	0.0007300446216480806	0.0003489282202809213	24	GCA_006406175.1_genomic.fna.gz
G001697285	s__Ruminiclostridium_B stercorarium	s__Thermoclostridium stercorarium	3148357	0.0008089050844242547	0.000641185179969094	45	GCA_001697285.1_genomic.fna.gz
