Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900450955	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1787994	0.003563463852480384	0.0015433939453545586	108	GCA_900450955.1_genomic.fna.gz
G001698595	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1856511	0.012248089877603795	0.00550813110482101	386	GCA_001698595.1_genomic.fna.gz
G001698615	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1855374	0.0012669276660076105	0.0005694055078659247	40	GCA_001698615.1_genomic.fna.gz
G000160615	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2435166	0.013990756473305808	0.008252929707133025	578	GCA_000160615.1_genomic.fna.gz
G900453215	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2529093	0.0006570548697397862	0.0004025360821786844	28	GCA_900453215.1_genomic.fna.gz
G900453275	s__Mobiluncus mulieris	s__Mobiluncus mulieris	2661365	0.0023984622588830275	0.0015462357403343906	108	GCA_900453275.1_genomic.fna.gz
G003387955	s__Staphylococcus felis	s__Staphylococcus felis	2404746	0.0007959599735059249	0.0004636591314218262	32	GCA_003387955.1_genomic.fna.gz
G003388135	s__Staphylococcus felis	s__Staphylococcus felis	2381609	0.08665622449620558	0.049992931486912154	3500	GCA_003388135.1_genomic.fna.gz
G003391635	s__Staphylococcus felis	s__Staphylococcus felis	2381066	0.0021389888045316155	0.0012337248785103145	86	GCA_003391635.1_genomic.fna.gz
G003387875	s__Staphylococcus felis	s__Staphylococcus felis	2467318	0.00044864296845161444	0.00026814170711574726	19	GCA_003387875.1_genomic.fna.gz
G002115685	s__Leuconostoc citreum	s__Leuconostoc citreum	1829881	0.16441333879599945	0.07287830679909955	5101	GCA_002115685.1_genomic.fna.gz
G006381855	s__Leuconostoc citreum	s__Leuconostoc citreum	1835522	0.007101010192245291	0.0031573164155997177	221	GCA_006381855.1_genomic.fna.gz
G002753855	s__Prevotella intermedia	s__Prevotella intermedia	2905571	0.0007070316120538252	0.0004976324605266846	35	GCA_002753855.1_genomic.fna.gz
G000955645	s__Prevotella intermedia	s__Prevotella intermedia	2790340	0.003783028441157134	0.002557025791700232	179	GCA_000955645.1_genomic.fna.gz
G002999435	s__Mesoplasma florum	s__Mesoplasma florum	738512	0.021831014453006798	0.003905438930167356	273	GCA_002999435.1_genomic.fna.gz
G002999355	s__Mesoplasma florum	s__Mesoplasma florum	792347	0.004086780605801674	0.0007843955461809893	55	GCA_002999355.1_genomic.fna.gz
G002504365	s__Mesoplasma florum	s__Mesoplasma florum	807195	0.019943614549137043	0.0038996058430567967	273	GCA_002504365.1_genomic.fna.gz
G004168545	s__Clostridium_G tetani	s__Clostridium tetani	2860667	0.11238526951440925	0.0778780511265529	5451	GCA_004168545.1_genomic.fna.gz
G004115495	s__Clostridium_G tetani	s__Clostridium tetani	2838573	0.23338374345443774	0.1604756141884962	11233	GCA_004115495.1_genomic.fna.gz
G000754645	s__Vibrio fluvialis	s__Vibrio fluvialis	4662925	1.128209012122861	1.2743431010248107	89204	GCA_000754645.1_genomic.fna.gz
G001418705	s__Vibrio fluvialis	s__Vibrio fluvialis	4524163	0.03978054576717562	0.0435960716976448	3052	GCA_001418705.1_genomic.fna.gz
G007050345	s__Vibrio fluvialis	s__Vibrio fluvialis	4614072	0.17199900539742702	0.1922421788775817	13457	GCA_007050345.1_genomic.fna.gz
G000931495	s__Vibrio fluvialis	s__Vibrio fluvialis	4849960	0.001407281778679872	0.0016533225860851392	116	GCA_000931495.1_genomic.fna.gz
G000418995	s__Vibrio fluvialis	s__Vibrio fluvialis	4371313	0.001243280834192538	0.0013164959297293994	92	GCA_000418995.1_genomic.fna.gz
G005405825	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2515748	0.01748926710308264	0.010658034556816503	746	GCA_005405825.1_genomic.fna.gz
G005405725	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2548130	0.0025064859117660534	0.0015471243671432754	108	GCA_005405725.1_genomic.fna.gz
G005405745	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2545726	0.13586540398611024	0.0837835812628144	5865	GCA_005405745.1_genomic.fna.gz
G001882395	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7518894	0.0025857687233072687	0.004709578256462907	330	GCA_001882395.1_genomic.fna.gz
G001524545	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7477825	0.019409219338498148	0.03515780416087503	2461	GCA_001524545.1_genomic.fna.gz
G001525745	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7242744	0.006583518736897007	0.011550468188525379	809	GCA_001525745.1_genomic.fna.gz
G001882795	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6458263	0.24337212271436087	0.3807368691418954	26652	GCA_001882795.1_genomic.fna.gz
