Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.032692962245979264	0.01459661289259302	1022	GCA_900638355.1_genomic.fna.gz
G001458655	s__Methanobacterium formicicum	s__Methanobacterium formicicum	2494510	0.005451176234493175	0.0035024503862477086	245	GCA_001458655.1_genomic.fna.gz
G002901995	s__Staphylococcus schleiferi	s__Staphylococcus schleiferi	2443567	0.00281586324163307	0.0017722799728407477	124	GCA_002901995.1_genomic.fna.gz
G003391625	s__Staphylococcus felis	s__Staphylococcus felis	2405281	0.0007781018803058906	0.00048205745699564313	34	GCA_003391625.1_genomic.fna.gz
G003391705	s__Staphylococcus felis	s__Staphylococcus felis	2461318	0.00023323921183563114	0.0001478651447857348	10	GCA_003391705.1_genomic.fna.gz
G003387885	s__Staphylococcus felis	s__Staphylococcus felis	2364187	0.0020235666990024463	0.0012322416066069192	86	GCA_003387885.1_genomic.fna.gz
G003387975	s__Staphylococcus felis	s__Staphylococcus felis	2461462	9.03685897396133e-05	5.7293738343167044e-05	4	GCA_003387975.1_genomic.fna.gz
G003385325	s__Staphylococcus felis	s__Staphylococcus felis	2376842	0.003557055316807964	0.0021776468533533837	152	GCA_003385325.1_genomic.fna.gz
G003388055	s__Staphylococcus felis	s__Staphylococcus felis	2391132	0.001819151270246952	0.001120389127011633	78	GCA_003388055.1_genomic.fna.gz
G003387995	s__Staphylococcus felis	s__Staphylococcus felis	2325452	0.006416637612675995	0.0038433630647891903	269	GCA_003387995.1_genomic.fna.gz
G000239935	s__Leuconostoc citreum	s__Leuconostoc citreum	1801604	0.009296962814124354	0.00431416698723047	302	GCA_000239935.2_genomic.fna.gz
G000820965	s__Leuconostoc citreum	s__Leuconostoc citreum	1718100	0.00019971310057490403	8.837949424307845e-05	6	GCA_000820965.2_genomic.fna.gz
G006406175	s__Leuconostoc citreum	s__Leuconostoc citreum	1898387	0.0036775665094837934	0.00179821579015015	126	GCA_006406175.1_genomic.fna.gz
G001077275	s__Leuconostoc citreum	s__Leuconostoc citreum	1823349	0.00825112271195799	0.003875068367840386	271	GCA_001077275.1_genomic.fna.gz
G004359915	s__Leuconostoc citreum	s__Leuconostoc citreum	1830938	0.0019319247664353076	0.0009110880873489034	64	GCA_004359915.1_genomic.fna.gz
G000239895	s__Leuconostoc citreum	s__Leuconostoc citreum	1934425	0.0018577496862823856	0.0009256261444173903	65	GCA_000239895.2_genomic.fna.gz
G004354555	s__Leuconostoc citreum	s__Leuconostoc citreum	1844954	0.04675770592526529	0.02221954991679895	1555	GCA_004354555.1_genomic.fna.gz
G000165085	s__Ralstonia pickettii	s__Ralstonia pickettii	5249816	0.16147421294115893	0.2183452650635917	15284	GCA_000165085.1_genomic.fna.gz
G003439895	s__Parabacteroides gordonii	s__Parabacteroides gordonii	6348904	0.26486360556160143	0.43312930340251177	30319	GCA_003439895.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.0011423276852165522	0.0008908324874918046	62	GCA_002797135.1_genomic.fna.gz
G004025275	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5150175	0.007073616992883326	0.009383396048680265	657	GCA_004025275.1_genomic.fna.gz
G000827975	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5153892	0.058374450151892805	0.07749160149219958	5424	GCA_000827975.2_genomic.fna.gz
G000762305	s__Clostridium_G tetani	s__Clostridium tetani	2789793	0.0067363784743008776	0.004840552999144797	339	GCA_000762305.1_genomic.fna.gz
G004115575	s__Clostridium_G tetani	s__Clostridium tetani	2940142	0.07878042949364099	0.059659989158760696	4176	GCA_004115575.1_genomic.fna.gz
G004119355	s__Clostridium_G tetani	s__Clostridium tetani	2838786	0.012261502294901848	0.008965465804411453	628	GCA_004119355.1_genomic.fna.gz
G004119205	s__Clostridium_G tetani	s__Clostridium tetani	2838885	0.0027717044836992077	0.0020267082921911505	142	GCA_004119205.1_genomic.fna.gz
G900447145	s__Clostridium_G tetani	s__Clostridium tetani	2834983	0.001404808369482752	0.0010258032363008943	72	GCA_900447145.1_genomic.fna.gz
G004115505	s__Clostridium_G tetani	s__Clostridium tetani	2900606	0.013325896515938015	0.009955926855882489	697	GCA_004115505.1_genomic.fna.gz
G900461425	s__Clostridium_G tetani	s__Clostridium tetani	2864060	0.004592135943150295	0.00338760970204958	237	GCA_900461425.1_genomic.fna.gz
G004115585	s__Clostridium_G tetani	s__Clostridium tetani	2810063	0.03640050227865692	0.02634631942490509	1844	GCA_004115585.1_genomic.fna.gz
G006381955	s__Vibrio fluvialis	s__Vibrio fluvialis	4828208	0.0010849928911329132	0.0013493026829791393	94	GCA_006381955.1_genomic.fna.gz
G007050325	s__Vibrio fluvialis	s__Vibrio fluvialis	4822261	0.003797214959257025	0.00471641938249268	330	GCA_007050325.1_genomic.fna.gz
G001534135	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7279612	0.3038523682302648	0.5697277557500231	39881	GCA_001534135.1_genomic.fna.gz
G001530495	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6140356	0.005176903007607581	0.008187665642935804	573	GCA_001530495.1_genomic.fna.gz
G002965935	s__Escherichia fergusonii	s__Escherichia fergusonii	4435127	0.005756244410965208	0.006575697195627996	460	GCA_002965935.1_genomic.fna.gz
G005405865	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2403792	0.0010974370097491394	0.0006794742572218799	48	GCA_005405865.1_genomic.fna.gz
G005405765	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2596081	0.00024050302216993284	0.00016081823698393138	11	GCA_005405765.1_genomic.fna.gz
G005405785	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451300	0.008204639375374608	0.005180271025184601	363	GCA_005405785.1_genomic.fna.gz
G005405805	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2405620	0.0011395527534478875	0.0007060866177453204	49	GCA_005405805.1_genomic.fna.gz
G005405845	s__Bifidobacterium moukalabense	s__Bifidobacterium moukalabense	2451409	0.0014988090891896052	0.0009463648782002312	66	GCA_005405845.1_genomic.fna.gz
G900177535	s__Bacillus_I filamentosus	s__Bacillus filamentosus	5149214	0.001659695625426141	0.0022012324709583535	154	GCA_900177535.1_genomic.fna.gz
G003600795	s__Bacillus_I filamentosus	s__Bacillus filamentosus	5170780	0.011559188502630248	0.01539500826316245	1078	GCA_003600795.1_genomic.fna.gz
G002237735	s__Bacillus_I filamentosus	s__Bacillus filamentosus	5149214	0.006925842338271208	0.009185653568151285	643	GCA_002237735.1_genomic.fna.gz
G003043275	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2649320	0.9406097333949242	0.6418601399108632	44930	GCA_003043275.1_genomic.fna.gz
G003043315	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2608645	0.00043260351762179655	0.0002906708951880176	20	GCA_003043315.1_genomic.fna.gz
G003970525	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2507841	0.0002745539125217502	0.00017734712610797897	12	GCA_003970525.1_genomic.fna.gz
G003470105	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5454415	0.00022641462278381972	0.0003180893803305425	22	GCA_003470105.1_genomic.fna.gz
G003472045	s__Parabacteroides distasonis	s__Parabacteroides distasonis	4929709	0.04731163357761986	0.06007388893032631	4205	GCA_003472045.1_genomic.fna.gz
G003464145	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5383493	0.003571385224109654	0.0049521908123482715	347	GCA_003464145.1_genomic.fna.gz
G002995655	s__Vibrio mediterranei	s__Vibrio mediterranei	5877037	0.1344261656692851	0.20348797781199107	14244	GCA_002995655.1_genomic.fna.gz
G003030845	s__Vibrio mediterranei	s__Vibrio mediterranei	5657141	0.0006193415343433409	0.0009024512045287124	63	GCA_003030845.1_genomic.fna.gz
G002358135	s__Vibrio mediterranei	s__Vibrio mediterranei	5945836	0.08203357891231407	0.12563224056971423	8794	GCA_002358135.1_genomic.fna.gz
G000175035	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1688275	0.0001354581932111736	5.890402718907114e-05	4	GCA_000175035.1_genomic.fna.gz
G001012685	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1687818	0.02834452963534868	0.012322288951286666	863	GCA_001012685.1_genomic.fna.gz
G000162335	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1722751	0.0005383754833158065	0.00023889348457446094	17	GCA_000162335.1_genomic.fna.gz
G001012665	s__Lactobacillus jensenii	s__Lactobacillus jensenii	1705628	0.0031218515347107624	0.0013714913800317392	96	GCA_001012665.1_genomic.fna.gz
G000744025	s__Campylobacter fetus	s__Campylobacter fetus	1943569	0.010560284496783211	0.00528654704939116	370	GCA_000744025.1_genomic.fna.gz
G000414135	s__Campylobacter fetus	s__Campylobacter fetus	1871719	0.011794228417387467	0.0056859980092927274	398	GCA_000414135.1_genomic.fna.gz
G000015085	s__Campylobacter fetus	s__Campylobacter fetus	1773615	0.00020766875576438255	9.486959222216553e-05	7	GCA_000015085.1_genomic.fna.gz
G001699575	s__Campylobacter fetus	s__Campylobacter fetus	1749908	0.002192655695300076	0.0009882849410659733	69	GCA_001699575.1_genomic.fna.gz
G001699635	s__Campylobacter fetus	s__Campylobacter fetus	1955531	0.0038564692449198626	0.0019424555844099157	136	GCA_001699635.1_genomic.fna.gz
G000222425	s__Campylobacter fetus	s__Campylobacter fetus	1874244	0.004580190560876888	0.0022110888601201855	155	GCA_000222425.1_genomic.fna.gz
G001699725	s__Campylobacter fetus	s__Campylobacter fetus	1881548	0.001390453640362206	0.0006738579174143933	47	GCA_001699725.1_genomic.fna.gz
G001404895	s__Clostridium_P ventriculi	s__Clostridium ventriculi	2457263	0.0001702988908110484	0.00010778541063140847	8	GCA_001404895.1_genomic.fna.gz
G003183845	s__Bradyrhizobium diazoefficiens	s__Bradyrhizobium diazoefficiens	9269701	0.00269502921465118	0.006434661763216897	450	GCA_003183845.1_genomic.fna.gz
G002531995	s__Bradyrhizobium diazoefficiens	s__Bradyrhizobium diazoefficiens	8941773	0.0043441789777549115	0.010005248278003245	700	GCA_002531995.1_genomic.fna.gz
G001885175	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1033342	0.012358789416263205	0.0032893988311163734	230	GCA_001885175.1_genomic.fna.gz
G000284475	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1044325	0.02486385923712334	0.00668806881518631	468	GCA_000284475.1_genomic.fna.gz
G001655575	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1050231	0.006333985487943774	0.0017133986377274985	120	GCA_001655575.1_genomic.fna.gz
G001317805	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1054897	0.023931737010511857	0.006502506557468953	455	GCA_001317805.1_genomic.fna.gz
G001398215	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1060604	0.0014423177209107471	0.00039401315330699375	28	GCA_001398215.1_genomic.fna.gz
G000318785	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1050283	0.0011257181592994542	0.00030453171466687015	21	GCA_000318785.1_genomic.fna.gz
G003788765	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1042467	0.010659296857687309	0.0028621170657819016	200	GCA_003788765.1_genomic.fna.gz
G000264805	s__Edwardsiella tarda	s__Edwardsiella tarda	3694689	1.8573267646693196e-05	1.767513439122476e-05	1	GCA_000264805.1_genomic.fna.gz
G001011055	s__Edwardsiella tarda	s__Edwardsiella tarda	3620701	0.02942157752649543	0.02743816964269018	1921	GCA_001011055.1_genomic.fna.gz
