Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000802365	s__Xanthomonas cannabis	s__Xanthomonas cannabis	4756730	0.0008966081373835609	0.0010684102521396272	75	GCA_000802365.1_genomic.fna.gz
G002569075	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5737708	0.3189655216513846	0.4584680263325984	32093	GCA_002569075.1_genomic.fna.gz
G002557835	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5710664	0.04316099692769459	0.06174544791151125	4322	GCA_002557835.1_genomic.fna.gz
G002550445	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5742877	0.02815119848756365	0.04049983682518976	2835	GCA_002550445.1_genomic.fna.gz
G002555145	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5663439	0.25617264934397527	0.36344596925532663	25441	GCA_002555145.1_genomic.fna.gz
G002569565	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5577644	0.01738096381582006	0.024285749812486296	1700	GCA_002569565.1_genomic.fna.gz
G002572075	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5706323	0.21681147636102055	0.3099313352571055	21695	GCA_002572075.1_genomic.fna.gz
G002569205	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5672220	0.6033647707927653	0.8573534221132587	60015	GCA_002569205.1_genomic.fna.gz
G002568655	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5857425	0.8771730758495742	1.287119586525652	90098	GCA_002568655.1_genomic.fna.gz
G002580755	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5551464	0.6478725361550005	0.9009982924116281	63070	GCA_002580755.1_genomic.fna.gz
G000257765	s__Streptococcus anginosus	s__Streptococcus anginosus	2294730	0.33976720697569457	0.19531694525333027	13672	GCA_000257765.1_genomic.fna.gz
G901542485	s__Streptococcus anginosus	s__Streptococcus anginosus	1904537	0.1685293756593938	0.08040663658515428	5628	GCA_901542485.1_genomic.fna.gz
G000463505	s__Streptococcus anginosus	s__Streptococcus anginosus	2233640	0.12813831590705813	0.07169998420793935	5019	GCA_000463505.1_genomic.fna.gz
G001412635	s__Streptococcus anginosus	s__Streptococcus anginosus	1924513	0.054457301313228734	0.026254504997768994	1838	GCA_001412635.1_genomic.fna.gz
G002999595	s__Streptococcus anginosus	s__Streptococcus anginosus	1863386	0.003476398274355374	0.0016227784198179767	114	GCA_002999595.1_genomic.fna.gz
G002137635	s__Acinetobacter pittii	s__Acinetobacter pittii	3938143	0.05440341309200914	0.05367159460604352	3757	GCA_002137635.1_genomic.fna.gz
G002137615	s__Acinetobacter pittii	s__Acinetobacter pittii	4012691	0.0013433404461394944	0.0013503572442778843	95	GCA_002137615.1_genomic.fna.gz
G003569475	s__Acinetobacter pittii	s__Acinetobacter pittii	4193904	0.00011396435332837007	0.00011973314368850764	8	GCA_003569475.1_genomic.fna.gz
G001706425	s__Acinetobacter pittii	s__Acinetobacter pittii	4262989	0.5207247358658637	0.5560953840574604	38927	GCA_001706425.1_genomic.fna.gz
G001706285	s__Acinetobacter pittii	s__Acinetobacter pittii	4143211	0.04662867998611645	0.04839684401707492	3388	GCA_001706285.1_genomic.fna.gz
G002145315	s__Acinetobacter pittii	s__Acinetobacter pittii	3799152	0.009405864911848324	0.008951839281952458	627	GCA_002145315.1_genomic.fna.gz
G000691345	s__Metamycoplasma hyosynoviae	s__Mycoplasma hyosynoviae	892195	0.10683286923142596	0.023877648094827092	1671	GCA_000691345.1_genomic.fna.gz
G900635295	s__Staphylococcus saprophyticus	s__Staphylococcus saprophyticus	2610800	0.05123706151331487	0.033510791716411484	2346	GCA_900635295.1_genomic.fna.gz
G003043655	s__Staphylococcus saprophyticus	s__Staphylococcus saprophyticus	2570413	0.014216549447046645	0.009154275505306536	641	GCA_003043655.1_genomic.fna.gz
G003042225	s__Staphylococcus saprophyticus	s__Staphylococcus saprophyticus	2541319	0.07247763249266265	0.04614132395326252	3230	GCA_003042225.1_genomic.fna.gz
G003580485	s__Staphylococcus saprophyticus	s__Staphylococcus saprophyticus	2557854	0.28657283066711414	0.18362746341939737	12854	GCA_003580485.1_genomic.fna.gz
G000492055	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5002256	0.003212890981750381	0.00402613907956195	282	GCA_000492055.1_genomic.fna.gz
G000500525	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5178152	0.03985272100455369	0.05169632170255031	3619	GCA_000500525.1_genomic.fna.gz
G000707825	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5124758	0.48499449704002395	0.6226400363657061	43585	GCA_000707825.2_genomic.fna.gz
G000492015	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5011836	0.12222314710907808	0.15345363600054043	10742	GCA_000492015.1_genomic.fna.gz
G001853425	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	4037922	0.007117497488026097	0.007199662158906549	504	GCA_001853425.1_genomic.fna.gz
G900156975	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	3841729	0.04802515279657462	0.04621919222858726	3235	GCA_900156975.1_genomic.fna.gz
G002023505	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	4029713	0.04336982571493144	0.04378130102166369	3065	GCA_002023505.1_genomic.fna.gz
G002023585	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	3911419	0.033816412351962616	0.033135134776745186	2319	GCA_002023585.1_genomic.fna.gz
G900143665	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	3935024	0.004376300912729675	0.00431401282200496	302	GCA_900143665.1_genomic.fna.gz
G001718075	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	4038467	0.022636718664443927	0.022901128392464894	1603	GCA_001718075.1_genomic.fna.gz
G002023465	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	3958496	0.028760261418471142	0.028520025501477312	1996	GCA_002023465.1_genomic.fna.gz
G001044405	s__Lactobacillus_C rhamnosus	s__Lactobacillus rhamnosus	3127473	0.021251200388858017	0.016649603877229965	1165	GCA_001044405.1_genomic.fna.gz
G001065365	s__Lactobacillus_C rhamnosus	s__Lactobacillus rhamnosus	3016122	0.35641374699005335	0.2692961972922351	18851	GCA_001065365.1_genomic.fna.gz
G006151905	s__Lactobacillus_C rhamnosus	s__Lactobacillus rhamnosus	2941522	0.039151472987034565	0.028850083651620687	2020	GCA_006151905.1_genomic.fna.gz
G000499805	s__Corynebacterium ulcerans	s__Corynebacterium ulcerans	2542597	0.030152301008390163	0.019205466473673674	1344	GCA_000499805.2_genomic.fna.gz
