Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003143555	s__HMF8227 sp003143555	s__Saliniradius amylolyticus	3214946	1.5000251860788918	1.28409280456626	89886	GCA_003143555.1_genomic.fna.gz
G000372385	s__Corynebacterium ciconiae	s__Corynebacterium ciconiae	2545566	0.22684336819087525	0.15375690463403513	10763	GCA_000372385.1_genomic.fna.gz
G002117915	s__Sphingomonas sp002117915	s__Sphingomonas sp. TZW2008	3502668	0.024062211204477792	0.022441851682364376	1571	GCA_002117915.1_genomic.fna.gz
G003184265	s__Acidiferrobacter sp003184265	s__Acidiferrobacter sp. SPIII_3	3398398	0.23327302678688863	0.21108770715814762	14776	GCA_003184265.1_genomic.fna.gz
G900120375	s__Ndongobacter massiliensis	s__Ndongobacter massiliensis	1864878	0.01767339808233639	0.008775960584114728	614	GCA_900120375.1_genomic.fna.gz
G000798815	s__ZOR0009 sp000798815	s__Alistipes sp. ZOR0009	4445493	0.0009886400097215294	0.0011702598129448637	82	GCA_000798815.1_genomic.fna.gz
G900489465	s__Aequorivita sp900489465	s__Aequorivita sp. CIP111184	3536078	0.014529126462140465	0.013679981774410705	958	GCA_900489465.1_genomic.fna.gz
G001984825	s__Enterobacter cloacae_H	s__Enterobacter chengduensis	5218125	0.014882881993276684	0.02067881725587843	1448	GCA_001984825.2_genomic.fna.gz
G002259605	s__Pseudoscardovia radai	s__Pseudoscardovia radai	2436770	0.07396858332140512	0.04799389741269622	3360	GCA_002259605.1_genomic.fna.gz
G002998595	s__Haemophilus sp002998595	s__Haemophilus sp. oral taxon 036	1805716	3.252075474782712	1.5636308886372796	109454	GCA_002998595.1_genomic.fna.gz
G900167375	s__Anaerorhabdus furcosa	s__Anaerorhabdus furcosa	2406951	0.01475594450213354	0.009457110007746508	662	GCA_900167375.1_genomic.fna.gz
G002153375	s__Oceanobacillus rekensis	s__Oceanobacillus rekensis	3865100	0.028469343891425115	0.02929964590294266	2051	GCA_002153375.1_genomic.fna.gz
G000730285	s__Nitrososphaera evergladensis	s__Candidatus Nitrososphaera evergladensis	2954373	0.34616561412407526	0.27231616975991896	19062	GCA_000730285.1_genomic.fna.gz
G001267535	s__Erwinia iniecta	s__Erwinia iniecta	4783533	0.04821043724055049	0.06140645458056911	4298	GCA_001267535.1_genomic.fna.gz
