Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003851525	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6193282	0.01593244405861625	0.0255839630606359	1791	GCA_003851525.1_genomic.fna.gz
G003852025	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6277070	0.0004879127023734928	0.000794078903790958	56	GCA_003852025.1_genomic.fna.gz
G900453405	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2245561	0.007142150265466654	0.004158324739241812	291	GCA_900453405.1_genomic.fna.gz
G004123695	s__Aeromonas veronii	s__Aeromonas veronii	4412039	1.831591773471108	2.0952342693888633	146666	GCA_004123695.1_genomic.fna.gz
G000820385	s__Aeromonas veronii	s__Aeromonas veronii	4735607	0.009871787850289228	0.012120932402728908	848	GCA_000820385.1_genomic.fna.gz
G006246325	s__Aeromonas veronii	s__Aeromonas veronii	4642121	34.72502597811067	41.79492955267376	2925645	GCA_006246325.1_genomic.fna.gz
G003491365	s__Aeromonas veronii	s__Aeromonas veronii	4657278	0.030738014665539715	0.03711697186184827	2598	GCA_003491365.1_genomic.fna.gz
G002569605	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5663048	0.3728950711686057	0.5475218402099105	38327	GCA_002569605.1_genomic.fna.gz
G002557535	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5666102	0.02480565828729477	0.03644179048175624	2551	GCA_002557535.1_genomic.fna.gz
G002569985	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5488723	0.0931072235459326	0.1325010292210342	9275	GCA_002569985.1_genomic.fna.gz
G002579115	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5527589	0.0025350363522537887	0.0036331597747317887	254	GCA_002579115.1_genomic.fna.gz
G002550255	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5608268	0.9261364666018377	1.3466920786368135	94268	GCA_002550255.1_genomic.fna.gz
G002571595	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5631222	0.011595399192210172	0.01692984239991156	1185	GCA_002571595.1_genomic.fna.gz
G002572305	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5567010	0.008241383325214905	0.0118956089187508	833	GCA_002572305.1_genomic.fna.gz
