Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003346405	s__Lactobacillus_F paraplantarum	s__Lactobacillus paraplantarum	3173489	0.06415031369286212	0.05643422035307379	3950	GCA_003346405.1_genomic.fna.gz
G004551615	s__Leuconostoc kimchii	s__Leuconostoc kimchii	1993440	1.6415615478958163	0.9071248973897248	63499	GCA_004551615.1_genomic.fna.gz
G000367785	s__Metamycoplasma arginini	s__Mycoplasma arginini	615620	0.002409449991027156	0.0004111851155100671	29	GCA_000367785.1_genomic.fna.gz
G000526615	s__Paracoccus pantotrophus	s__Paracoccus pantotrophus	4244593	0.518765703284038	0.6103993431707805	42728	GCA_000526615.1_genomic.fna.gz
G005845095	s__Intestinibacter bartlettii	s__Intestinibacter bartlettii	2980101	0.4514683083287032	0.3729623569162435	26107	GCA_005845095.1_genomic.fna.gz
G001853525	s__Mycolicibacterium sp001942625	s__Mycobacterium syngnathidarum	6434367	0.02953825041227293	0.052686256774771255	3688	GCA_001853525.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.012746069777362673	0.010697735702407299	749	GCA_002797135.1_genomic.fna.gz
G002566325	s__Bacillus_A thuringiensis	s__Bacillus thuringiensis	5930923	0.06082457218419468	0.10000186431817465	7000	GCA_002566325.1_genomic.fna.gz
G006229125	s__Sporolactobacillus terrae	s__Sporolactobacillus terrae	3311670	0.10870000614234193	0.09978916080759959	6985	GCA_006229125.1_genomic.fna.gz
G001525985	s__Burkholderia latens	s__Burkholderia latens	6499163	0.46791431808371364	0.8430057014648721	59010	GCA_001525985.1_genomic.fna.gz
G001068715	s__Staphylococcus hominis	s__Staphylococcus hominis	2279798	0.3653181468935496	0.2308736463952067	16161	GCA_001068715.1_genomic.fna.gz
G003704285	s__Burkholderia contaminans	s__Burkholderia contaminans	8170775	1.4437302563127417	3.270062530789803	228904	GCA_003704285.1_genomic.fna.gz
