Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G005519995	s__Robinsoniella peoriensis	s__Robinsoniella peoriensis	7093522	0.17286948061232713	0.28657217786501993	20060	GCA_005519995.1_genomic.fna.gz
G002556915	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5491785	0.7718627329773914	0.9906206491177824	69343	GCA_002556915.1_genomic.fna.gz
G000767645	s__Corynebacterium ulcerans	s__Corynebacterium ulcerans	2509428	0.09505233601133825	0.05574312489889381	3902	GCA_000767645.1_genomic.fna.gz
G003467395	s__Bifidobacterium longum	s__Bifidobacterium longum	2345691	0.2950825815000603	0.16175888801726052	11323	GCA_003467395.1_genomic.fna.gz
G003992905	s__Xanthomonas vesicatoria	s__Xanthomonas vesicatoria	5374518	1.8901378979776784	2.374033203491584	166182	GCA_003992905.1_genomic.fna.gz
G000738715	s__Streptomyces scabiei	s__Streptomyces scabiei	10010251	0.24528876182650794	0.5738209435815744	40167	GCA_000738715.1_genomic.fna.gz
G001955935	s__Paenibacillus polymyxa_B	s__Paenibacillus peoriae	5996202	0.03721573483774162	0.05215027833723314	3651	GCA_001955935.1_genomic.fna.gz
G900186125	s__Listeria sp900186165	s__Listeria goaensis	2891166	0.04919988379612036	0.03324228603075492	2327	GCA_900186125.1_genomic.fna.gz
G900446685	s__Campylobacter_B ureolyticus	s__Campylobacter ureolyticus	1589092	0.034255616916494015	0.012721391305207662	890	GCA_900446685.1_genomic.fna.gz
G002272685	s__Terribacillus saccharophilus_B	s__Terribacillus saccharophilus	3595137	3.9045284879005058	3.2804831970346795	229634	GCA_002272685.1_genomic.fna.gz
G001263335	s__Dichelobacter nodosus	s__Dichelobacter nodosus	1452418	2.863694474021739	0.9720130172520975	68041	GCA_001263335.1_genomic.fna.gz
G000017405	s__Ochrobactrum anthropi	s__Ochrobactrum anthropi	5205777	1.0622248542304538	1.2922775400094046	90459	GCA_000017405.1_genomic.fna.gz
G001433095	s__Acinetobacter nosocomialis	s__Acinetobacter nosocomialis	3919734	0.03147494821289449	0.02883204169221008	2018	GCA_001433095.1_genomic.fna.gz
G003625975	s__Moraxella catarrhalis	s__Moraxella catarrhalis	1850420	0.021808739218897234	0.009430932798443224	660	GCA_003625975.1_genomic.fna.gz
G003439355	s__Coprobacillus cateniformis	s__Coprobacillus cateniformis	3755335	0.23926409261007148	0.20998099487281136	14699	GCA_003439355.1_genomic.fna.gz
G001053435	s__Corynebacterium striatum	s__Corynebacterium striatum	2905202	0.10471999984321975	0.07109838640273097	4977	GCA_001053435.1_genomic.fna.gz
G000209735	s__Mycoplasmopsis fermentans	s__Mycoplasma fermentans	1004014	1.1139812006478729	0.2613794305973506	18297	GCA_000209735.1_genomic.fna.gz
G001708615	s__Yersinia enterocolitica	s__Yersinia enterocolitica	4787042	2.418116727578844	2.705193132574413	189364	GCA_001708615.1_genomic.fna.gz
G003580315	s__Staphylococcus simulans	s__Staphylococcus simulans	2664603	1.069598279477724	0.6660502340219622	46624	GCA_003580315.1_genomic.fna.gz
G001042465	s__Bacillus glycinifermentans	s__Bacillus glycinifermentans	4505874	2.4709399268998564	2.601926397725498	182135	GCA_001042465.1_genomic.fna.gz
G003335315	s__Brachybacterium alimentarium	s__Brachybacterium alimentarium	4076189	0.04791164520804831	0.04564037181506252	3195	GCA_003335315.1_genomic.fna.gz
G005048255	s__Dermacoccus nishinomiyaensis	s__Dermacoccus nishinomiyaensis	3130592	0.09491854955467363	0.06944345840312956	4861	GCA_005048255.1_genomic.fna.gz
G900094105	s__Streptococcus macedonicus	s__Streptococcus macedonicus	2107416	0.6370320069645539	0.3137366851226613	21962	GCA_900094105.1_genomic.fna.gz
G003697265	s__Sphingobium yanoikuyae	s__Sphingobium yanoikuyae	5929589	0.029264184072103933	0.04055223443332607	2839	GCA_003697265.1_genomic.fna.gz
G000589795	s__Acinetobacter baumannii	s__Acinetobacter baumannii	4000356	0.6242103060910253	0.5835570950776334	40849	GCA_000589795.1_genomic.fna.gz
G003043315	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2608645	0.07390653609324294	0.045055893513387735	3154	GCA_003043315.1_genomic.fna.gz
G002240575	s__Clavibacter michiganensis	s__Clavibacter michiganensis	3391512	0.688986294872536	0.5460818198146812	38226	GCA_002240575.1_genomic.fna.gz
G002634025	s__Coxiella burnetii	s__Coxiella burnetii	2000126	0.0365255607635812	0.01707292862125807	1195	GCA_002634025.1_genomic.fna.gz
G002276885	s__Lactobacillus_G parakefiri	s__Lactobacillus parakefiri	2495148	0.018562829950584107	0.01082416176862383	758	GCA_002276885.1_genomic.fna.gz
G000161995	s__Jonquetella anthropi	s__Jonquetella anthropi	1790058	0.005291355648412008	0.0022135423361854447	155	GCA_000161995.1_genomic.fna.gz
G004347595	s__Bacteroides_B dorei	s__Bacteroides dorei	5520154	0.10099997309925302	0.1302945435849391	9121	GCA_004347595.1_genomic.fna.gz
G005887065	s__Pseudoalteromonas ruthenica	s__Pseudoalteromonas ruthenica	4297369	0.01837316012553812	0.018451865645169277	1292	GCA_005887065.1_genomic.fna.gz
G002003365	s__Clostridium saccharobutylicum	s__Clostridium saccharobutylicum	4950933	0.006565421114190868	0.007596322838985613	532	GCA_002003365.1_genomic.fna.gz
G001473245	s__Photorhabdus laumondii	s__Photorhabdus laumondii	5268230	16.296336411264694	20.06358265979396	1404451	GCA_001473245.1_genomic.fna.gz
G004551615	s__Leuconostoc kimchii	s__Leuconostoc kimchii	1993440	1.4294151645715885	0.6659096840859181	46614	GCA_004551615.1_genomic.fna.gz
G003671975	s__Pseudomonas_E monteilii	s__Pseudomonas monteilii	6079134	0.04422060466043617	0.06282321679806792	4398	GCA_003671975.1_genomic.fna.gz
G001276315	s__Achromobacter xylosoxidans	s__Achromobacter xylosoxidans	6504028	0.10577846258542842	0.1607805203419475	11255	GCA_001276315.1_genomic.fna.gz
G900638615	s__Bartonella elizabethae	s__Bartonella elizabethae	2018538	0.21837492375242576	0.10301334107158118	7211	GCA_900638615.1_genomic.fna.gz
G002979275	s__Bacillus_X frigoritolerans	s__Bacillus simplex	5863830	0.03346016195828288	0.04585251766660801	3210	GCA_002979275.1_genomic.fna.gz
G002965935	s__Escherichia fergusonii	s__Escherichia fergusonii	4435127	0.08014971091320225	0.08307336407895403	5815	GCA_002965935.1_genomic.fna.gz
G900003525	s__Halobacterium hubeiense	s__Halobacterium hubeiense	3235308	1.0102543743213503	0.763836044337592	53469	GCA_900003525.1_genomic.fna.gz
G003345125	s__Paracoccus pantotrophus	s__Paracoccus pantotrophus	4156227	0.09397812332693249	0.09128087712805691	6390	GCA_003345125.1_genomic.fna.gz
G002138525	s__Campylobacter lanienae	s__Campylobacter lanienae	1548445	0.036752485976334216	0.01329952963830689	931	GCA_002138525.1_genomic.fna.gz
G001613005	s__Nocardia nova	s__Nocardia nova	7849771	0.8534736058116512	1.565672268101763	109597	GCA_001613005.1_genomic.fna.gz
G003475065	s__Faecalicatena gnavus	s__[Ruminococcus] gnavus	3364919	4.205733064281546	3.3072733871399285	231509	GCA_003475065.1_genomic.fna.gz
G000231345	s__Shewanella baltica	s__Shewanella baltica	5195239	1.8034483656394575	2.1895911100403342	153271	GCA_000231345.2_genomic.fna.gz
G001077755	s__Mycobacterium heckeshornense	s__Mycobacterium heckeshornense	5010173	0.02816892083439829	0.03298197882449655	2309	GCA_001077755.1_genomic.fna.gz
G004766115	s__Weissella confusa	s__Weissella confusa	2233286	2.6656154966584675	1.3912193996977467	97385	GCA_004766115.1_genomic.fna.gz
G000964675	s__Rickettsia amblyommatis	s__Rickettsia amblyommatis	1439831	1.9712664663570978	0.6633009678058244	46431	GCA_000964675.1_genomic.fna.gz
G001263715	s__Jeotgalibaca dankookensis	s__Jeotgalibaca dankookensis	2034570	0.014811797765389175	0.007042618889912997	493	GCA_001263715.1_genomic.fna.gz
G902159105	s__Enterococcus_D gallinarum	s__Enterococcus gallinarum	3404215	0.9290719700106982	0.7391287845548978	51739	GCA_902159105.1_genomic.fna.gz
G000785125	s__Pseudomonas_E simiae	s__Pseudomonas simiae	6395662	0.0547993222662759	0.0819057645034584	5733	GCA_000785125.1_genomic.fna.gz
G003992065	s__Veillonella_A seminalis	s__Veillonella seminalis	2252690	0.5917897059520684	0.311546312060281	21808	GCA_003992065.1_genomic.fna.gz
G002577245	s__Bacillus_A thuringiensis_J	s__Bacillus cereus	6118865	0.01766531128232765	0.02526073268899844	1768	GCA_002577245.1_genomic.fna.gz
G001571105	s__Azotobacter vinelandii	s__Azotobacter vinelandii	5169409	0.13064829983768514	0.15783322631870014	11048	GCA_001571105.1_genomic.fna.gz
G003935055	s__Streptomyces alboflavus	s__Streptomyces alboflavus	8916703	4.286288413479576	8.931809846469632	625227	GCA_003935055.1_genomic.fna.gz
G001697285	s__Ruminiclostridium_B stercorarium	s__Thermoclostridium stercorarium	3148357	0.2075286934767704	0.15269186553386124	10688	GCA_001697285.1_genomic.fna.gz
G000812805	s__Chromobacterium subtsugae	s__Chromobacterium subtsugae	4674687	0.08422408684765804	0.0920116090633889	6441	GCA_000812805.1_genomic.fna.gz
G000364625	s__Pseudomonas_G thermotolerans	s__Pseudomonas thermotolerans	3752096	0.01636373014738021	0.014348616479710469	1004	GCA_000364625.1_genomic.fna.gz
G900635875	s__Providencia rustigianii	s__Providencia rustigianii	3913850	1.1754824154082861	1.0751624564438105	75261	GCA_900635875.1_genomic.fna.gz
G005890265	s__Streptococcus pseudopneumoniae	s__Streptococcus pseudopneumoniae	2235280	0.8724389391077833	0.4557437802481239	31902	GCA_005890265.1_genomic.fna.gz
G001311275	s__Lactobacillus delbrueckii	s__Lactobacillus delbrueckii	1738803	0.14474997996805622	0.05881968172085525	4117	GCA_001311275.1_genomic.fna.gz
G000986035	s__Neorhizobium galegae	s__Neorhizobium galegae	6550167	0.44763523881323475	0.685220610626994	47965	GCA_000986035.1_genomic.fna.gz
G900109905	s__Halomonas caseinilytica	s__Halomonas caseinilytica	3569348	0.8949724539958628	0.7465387202733362	52258	GCA_900109905.1_genomic.fna.gz
G003337435	s__Schleiferia thermophila	s__Schleiferia thermophila	2599013	0.21716105720650866	0.1318998118740316	9233	GCA_003337435.1_genomic.fna.gz
G001020805	s__Pseudomonas_E lundensis	s__Pseudomonas lundensis	4837661	0.07181215597160821	0.08118712722795086	5683	GCA_001020805.1_genomic.fna.gz
G001651545	s__Anoxybacillus flavithermus_F	s__Anoxybacillus flavithermus	2648876	0.4099834716744673	0.2537942358138553	17766	GCA_001651545.1_genomic.fna.gz
G001593665	s__Acidovorax_A citrulli	s__Acidovorax citrulli	4899546	2.013813762723026	2.305838685069383	161409	GCA_001593665.2_genomic.fna.gz
G000582665	s__Lactobacillus_C paracasei	s__Lactobacillus paracasei	3064279	0.16597134789378173	0.11885438330405994	8320	GCA_000582665.1_genomic.fna.gz
G002969215	s__Herbivorax saccincola	s__Hungateiclostridium saccincola	3759855	0.3191333852471264	0.28041233426772305	19629	GCA_002969215.1_genomic.fna.gz
G000518085	s__Bartonella grahamii	s__Bartonella grahamii	2198488	0.11226191305605338	0.05767801627849415	4037	GCA_000518085.1_genomic.fna.gz
G902160695	s__Enterococcus_B durans	s__Enterococcus durans	2843396	0.23214970335066878	0.1542621067579481	10798	GCA_902160695.1_genomic.fna.gz
G000416155	s__Pseudomonas_E psychrophila	s__Pseudomonas psychrophila	5154320	1.1984273311260747	1.4435667147238551	101050	GCA_000416155.1_genomic.fna.gz
G006384915	s__Roseomonas mucosa	s__Roseomonas mucosa	4952730	0.0025020438620681922	0.002895965266721995	203	GCA_006384915.1_genomic.fna.gz
G003665555	s__Citrobacter werkmanii	s__Citrobacter werkmanii	5062051	1.2276431682679252	1.4522869830076746	101660	GCA_003665555.1_genomic.fna.gz
G001077855	s__Franconibacter pulveris	s__Franconibacter pulveris	4856096	13.489193965005885	15.30830266900128	1071581	GCA_001077855.1_genomic.fna.gz
G001976325	s__Burkholderia mallei	s__Burkholderia pseudomallei	7195084	0.014268986392250459	0.023992901406148837	1680	GCA_001976325.1_genomic.fna.gz
G006088775	s__Arcanobacterium haemolyticum	s__Arcanobacterium haemolyticum	1986154	0.03205315256438341	0.014877756518148847	1041	GCA_006088775.1_genomic.fna.gz
