Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G001698595	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1856511	0.0012225459611955492	0.000602503997183851	42	GCA_001698595.1_genomic.fna.gz
G001698755	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1731995	0.019384625694772686	0.008912535317613723	624	GCA_001698755.1_genomic.fna.gz
G001299515	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1814776	0.03240609758848839	0.015611584106328945	1093	GCA_001299515.1_genomic.fna.gz
G003387875	s__Staphylococcus felis	s__Staphylococcus felis	2467318	0.0035739615519795147	0.0023408426068114137	164	GCA_003387875.1_genomic.fna.gz
G003387915	s__Staphylococcus felis	s__Staphylococcus felis	2454027	0.0008442819493588293	0.000550001724633563	39	GCA_003387915.1_genomic.fna.gz
G003385435	s__Staphylococcus felis	s__Staphylococcus felis	2395775	0.019758353568396777	0.012565911359474364	880	GCA_003385435.1_genomic.fna.gz
G003387895	s__Staphylococcus felis	s__Staphylococcus felis	2435140	0.0023574849795625808	0.0015239477579663335	107	GCA_003387895.1_genomic.fna.gz
G003387955	s__Staphylococcus felis	s__Staphylococcus felis	2404746	0.002463002160489668	0.0015722847939071594	110	GCA_003387955.1_genomic.fna.gz
G002115685	s__Leuconostoc citreum	s__Leuconostoc citreum	1829881	0.03017195952867873	0.014656273972105362	1026	GCA_002115685.1_genomic.fna.gz
G006381855	s__Leuconostoc citreum	s__Leuconostoc citreum	1835522	0.011332255762587428	0.005521704642088816	387	GCA_006381855.1_genomic.fna.gz
G002753855	s__Prevotella intermedia	s__Prevotella intermedia	2905571	0.008382114665927394	0.006465205002379978	453	GCA_002753855.1_genomic.fna.gz
G000955645	s__Prevotella intermedia	s__Prevotella intermedia	2790340	0.00480008684551441	0.0035555224909097124	249	GCA_000955645.1_genomic.fna.gz
G003590565	s__Flavobacterium anhuiense	s__Flavobacterium anhuiense	5377387	0.009139658241929471	0.013046633419436975	913	GCA_003590565.1_genomic.fna.gz
G004115905	s__Clostridium_G tetani	s__Clostridium tetani	2895876	0.005669909692055565	0.004358663219983909	305	GCA_004115905.1_genomic.fna.gz
G004115495	s__Clostridium_G tetani	s__Clostridium tetani	2838573	0.012062134410933026	0.009089111718030857	636	GCA_004115495.1_genomic.fna.gz
G004119295	s__Clostridium_G tetani	s__Clostridium tetani	2860089	0.0021554160265283627	0.0016364693129043448	115	GCA_004119295.1_genomic.fna.gz
G004168545	s__Clostridium_G tetani	s__Clostridium tetani	2860667	0.0003552628912336024	0.0002697828649967891	19	GCA_004168545.1_genomic.fna.gz
