Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003042855	s__Staphylococcus_A sciuri	s__Staphylococcus sciuri	2826103	0.011252307824362718	0.008494347560329551	595	GCA_003042855.1_genomic.fna.gz
G003425815	s__Haemophilus influenzae	s__Haemophilus influenzae	1840062	0.050273309497213176	0.024709864778348307	1730	GCA_003425815.1_genomic.fna.gz
G003436995	s__Collinsella tanakaei	s__Collinsella tanakaei	2527722	0.03353966804845913	0.022645843655111724	1585	GCA_003436995.1_genomic.fna.gz
G003437645	s__Hungatella effluvii	s__Hungatella hathewayi	7708434	0.02286356912814307	0.047077199703269346	3295	GCA_003437645.1_genomic.fna.gz
G005844135	s__Dorea hylemonae	s__[Clostridium] hylemonae	3794810	0.07478562549771404	0.07580687658859656	5306	GCA_005844135.1_genomic.fna.gz
G006381855	s__Leuconostoc citreum	s__Leuconostoc citreum	1835522	0.009326331724474831	0.004572680832248528	320	GCA_006381855.1_genomic.fna.gz
G000331165	s__Mycolicibacterium smegmatis	s__Mycolicibacterium smegmatis	7119169	0.26578310233824654	0.5054254488190602	35380	GCA_000331165.2_genomic.fna.gz
G000788075	s__Xanthomonas citri	s__Xanthomonas citri	4955361	0.008931179102870833	0.011821825200654534	828	GCA_000788075.2_genomic.fna.gz
G003460315	s__Coprococcus_B comes	s__Coprococcus comes	3160739	0.22856994069641287	0.19297817153902364	13508	GCA_003460315.1_genomic.fna.gz
G001472975	s__Enterobacter himalayensis	s__Enterobacter hormaechei	5034969	0.2283375106327504	0.3070962401765105	21497	GCA_001472975.1_genomic.fna.gz
G900637755	s__Providencia rustigianii	s__Providencia rustigianii	3864394	0.27101783979532457	0.2797561965336029	19583	GCA_900637755.1_genomic.fna.gz
G005844235	s__Bacteroides uniformis	s__Bacteroides uniformis	5139912	0.011358966443793451	0.015595343198118273	1092	GCA_005844235.1_genomic.fna.gz
G003464725	s__Bacteroides_B dorei	s__Bacteroides dorei	5606424	0.02419096906540599	0.03622760649278841	2536	GCA_003464725.1_genomic.fna.gz
G001634425	s__Wohlfahrtiimonas chitiniclastica	s__Wohlfahrtiimonas chitiniclastica	2180519	0.0033248418677035555	0.0019365615569655696	136	GCA_001634425.1_genomic.fna.gz
G004216755	s__Kerstersia gyiorum	s__Kerstersia gyiorum	3982678	1.2321041199910807	1.3107595820827458	91753	GCA_004216755.1_genomic.fna.gz
G003860685	s__Ralstonia solanacearum	s__Ralstonia solanacearum	5195693	0.11923431366095448	0.16547987125775118	11584	GCA_003860685.1_genomic.fna.gz
G900113775	s__Megasphaera elsdenii	s__Megasphaera elsdenii	2421909	0.0007168495624475191	0.0004637525193370915	32	GCA_900113775.1_genomic.fna.gz
