Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638155	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2335738	0.04650928657407315	0.027812678506196294	1947	GCA_900638155.1_genomic.fna.gz
G001647435	s__Aeromonas veronii	s__Aeromonas veronii	4523432	0.031304097597397114	0.03625336024564453	2538	GCA_001647435.1_genomic.fna.gz
G000298035	s__Aeromonas veronii	s__Aeromonas veronii	4565607	0.047712357680204556	0.055770997806065134	3904	GCA_000298035.1_genomic.fna.gz
G003013515	s__Aeromonas veronii	s__Aeromonas veronii	4619673	0.717914660261701	0.8491082667190302	59438	GCA_003013515.1_genomic.fna.gz
G000174855	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2029134	0.011347332593476011	0.005894996124724053	413	GCA_000174855.1_genomic.fna.gz
G001166065	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2180185	0.48939953183287355	0.2731718277909538	19122	GCA_001166065.1_genomic.fna.gz
G900030685	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2077173	0.147830719543851	0.07861698261902395	5503	GCA_900030685.1_genomic.fna.gz
G001102085	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2047511	0.007255094398937001	0.003803192630827126	266	GCA_001102085.1_genomic.fna.gz
G900194205	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2106478	0.29120630935975256	0.15704955844186	10993	GCA_900194205.1_genomic.fna.gz
G001337295	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2079334	0.01357679088034754	0.007227704615382425	506	GCA_001337295.1_genomic.fna.gz
G001337195	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2144786	0.012273174539288435	0.006739379123201378	472	GCA_001337195.1_genomic.fna.gz
G001339375	s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	2062183	0.2231947559865863	0.11783931262690206	8249	GCA_001339375.1_genomic.fna.gz
G003364015	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4874235	2.672174590703135	3.3346503672700445	233426	GCA_003364015.1_genomic.fna.gz
G002940285	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4911635	0.0010106137126072727	0.0012708382674845038	89	GCA_002940285.1_genomic.fna.gz
G900240365	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4884039	0.007121489025214474	0.008904897896629805	623	GCA_900240365.1_genomic.fna.gz
G002940345	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4763965	0.002238572569403436	0.0027303526991411466	191	GCA_002940345.1_genomic.fna.gz
G900240355	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4889284	0.0019875369499160966	0.0024879376221139957	174	GCA_900240355.1_genomic.fna.gz
G003326075	s__Metamycoplasma hominis	s__Mycoplasma hominis	639787	0.09719869700348434	0.015921165835057583	1114	GCA_003326075.1_genomic.fna.gz
G003298635	s__Metamycoplasma hominis	s__Mycoplasma hominis	638066	0.10043886154369973	0.016407650498445624	1149	GCA_003298635.1_genomic.fna.gz
G001529605	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7207745	0.04576764178059269	0.08445725475163092	5912	GCA_001529605.1_genomic.fna.gz
G001527365	s__Burkholderia ubonensis	s__Burkholderia ubonensis	8247057	0.014929663906822889	0.031523036074306975	2207	GCA_001527365.1_genomic.fna.gz
G003438015	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2200949	0.0005529150112865302	0.00031156407244213737	22	GCA_003438015.1_genomic.fna.gz
G004167565	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2106190	0.2642421129975916	0.14248809874844873	9974	GCA_004167565.1_genomic.fna.gz
