Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G004116025	s__Bacillus_A thuringiensis_M	s__Bacillus albus	5894466	0.07503216778274514	0.12033684619881897	8424	GCA_004116025.1_genomic.fna.gz
G003042435	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2499010	0.001033089935425348	0.0007024457493992327	49	GCA_003042435.1_genomic.fna.gz
G000377025	s__Micromonospora pacifica_B	s__Salinispora pacifica	5498479	0.02863572820707456	0.042840789598781244	2999	GCA_000377025.1_genomic.fna.gz
G004299785	s__Aliarcobacter porcinus	s__[Arcobacter] porcinus	2018219	0.2460932375443584	0.1351371123283672	9460	GCA_004299785.2_genomic.fna.gz
G004102695	s__Chromohalobacter salexigens	s__Chromohalobacter salexigens	3665138	0.02140081122071108	0.021341612577116007	1494	GCA_004102695.1_genomic.fna.gz
G004685055	s__Aliivibrio fischeri	s__Aliivibrio fischeri	4283732	0.1110903393921779	0.12948076314982987	9064	GCA_004685055.1_genomic.fna.gz
G900446625	s__Campylobacter_D upsaliensis	s__Campylobacter upsaliensis	1660668	0.013453402404518503	0.006078852618012219	426	GCA_900446625.1_genomic.fna.gz
G002024565	s__Bacillus_A anthracis	s__Bacillus anthracis	5838097	2.000178247225964	3.177215485795436	222405	GCA_002024565.1_genomic.fna.gz
G003721415	s__Micromonospora aurantiaca	s__Micromonospora aurantiaca	7535519	0.567705770749241	1.1639736325259027	81478	GCA_003721415.1_genomic.fna.gz
G001954285	s__Paenibacillus odorifer	s__Paenibacillus odorifer	7195057	0.03303534671251453	0.06467251828470988	4527	GCA_001954285.1_genomic.fna.gz
G001573235	s__Clostridium_F botulinum	s__Clostridium botulinum	3898546	0.004031940847035057	0.004276844686469926	299	GCA_001573235.1_genomic.fna.gz
G002795345	s__Acinetobacter seifertii	s__Acinetobacter seifertii	3987277	0.010907476623769714	0.011833340538385424	828	GCA_002795345.1_genomic.fna.gz
G000236125	s__Agrobacterium sp000192635	s__Agrobacterium tumefaciens	5743108	0.0003101475720283851	0.00048464309926695055	34	GCA_000236125.2_genomic.fna.gz
G002013305	s__Mycobacteroides chelonae	s__Mycobacteroides chelonae	4989234	0.004713423508866855	0.00639848271591601	448	GCA_002013305.1_genomic.fna.gz
G001631735	s__Klebsiella_B aerogenes	s__Klebsiella aerogenes	5140355	0.024029540045044314	0.0336081986269977	2353	GCA_001631735.1_genomic.fna.gz
G004358765	s__Pseudarthrobacter nitrophenolicus	s__Arthrobacter nitrophenolicus	4614804	0.05775170926544823	0.07251448503638758	5076	GCA_004358765.1_genomic.fna.gz
G001730545	s__Campylobacter_A pinnipediorum	s__Campylobacter pinnipediorum	1622794	0.008737099928558003	0.0038577791405488295	270	GCA_001730545.1_genomic.fna.gz
G001457015	s__Bacillus altitudinis	s__Bacillus altitudinis	3615064	2.249805031453709	2.2129292962209943	154905	GCA_001457015.1_genomic.fna.gz
G003004585	s__Photobacterium damselae	s__Photobacterium damselae	4360322	0.023994157402773452	0.028466280857913744	1993	GCA_003004585.1_genomic.fna.gz
G000276245	s__Staphylococcus epidermidis	s__Staphylococcus epidermidis	2533930	0.037686618994834116	0.025982949822869077	1819	GCA_000276245.1_genomic.fna.gz
G004349325	s__Vibrio owensii	s__Vibrio owensii	5812423	1.490923097691766	2.3578659991591593	165051	GCA_004349325.1_genomic.fna.gz
G003932035	s__Pectobacterium carotovorum	s__Pectobacterium carotovorum	5009413	0.032217933456053914	0.043912805375024115	3074	GCA_003932035.1_genomic.fna.gz
G002333545	s__Enterobacter himalayensis	s__Enterobacter hormaechei	5037302	0.010646895895070847	0.014592431410187569	1021	GCA_002333545.1_genomic.fna.gz
