Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000308215	s__Methanomassiliicoccus luminyensis	s__Methanomassiliicoccus luminyensis	2620233	0.04612225123299802	0.027378834442734718	1917	GCA_000308215.1_genomic.fna.gz
G900156785	s__Belliella pelovolcani	s__Belliella pelovolcani	4107843	0.05855166835713296	0.054490106598724816	3814	GCA_900156785.1_genomic.fna.gz
G000152965	s__Pseudophaeobacter sp000152965	s__Roseobacter sp. MED193	4674070	0.04436727252846808	0.0469810252616175	3289	GCA_000152965.1_genomic.fna.gz
G001042695	s__Scardovia inopinata	s__Scardovia inopinata	1797862	0.09601479355205357	0.03910740978918861	2738	GCA_001042695.1_genomic.fna.gz
G000807145	s__Xanthomonas_A translucens	s__Xanthomonas translucens	4518138	0.004370483314928715	0.004473562454497668	313	GCA_000807145.1_genomic.fna.gz
G001854225	s__Rhodoluna planktonica	s__Candidatus Rhodoluna planktonica	1424506	0.05268235504679009	0.017001765048446662	1190	GCA_001854225.1_genomic.fna.gz
G001584355	s__Brevibacterium ravenspurgense	s__Brevibacterium ravenspurgense	2392190	0.467598168935363	0.25341540912832566	17739	GCA_001584355.1_genomic.fna.gz
G000178975	s__Granulicella tundricola	s__Granulicella tundricola	5503984	0.02535115744310957	0.03161109221963029	2213	GCA_000178975.2_genomic.fna.gz
G000023065	s__Tolumonas auensis	s__Tolumonas auensis	3471292	1.3897146465264867	1.0929022716061165	76503	GCA_000023065.1_genomic.fna.gz
G900110705	s__Loktanella sp900110705	s__Loktanella sp. DSM 29012	3417479	1.2898411993137577	0.9986346845936936	69904	GCA_900110705.1_genomic.fna.gz
G900475935	s__Campylobacter fetus	s__Campylobacter fetus	1763253	0.015048551650783998	0.006011375835368962	421	GCA_900475935.1_genomic.fna.gz
G900169175	s__Brevibacterium jeotgali	s__Brevibacterium jeotgali	3297707	0.43572048545261954	0.32552518283587456	22787	GCA_900169175.1_genomic.fna.gz
G000620465	s__Ralstonia sp000620465	s__Ralstonia sp. UNC404CL21Col	5087452	0.35688021930523184	0.41132712340785943	28793	GCA_000620465.1_genomic.fna.gz
G900120195	s__Blautia_A sp900120195	s__Blautia sp. Marseille-P3087	3308911	0.24447711874989358	0.1832685109471105	12829	GCA_900120195.1_genomic.fna.gz
G001457835	s__Fenollaria timonensis	s__Fenollaria timonensis	1739382	0.024062193354867416	0.009481886017328243	664	GCA_001457835.1_genomic.fna.gz
G900111575	s__Anaerobranca gottschalkii	s__Anaerobranca gottschalkii	2300172	0.022539899681591653	0.011745644113616048	822	GCA_900111575.1_genomic.fna.gz
G003065485	s__Cryobacterium_A sp003065485	s__Salinibacterium sp. CGMCC 1.16371	2810080	0.15427415750957538	0.0982146818025904	6875	GCA_003065485.1_genomic.fna.gz
G001429295	s__Flavobacterium sp001429295	s__Flavobacterium sp. Root935	5087956	0.040776635355507025	0.04700231849530721	3290	GCA_001429295.1_genomic.fna.gz
