Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G002303915	s__Pseudomonas_E kilonensis	s__Pseudomonas kilonensis	6485567	2.501706550904858	3.968573248032667	277800	GCA_002303915.1_genomic.fna.gz
G000270145	s__Streptococcus gallolyticus	s__Streptococcus gallolyticus	2362241	7.233230470721992	4.179329290251932	292553	GCA_000270145.1_genomic.fna.gz
G003568535	s__Erwinia tracheiphila	s__Erwinia tracheiphila	5130743	0.29894876986742225	0.37516914753858505	26262	GCA_003568535.1_genomic.fna.gz
G001666995	s__Mycolicibacter heraklionensis	s__Mycolicibacter heraklionensis	4860770	0.025002077641121116	0.029725642868288066	2081	GCA_001666995.1_genomic.fna.gz
G000343395	s__Leptospira santarosai	s__Leptospira santarosai	3906522	1.690153183777458	1.6149773165444012	113048	GCA_000343395.1_genomic.fna.gz
G000514775	s__Micromonospora pacifica_B	s__Salinispora pacifica	5866896	0.12297631995815395	0.1764736900857418	12353	GCA_000514775.1_genomic.fna.gz
G001632865	s__Streptomyces ambofaciens	s__Streptomyces ambofaciens	8137876	8.27589775616613	16.473135438065544	1153119	GCA_001632865.1_genomic.fna.gz
G001534525	s__Burkholderia stagnalis	s__Burkholderia stagnalis	7524817	0.11493390335086011	0.2115408199431809	14808	GCA_001534525.1_genomic.fna.gz
G003837905	s__Campylobacter_D hepaticus	s__Campylobacter hepaticus	1518322	0.14237620490167582	0.05287512192082641	3701	GCA_003837905.1_genomic.fna.gz
G000364625	s__Pseudomonas_G thermotolerans	s__Pseudomonas thermotolerans	3752096	0.010166757833765335	0.009330534114594563	653	GCA_000364625.1_genomic.fna.gz
G002252875	s__Halorubrum ezzemoulense	s__Halorubrum ezzemoulense	3274958	17.546864655019213	14.05579276558788	983905	GCA_002252875.1_genomic.fna.gz
G001310285	s__Pantoea stewartii	s__Pantoea stewartii	4654611	0.07132173598411264	0.08119987888089834	5684	GCA_001310285.1_genomic.fna.gz
G000531455	s__Xenorhabdus szentirmaii	s__Xenorhabdus szentirmaii	4824775	0.009224767672121022	0.010886357365827298	762	GCA_000531455.1_genomic.fna.gz
G001552475	s__Microbacterium oleivorans	s__Microbacterium oleivorans	2975997	0.24522975767375318	0.17850720192518324	12496	GCA_001552475.1_genomic.fna.gz
G900016165	s__Leuconostoc inhae	s__Leuconostoc gelidum	2089488	0.05614061831991175	0.02869241854152854	2008	GCA_900016165.1_genomic.fna.gz
G001678575	s__Gallibacterium sp000771875	s__Gallibacterium genomosp. 1	2381064	0.8378923354293324	0.48798825684652675	34159	GCA_001678575.1_genomic.fna.gz
G002991485	s__Haemophilus influenzae	s__Haemophilus influenzae	1977547	0.002837830061220806	0.0013726609644827369	96	GCA_002991485.1_genomic.fna.gz
G002003265	s__Paenibacillus_H larvae	s__Paenibacillus larvae	4289950	0.17388749554204203	0.18246125908603217	12772	GCA_002003265.1_genomic.fna.gz
G000385095	s__Mycoplasmopsis_A synoviae	s__Mycoplasma synoviae	736709	2.2563958042384544	0.4065943537266903	28462	GCA_000385095.1_genomic.fna.gz
G000022425	s__Sulfolobus_A islandicus	s__Sulfolobus islandicus	2692402	0.10323943701097243	0.06798852456332773	4759	GCA_000022425.1_genomic.fna.gz
G003970115	s__Pseudomonas_E veronii	s__Pseudomonas veronii	7230893	0.5103003897829728	0.9025430360846008	63178	GCA_003970115.1_genomic.fna.gz
G002002425	s__Comamonas kerstersii	s__Comamonas kerstersii	3439358	0.13555012536832067	0.11403217070952038	7982	GCA_002002425.1_genomic.fna.gz
G000253095	s__Mycoplasma leachii	s__Mycoplasma leachii	1017232	0.7936573813170412	0.19747092381636183	13823	GCA_000253095.1_genomic.fna.gz
G900234345	s__Lactobacillus_D sakei	s__Lactobacillus sakei	1957804	1.2047188281258878	0.5769059176575663	40383	GCA_900234345.1_genomic.fna.gz
G005844775	s__Bacteroides faecis	s__Bacteroides faecis	6737043	2.1109876143362354	3.478604776727979	243502	GCA_005844775.1_genomic.fna.gz
G004359695	s__Macrococcus caseolyticus	s__Macrococcus caseolyticus	2107027	0.023298242474598795	0.01200724427853489	841	GCA_004359695.1_genomic.fna.gz
