Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900079545	s__Mycobacterium avium	s__Mycobacterium avium	5307771	1.4038083096042013	1.725824443700832	120808	GCA_900079545.1_genomic.fna.gz
G004150385	s__Haloarcula hispanica	s__Haloarcula hispanica	3589827	0.08517249704486694	0.07081895748312805	4957	GCA_004150385.1_genomic.fna.gz
G004155285	s__Bifidobacterium pseudolongum_A	s__Bifidobacterium pseudolongum	2112310	0.14135899352271714	0.06916043705793311	4841	GCA_004155285.1_genomic.fna.gz
G900599025	s__Pseudomonas_E viridiflava	s__Pseudomonas viridiflava	6129883	0.02022859370575925	0.028720666010544436	2010	GCA_900599025.1_genomic.fna.gz
G003697185	s__Methylobacterium brachiatum	s__Methylobacterium brachiatum	6339577	0.8571511879585662	1.2586191701223512	88103	GCA_003697185.1_genomic.fna.gz
G003632585	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6598834	0.7554020468151141	1.1545745770204727	80820	GCA_003632585.1_genomic.fna.gz
G003961795	s__Campylobacter_D jejuni	s__Campylobacter jejuni	1954229	0.0031775049227422995	0.001438263024462038	101	GCA_003961795.1_genomic.fna.gz
G000515035	s__Micromonospora arenicola	s__Salinispora arenicola	5667031	0.08887475990006481	0.11665696099958578	8166	GCA_000515035.1_genomic.fna.gz
G003933295	s__Streptomyces griseofuscus	s__Streptomyces griseofuscus	8339579	0.09869940071213104	0.19064932523282466	13345	GCA_003933295.1_genomic.fna.gz
G003330825	s__Paraburkholderia sediminicola	s__Paraburkholderia terricola	7118039	0.4159645432176767	0.6857934074366634	48006	GCA_003330825.1_genomic.fna.gz
G006334895	s__Acinetobacter bereziniae	s__Acinetobacter bereziniae	4851744	0.03245627817394162	0.036473145917561206	2553	GCA_006334895.1_genomic.fna.gz
G900113775	s__Megasphaera elsdenii	s__Megasphaera elsdenii	2421909	0.004755402468232494	0.002667606270945007	187	GCA_900113775.1_genomic.fna.gz
G003464175	s__Lachnospira eligens_B	s__[Eubacterium] eligens	2945989	0.13539309716695605	0.09238559786195627	6467	GCA_003464175.1_genomic.fna.gz
G003612915	s__Paracoccus yeei	s__Paracoccus yeei	4668852	0.122404353613999	0.13236818130455402	9266	GCA_003612915.1_genomic.fna.gz
G004141915	s__Facklamia hominis	s__Facklamia hominis	1914464	0.038908380822915735	0.01725309413507987	1208	GCA_004141915.1_genomic.fna.gz
G004296255	s__Erythrobacter_A flavus	s__Erythrobacter flavus	2819202	0.003167935162533107	0.002068612329926877	145	GCA_004296255.1_genomic.fna.gz
G900452975	s__Listeria fleischmannii	s__Listeria fleischmannii	2875465	0.0037625656811960126	0.002505929250245224	175	GCA_900452975.1_genomic.fna.gz
G003667725	s__Agrobacterium fabrum_B	s__Agrobacterium fabrum	5553114	0.00025242832569838776	0.00032467683643391023	23	GCA_003667725.1_genomic.fna.gz
G002759375	s__Xanthomonas citri	s__Xanthomonas citri	5332668	0.04806522251397462	0.059367960993932635	4156	GCA_002759375.1_genomic.fna.gz
G000377025	s__Micromonospora pacifica_B	s__Salinispora pacifica	5498479	0.2759252861935512	0.3514072377088264	24599	GCA_000377025.1_genomic.fna.gz
G001588735	s__Streptococcus gordonii	s__Streptococcus gordonii	2190985	0.04418779178566186	0.02242427098304709	1570	GCA_001588735.1_genomic.fna.gz
G004357915	s__Campylobacter_D volucris	s__Campylobacter volucris	1547878	0.09914521270172415	0.0355455391730292	2488	GCA_004357915.1_genomic.fna.gz
G900196965	s__Helicobacter_E felis	s__Helicobacter felis	1590223	0.015082885813330074	0.005555448212101995	389	GCA_900196965.1_genomic.fna.gz
