Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900015215	s__Romboutsia ilealis	s__Romboutsia ilealis	2588193	0.02835376233870541	0.016740136852956958	1172	GCA_900015215.1_genomic.fna.gz
G000616095	s__Sneathiella glossodoripedis	s__Sneathiella glossodoripedis	3629390	0.028454631142155812	0.02355799089133502	1649	GCA_000616095.1_genomic.fna.gz
G002261065	s__Zooshikella ganghwensis	s__Zooshikella ganghwensis	6605154	2.8941300960349987	4.360664238195954	305246	GCA_002261065.1_genomic.fna.gz
G000622385	s__Sulfitobacter noctilucicola	s__Sulfitobacter noctilucicola	4085976	0.02342058044137596	0.02182956675857109	1528	GCA_000622385.1_genomic.fna.gz
G000299315	s__Microbacterium barkeri	s__Microbacterium barkeri	3627873	0.4569817372179948	0.3781834947142722	26473	GCA_000299315.2_genomic.fna.gz
G000341105	s__Nocardiopsis_A potens	s__Nocardiopsis potens	6909969	0.0073479059787135564	0.01158220748386895	811	GCA_000341105.1_genomic.fna.gz
G001424865	s__Devosia sp001425235	s__Devosia sp. Root105	5850260	0.18837405267001267	0.2513899432475465	17597	GCA_001424865.1_genomic.fna.gz
G002158995	s__Pseudomonas_E caspiana	s__Pseudomonas caspiana	6103762	0.0465332915071795	0.0647907512079821	4535	GCA_002158995.1_genomic.fna.gz
G900099815	s__Psychroflexus sediminis	s__Psychroflexus sediminis	2973500	0.05565098960095595	0.037747873009983515	2642	GCA_900099815.1_genomic.fna.gz
G002214365	s__Thermococcus celer	s__Thermococcus celer	1866819	0.046219739329400156	0.019682549630415023	1378	GCA_002214365.1_genomic.fna.gz
G000955725	s__Caldicellulosiruptor danielii	s__Caldicellulosiruptor danielii	2834482	0.00042455809909068293	0.000274512727300621	19	GCA_000955725.1_genomic.fna.gz
G002754715	s__Streptomyces sp002754715	s__Streptomyces sp. 70	10926041	0.02000223369157773	0.049853192379499915	3490	GCA_002754715.1_genomic.fna.gz
G002209565	s__Candidimonas nitroreducens	s__Candidimonas nitroreducens	5606995	0.01578254089608284	0.020186393888304843	1413	GCA_002209565.1_genomic.fna.gz
G000265405	s__Belliella baltica	s__Belliella baltica	4196595	0.07868736471972618	0.07532752715554678	5273	GCA_000265405.1_genomic.fna.gz
G001639985	s__LPB0142 sp001856665	s__Paenirhodobacter sp. MME-103	3797065	0.22469785446150287	0.1946249922346978	13624	GCA_001639985.1_genomic.fna.gz
G000277625	s__Clostridium_E jeddahense	s__Clostridium sp. MSTE9	3508922	0.007289353776866443	0.005834644418288478	408	GCA_000277625.1_genomic.fna.gz
G002090095	s__Demequina sp002090095	s__Demequina sp. NBRC 110053	2500272	0.03300859371829982	0.018826341427432787	1318	GCA_002090095.1_genomic.fna.gz
G001423765	s__Sphingomonas sp001423765	s__Sphingomonas sp. Leaf343	3600029	0.18373608919473164	0.1508871023831266	10562	GCA_001423765.1_genomic.fna.gz
G001028175	s__Caballeronia mineralivorans	s__Caballeronia mineralivorans	9368249	1.0458301497607778	2.2349676131650895	156448	GCA_001028175.1_genomic.fna.gz
G000745425	s__Beijerinckia mobilis	s__Beijerinckia mobilis	4320537	0.008737478247061307	0.008611434194864563	603	GCA_000745425.1_genomic.fna.gz
G001886615	s__Halomonas aestuarii	s__Halomonas aestuarii	3543891	0.12930069142376246	0.10452805130779089	7317	GCA_001886615.1_genomic.fna.gz
G900115065	s__Formivibrio citricus	s__Formivibrio citricus	3072471	0.05945053348599302	0.04166728465818486	2917	GCA_900115065.1_genomic.fna.gz
G003063525	s__Limnohabitans sp003063335	s__Limnohabitans sp. MMS-10A-160	3551956	1.2779550891423608	1.0354635606925515	72482	GCA_003063525.1_genomic.fna.gz
G002489005	s__Listeria welshimeri	s__Listeria welshimeri	2824610	0.0779151658026235	0.05020328579032872	3514	GCA_002489005.1_genomic.fna.gz
G900167905	s__Soonwooa buanensis	s__Soonwooa buanensis	3329778	0.363053290687759	0.27576383374515523	19303	GCA_900167905.1_genomic.fna.gz
G900111405	s__Salinibacillus kushneri	s__Salinibacillus kushneri	3488694	0.06091919564190484	0.048480678554875103	3394	GCA_900111405.1_genomic.fna.gz
G000226565	s__Glaciecola nitratireducens	s__Glaciecola nitratireducens	4134229	0.0181083911445572	0.017077568926106262	1195	GCA_000226565.1_genomic.fna.gz
G900100965	s__Variovorax sp900100965	s__Variovorax sp. EL159	7004648	0.11891066419828716	0.19000226222708114	13300	GCA_900100965.1_genomic.fna.gz
G001806975	s__Aerococcus viridans_B	s__Aerococcus sp. HMSC10H05	1892427	0.01771761086296756	0.007648494269101287	535	GCA_001806975.1_genomic.fna.gz
G000620845	s__Exiguobacterium marinum	s__Exiguobacterium marinum	2814016	0.013314328178670981	0.008546680536643553	598	GCA_000620845.1_genomic.fna.gz
G900187015	s__Serratia ficaria	s__Serratia ficaria	5209973	0.006860089716961572	0.008152990178432996	571	GCA_900187015.1_genomic.fna.gz
G003216555	s__Helicobacter_C cinaedi	s__Helicobacter cinaedi	2281576	1.0263516514271014	0.5341740376829696	37392	GCA_003216555.1_genomic.fna.gz
G003010495	s__Megasphaera elsdenii	s__Megasphaera elsdenii	2478942	0.020809193911534546	0.011767203764763602	824	GCA_003010495.1_genomic.fna.gz
G000144645	s__Thermosediminibacter oceani	s__Thermosediminibacter oceani	2280035	0.002339614045598866	0.0012168509477973554	85	GCA_000144645.1_genomic.fna.gz
G002441655	s__Lactococcus fujiensis	s__Lactococcus fujiensis	2075869	0.01280721262686192	0.006064656592342782	425	GCA_002441655.1_genomic.fna.gz
G900119445	s__Pseudomonas_E sp900156465	s__Pseudomonas sp. NFACC36	5963263	0.2367796331065667	0.3220920146937578	22546	GCA_900119445.1_genomic.fna.gz
G001639295	s__Methanobrevibacter_D curvatus	s__Methanobrevibacter curvatus	2414608	0.446965113057756	0.2461908527916235	17233	GCA_001639295.1_genomic.fna.gz
G001431415	s__Stenotrophomonas humi	s__Stenotrophomonas humi	4122049	0.0048602198575683295	0.0045700475267995205	320	GCA_001431415.1_genomic.fna.gz
G002251435	s__Prevotella sp002251435	s__Prevotella sp. P2-180	4106229	0.7635133639022056	0.7151735759142787	50062	GCA_002251435.1_genomic.fna.gz
G000191045	s__Desulfurobacterium thermolithotrophum	s__Desulfurobacterium thermolithotrophum	1541968	0.006473231367668364	0.0022769219405054013	159	GCA_000191045.1_genomic.fna.gz
G900111595	s__Clostridium_AI polysaccharolyticum	s__[Clostridium] polysaccharolyticum	3458343	0.0002727542453251489	0.00021517471408933486	15	GCA_900111595.1_genomic.fna.gz
G003182235	s__Phyllobacterium myrsinacearum	s__Phyllobacterium myrsinacearum	5420195	0.015565034974422213	0.019244944507073126	1347	GCA_003182235.1_genomic.fna.gz
