Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900453405	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2245561	0.020095038665545458	0.012308020055635461	862	GCA_900453405.1_genomic.fna.gz
G006246355	s__Aeromonas veronii	s__Aeromonas veronii	4639561	0.02646998891091952	0.03349694039891856	2345	GCA_006246355.1_genomic.fna.gz
G001921885	s__Aeromonas veronii	s__Aeromonas veronii	4919147	0.06280302287413886	0.08426453739469555	5899	GCA_001921885.1_genomic.fna.gz
G001446695	s__Aeromonas veronii	s__Aeromonas veronii	4675329	0.3421861085343333	0.4363641306914381	30545	GCA_001446695.1_genomic.fna.gz
G000464515	s__Aeromonas veronii	s__Aeromonas veronii	4684957	11.135716730640745	14.229782960092633	996085	GCA_000464515.1_genomic.fna.gz
G900156085	s__Aeromonas veronii	s__Aeromonas veronii	4534419	0.10668609434947755	0.13194834787715182	9236	GCA_900156085.1_genomic.fna.gz
G006246275	s__Aeromonas veronii	s__Aeromonas veronii	4520735	0.020254112121124192	0.02497449709944106	1748	GCA_006246275.1_genomic.fna.gz
G001446815	s__Aeromonas veronii	s__Aeromonas veronii	4680422	0.006183988487816039	0.007894564484770676	553	GCA_001446815.1_genomic.fna.gz
G003722175	s__Aeromonas veronii	s__Aeromonas veronii	4683931	0.0476859284538424	0.06092215028785294	4265	GCA_003722175.1_genomic.fna.gz
G000820285	s__Aeromonas veronii	s__Aeromonas veronii	4430813	0.4562712902790405	0.5514181489623851	38599	GCA_000820285.1_genomic.fna.gz
G002555615	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5684401	0.06329282456907502	0.09813268384370424	6869	GCA_002555615.1_genomic.fna.gz
G002555005	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5204562	0.20500180720851133	0.29101566568848813	20371	GCA_002555005.1_genomic.fna.gz
G002571515	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5575088	0.40781414411738626	0.620138226868702	43410	GCA_002571515.1_genomic.fna.gz
G002860965	s__Streptococcus anginosus	s__Streptococcus anginosus	1968339	0.004219645258599197	0.0022654283515733888	159	GCA_002860965.1_genomic.fna.gz
G005844435	s__Streptococcus anginosus	s__Streptococcus anginosus	2084952	0.01971459785768964	0.011211364585985406	785	GCA_005844435.1_genomic.fna.gz
G001070115	s__Streptococcus anginosus	s__Streptococcus anginosus	1812267	0.046211467067102094	0.022842647114317462	1599	GCA_001070115.1_genomic.fna.gz
G900096985	s__Streptococcus anginosus	s__Streptococcus anginosus	2014025	0.16573138911026644	0.09104248843938748	6373	GCA_900096985.1_genomic.fna.gz
G002848065	s__Streptococcus anginosus	s__Streptococcus anginosus	1939496	0.10378443380139782	0.05490293993989956	3843	GCA_002848065.1_genomic.fna.gz
G003436905	s__Streptococcus anginosus	s__Streptococcus anginosus	1982541	0.0309252637809239	0.01672284183621138	1171	GCA_003436905.1_genomic.fna.gz
G002999475	s__Streptococcus anginosus	s__Streptococcus anginosus	1850270	0.14014645046025279	0.07072805284349785	4951	GCA_002999475.1_genomic.fna.gz
G003439105	s__Streptococcus anginosus	s__Streptococcus anginosus	1893088	0.01832426589883612	0.009461758950646973	662	GCA_003439105.1_genomic.fna.gz
G001706195	s__Acinetobacter pittii	s__Acinetobacter pittii	4096444	0.018164246622484375	0.020295460234483306	1421	GCA_001706195.1_genomic.fna.gz
G002927955	s__Acinetobacter pittii	s__Acinetobacter pittii	3900491	0.15670355504291184	0.16671421098282851	11670	GCA_002927955.1_genomic.fna.gz
G003053325	s__Acinetobacter pittii	s__Acinetobacter pittii	3749617	0.05094079292447303	0.05209872587037045	3647	GCA_003053325.1_genomic.fna.gz
G001936495	s__Acinetobacter pittii	s__Acinetobacter pittii	3843327	0.004251544817581548	0.004456855878261643	312	GCA_001936495.1_genomic.fna.gz
G002797185	s__Prevotella intermedia	s__Prevotella intermedia	3016889	0.008651814996620768	0.0071193615353388195	498	GCA_002797185.1_genomic.fna.gz
G002763535	s__Prevotella intermedia	s__Prevotella intermedia	2777805	0.010412402679171326	0.007889095304149994	552	GCA_002763535.1_genomic.fna.gz
G002529305	s__Prevotella intermedia	s__Prevotella intermedia	2688123	0.07909998019498919	0.05799626205947893	4060	GCA_002529305.1_genomic.fna.gz
G000965835	s__Enterobacter nimipressuralis	s__Enterobacter roggenkampii	4956613	0.22121717843996846	0.29907378864453993	20935	GCA_000965835.1_genomic.fna.gz
G001237985	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5218943	0.0005283484395871123	0.0007521032663264373	53	GCA_001237985.1_genomic.fna.gz
G002940425	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4949690	0.09230150107077385	0.12461239864302617	8723	GCA_002940425.1_genomic.fna.gz
G000521365	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5002761	1.074507092388731	1.4662010765175113	102634	GCA_000521365.1_genomic.fna.gz
G001264285	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5101226	0.223677290990979	0.31122247407469505	21786	GCA_001264285.1_genomic.fna.gz
G000022685	s__Methylobacterium extorquens	s__Methylorubrum extorquens	6879778	0.018596350064944325	0.034896078837182314	2443	GCA_000022685.1_genomic.fna.gz
G002108935	s__Bradyrhizobium japonicum	s__Bradyrhizobium japonicum	10442239	0.0013356193667006023	0.0038040903994001193	266	GCA_002108935.1_genomic.fna.gz
G001238505	s__Bacillus_C megaterium	s__Bacillus megaterium	5669134	0.08129866865516634	0.12571139569784984	8800	GCA_001238505.1_genomic.fna.gz
G003075295	s__Bacillus_C megaterium	s__Bacillus megaterium	5084955	0.02252450415733931	0.031240418664861477	2187	GCA_003075295.1_genomic.fna.gz
G003382345	s__Bacillus_C megaterium	s__Bacillus megaterium	5920616	0.1040916534444988	0.16809596691993062	11767	GCA_003382345.1_genomic.fna.gz
G001541965	s__Bacillus_C megaterium	s__Bacillus megaterium	5435297	0.028672448915396016	0.042507206011654336	2976	GCA_001541965.1_genomic.fna.gz
G005048835	s__Bacillus_C megaterium	s__Bacillus megaterium	5501316	0.018844192286556538	0.028276041543989338	1979	GCA_005048835.1_genomic.fna.gz
G002566345	s__Bacillus_C megaterium	s__Bacillus megaterium	5550488	0.1481517043983122	0.2242912401514654	15700	GCA_002566345.1_genomic.fna.gz
G003075235	s__Bacillus_C megaterium	s__Bacillus megaterium	5071852	0.01591049482467543	0.022010238611631452	1541	GCA_003075235.1_genomic.fna.gz
G002586045	s__Bacillus_C megaterium	s__Bacillus megaterium	5190353	0.06747930341671103	0.09553048406063451	6687	GCA_002586045.1_genomic.fna.gz
G002576935	s__Bacillus_C megaterium	s__Bacillus megaterium	5127880	0.08032217998958684	0.11234346961454031	7864	GCA_002576935.1_genomic.fna.gz
G006493375	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1528363	1.4427721774873223	0.6014489432338731	42101	GCA_006493375.1_genomic.fna.gz
G006493625	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1630478	0.00999035707271718	0.0044429399787088	311	GCA_006493625.1_genomic.fna.gz
G006493385	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1475246	0.0019199657933385073	0.0007725603747411752	54	GCA_006493385.1_genomic.fna.gz
