Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.0021866477823513793	0.0009028271856911672	63	GCA_900638355.1_genomic.fna.gz
G002901995	s__Staphylococcus schleiferi	s__Staphylococcus schleiferi	2443567	0.0005248232909854355	0.0003054652755031769	21	GCA_002901995.1_genomic.fna.gz
G003387965	s__Staphylococcus felis	s__Staphylococcus felis	2359416	0.0012070548982751927	0.0006783534517722691	47	GCA_003387965.1_genomic.fna.gz
G003387885	s__Staphylococcus felis	s__Staphylococcus felis	2364187	0.011121218332861818	0.006262657889975839	438	GCA_003387885.1_genomic.fna.gz
G003391705	s__Staphylococcus felis	s__Staphylococcus felis	2461318	0.006191940379284448	0.0036301033527602862	254	GCA_003391705.1_genomic.fna.gz
G003387835	s__Staphylococcus felis	s__Staphylococcus felis	2367961	0.0013591606675243354	0.0007666018088946796	54	GCA_003387835.1_genomic.fna.gz
G006406175	s__Leuconostoc citreum	s__Leuconostoc citreum	1898387	0.003293676206483057	0.0014893272985139385	104	GCA_006406175.1_genomic.fna.gz
G004354555	s__Leuconostoc citreum	s__Leuconostoc citreum	1844954	0.07262763079316453	0.03191625423286634	2234	GCA_004354555.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.006843858323303251	0.004935536082425863	345	GCA_002797135.1_genomic.fna.gz
G004025275	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5150175	0.0014924209813134736	0.0018307870365711458	128	GCA_004025275.1_genomic.fna.gz
G000827975	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5153892	0.004133243709981627	0.005074004212337444	355	GCA_000827975.2_genomic.fna.gz
G002965935	s__Escherichia fergusonii	s__Escherichia fergusonii	4435127	0.0012756769433476993	0.0013476318382773457	94	GCA_002965935.1_genomic.fna.gz
G001530495	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6140356	0.0005970526631090633	0.0008732341008548099	61	GCA_001530495.1_genomic.fna.gz
G001534135	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7279612	0.019698034332949314	0.0341551045117234	2391	GCA_001534135.1_genomic.fna.gz
G003043315	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2608645	0.004615351930857752	0.002867769889787885	201	GCA_003043315.1_genomic.fna.gz
G003970525	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2507841	0.011524819512354904	0.006884281608280232	482	GCA_003970525.1_genomic.fna.gz
G003043275	s__Staphylococcus_A vitulinus	s__Staphylococcus vitulinus	2649320	0.0003858557164121439	0.00024349152683172533	17	GCA_003043275.1_genomic.fna.gz
G003469715	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5348683	0.03394249684299606	0.043242932912854276	3027	GCA_003469715.1_genomic.fna.gz
G003439415	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5294086	0.049936321276887054	0.06296975936469261	4408	GCA_003439415.1_genomic.fna.gz
G003472045	s__Parabacteroides distasonis	s__Parabacteroides distasonis	4929709	0.0022681635949654342	0.002663300407340264	186	GCA_003472045.1_genomic.fna.gz
G003462945	s__Parabacteroides distasonis	s__Parabacteroides distasonis	5378741	0.06745743293494826	0.08642411459621975	6050	GCA_003462945.1_genomic.fna.gz
