Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G001709215	s__Pseudomonas_E mosselii	s__Pseudomonas mosselii	5812302	0.01624805102908934	0.02852751227937948	1997	GCA_001709215.1_genomic.fna.gz
G000511115	s__Paenibacillus_H larvae	s__Paenibacillus larvae	4579589	0.14803070817108796	0.2047824692283084	14335	GCA_000511115.1_genomic.fna.gz
G001008915	s__Xanthomonas perforans	s__Xanthomonas euvesicatoria	5418336	0.08071590445375591	0.1321111598597033	9248	GCA_001008915.1_genomic.fna.gz
G001853525	s__Mycolicibacterium sp001942625	s__Mycobacterium syngnathidarum	6434367	0.04852322959132592	0.0943126574402957	6602	GCA_001853525.1_genomic.fna.gz
G000273235	s__Bacteroides salyersiae	s__Bacteroides salyersiae	5815758	0.0039404477299462195	0.006922554008746279	485	GCA_000273235.1_genomic.fna.gz
G003991285	s__Klebsiella_A oxytoca	s__Klebsiella oxytoca	6007619	0.004161793996116287	0.007552616212290603	529	GCA_003991285.1_genomic.fna.gz
G001613285	s__Nocardia salmonicida	s__Nocardia salmonicida	7552472	0.4295366515364515	0.9799497492459125	68596	GCA_001613285.1_genomic.fna.gz
G002978545	s__Cronobacter malonaticus	s__Cronobacter malonaticus	4418466	0.06868945210362504	0.09168029978767035	6418	GCA_002978545.1_genomic.fna.gz
G002979275	s__Bacillus_X frigoritolerans	s__Bacillus simplex	5863830	0.01153476655402444	0.02043170622727915	1430	GCA_002979275.1_genomic.fna.gz
G004101825	s__Clostridium septicum	s__Clostridium septicum	3454144	0.0015881480160165819	0.001657089137070715	116	GCA_004101825.1_genomic.fna.gz
G000010965	s__Acetobacter pasteurianus	s__Acetobacter pasteurianus	3336990	0.014816347204954415	0.014935181573667375	1045	GCA_000010965.1_genomic.fna.gz
G000300535	s__Bacillus xiamenensis	s__Bacillus xiamenensis	3611918	0.00048001339697132235	0.0005237278824333799	37	GCA_000300535.1_genomic.fna.gz
G003471625	s__Faecalicatena gnavus	s__[Ruminococcus] gnavus	3388519	0.02683543912308942	0.027468382504810613	1923	GCA_003471625.1_genomic.fna.gz
G001883225	s__Yersinia ruckeri	s__Yersinia ruckeri	3709169	0.015827845974927278	0.017734252670346957	1241	GCA_001883225.1_genomic.fna.gz
G003641145	s__Lactobacillus_F paraplantarum	s__Lactobacillus paraplantarum	3368529	0.015945524220071422	0.01622533032315221	1136	GCA_003641145.1_genomic.fna.gz
G002092555	s__Leuconostoc pseudomesenteroides	s__Leuconostoc pseudomesenteroides	1912429	0.1252615958744917	0.0723631920776316	5065	GCA_002092555.1_genomic.fna.gz
G002276885	s__Lactobacillus_G parakefiri	s__Lactobacillus parakefiri	2495148	0.03295974923220834	0.02484246374891946	1739	GCA_002276885.1_genomic.fna.gz
G003957375	s__Enterococcus_B pernyi	s__Enterococcus mundtii	2826872	0.05948221661673147	0.05079345367076538	3556	GCA_003957375.1_genomic.fna.gz
