Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G900638355	s__Helicobacter_D pullorum	s__Helicobacter pullorum	1733410	0.003005234235752802	0.0012775782936105863	89	GCA_900638355.1_genomic.fna.gz
G001458655	s__Methanobacterium formicicum	s__Methanobacterium formicicum	2494510	0.0008653806641694613	0.00052941999005617	37	GCA_001458655.1_genomic.fna.gz
G002901995	s__Staphylococcus schleiferi	s__Staphylococcus schleiferi	2443567	0.016955378747254068	0.01016107474169045	711	GCA_002901995.1_genomic.fna.gz
G003391725	s__Staphylococcus felis	s__Staphylococcus felis	2445682	0.010911121893137896	0.00654451238254611	458	GCA_003391725.1_genomic.fna.gz
G003388055	s__Staphylococcus felis	s__Staphylococcus felis	2391132	0.0218539047543793	0.012815645821843556	897	GCA_003388055.1_genomic.fna.gz
G003385465	s__Staphylococcus felis	s__Staphylococcus felis	2382602	0.0009100336712778291	0.000531761465410828	37	GCA_003385465.1_genomic.fna.gz
G003385325	s__Staphylococcus felis	s__Staphylococcus felis	2376842	0.005004073359789887	0.0029169694449973755	204	GCA_003385325.1_genomic.fna.gz
G003387885	s__Staphylococcus felis	s__Staphylococcus felis	2364187	0.00900431630021768	0.005220840991421033	365	GCA_003387885.1_genomic.fna.gz
G003387995	s__Staphylococcus felis	s__Staphylococcus felis	2325452	0.014797707607387611	0.008439364027686497	591	GCA_003387995.1_genomic.fna.gz
G003391705	s__Staphylococcus felis	s__Staphylococcus felis	2461318	0.01403419570192305	0.008471555397511397	593	GCA_003391705.1_genomic.fna.gz
G003387965	s__Staphylococcus felis	s__Staphylococcus felis	2359416	0.0019133303532739437	0.0011071395889610516	77	GCA_003387965.1_genomic.fna.gz
G003385345	s__Staphylococcus felis	s__Staphylococcus felis	2396147	0.0019014079971923724	0.0011173691411203968	78	GCA_003385345.1_genomic.fna.gz
G003387835	s__Staphylococcus felis	s__Staphylococcus felis	2367961	0.0033500205520120537	0.001945494089712469	136	GCA_003387835.1_genomic.fna.gz
G006406175	s__Leuconostoc citreum	s__Leuconostoc citreum	1898387	0.020288235394623468	0.009445760406028268	661	GCA_006406175.1_genomic.fna.gz
G000239895	s__Leuconostoc citreum	s__Leuconostoc citreum	1934425	0.005200166586357561	0.0024670448887953405	173	GCA_000239895.2_genomic.fna.gz
G003439895	s__Parabacteroides gordonii	s__Parabacteroides gordonii	6348904	0.01152355151700445	0.01794291530002273	1256	GCA_003439895.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.12903742043393543	0.09581475558716614	6707	GCA_002797135.1_genomic.fna.gz
G004025275	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5150175	0.020286496221069338	0.025623410238602266	1794	GCA_004025275.1_genomic.fna.gz
G000827975	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5153892	0.011392065567281385	0.014399442853324743	1008	GCA_000827975.2_genomic.fna.gz
G004115665	s__Clostridium_G tetani	s__Clostridium tetani	2878646	0.0007495082612217363	0.0005291424260305602	37	GCA_004115665.1_genomic.fna.gz
G000762335	s__Clostridium_G tetani	s__Clostridium tetani	2829019	0.01172275441197459	0.00813342432074984	569	GCA_000762335.1_genomic.fna.gz
G004115645	s__Clostridium_G tetani	s__Clostridium tetani	2803227	0.0015460291975757103	0.0010628790773889432	74	GCA_004115645.1_genomic.fna.gz
G900461425	s__Clostridium_G tetani	s__Clostridium tetani	2864060	0.015985868901308955	0.011228616724921564	786	GCA_900461425.1_genomic.fna.gz
G000762305	s__Clostridium_G tetani	s__Clostridium tetani	2789793	0.06650085155626988	0.04549954836854407	3185	GCA_000762305.1_genomic.fna.gz
G004119335	s__Clostridium_G tetani	s__Clostridium tetani	2803718	0.0073875076519191825	0.00507972466083138	356	GCA_004119335.1_genomic.fna.gz
G004115585	s__Clostridium_G tetani	s__Clostridium tetani	2810063	0.03161328183162832	0.02178680462083867	1525	GCA_004115585.1_genomic.fna.gz
G004119355	s__Clostridium_G tetani	s__Clostridium tetani	2838786	0.0016655210975804141	0.0011595532358852072	81	GCA_004119355.1_genomic.fna.gz
G002965935	s__Escherichia fergusonii	s__Escherichia fergusonii	4435127	0.004019838108135418	0.004372426546884163	306	GCA_002965935.1_genomic.fna.gz
G001534135	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7279612	0.009442869926411114	0.016858546908745414	1180	GCA_001534135.1_genomic.fna.gz
G001530495	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6140356	0.0025325462344320164	0.0038138080639108477	267	GCA_001530495.1_genomic.fna.gz
