Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003665555	s__Citrobacter werkmanii	s__Citrobacter werkmanii	5062051	0.0013291982716329676	0.0018171360008149738	127	GCA_003665555.1_genomic.fna.gz
G000695835	s__Mycoplasmopsis californica	s__Mycoplasma californicum	793841	0.22685227708593866	0.048634876432727944	3404	GCA_000695835.1_genomic.fna.gz
G900683605	s__Nocardia farcinica	s__Nocardia farcinica	6140857	0.07117109494415579	0.11803309089330494	8262	GCA_900683605.2_genomic.fna.gz
G006229125	s__Sporolactobacillus terrae	s__Sporolactobacillus terrae	3311670	0.00795452670854237	0.00711430609108765	498	GCA_006229125.1_genomic.fna.gz
G000958265	s__Enterobacter cloacae_H	s__Enterobacter chengduensis	5084693	0.08234490402139734	0.11307656641680701	7915	GCA_000958265.1_genomic.fna.gz
G000144285	s__Cutibacterium acnes	s__Cutibacterium acnes	2478109	0.05571116200520785	0.037284967622992285	2610	GCA_000144285.1_genomic.fna.gz
G001877055	s__Nocardiopsis dassonvillei	s__Nocardiopsis dassonvillei	6585441	0.010652733897765337	0.01894598068447617	1326	GCA_001877055.1_genomic.fna.gz
G900451085	s__Helicobacter_H mustelae	s__Helicobacter mustelae	1693077	0.05661362779666246	0.025886232273310352	1812	GCA_900451085.1_genomic.fna.gz
G001534135	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7279612	0.016469356173100483	0.03237844611315659	2266	GCA_001534135.1_genomic.fna.gz
G003703745	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2375403	0.10999163209234963	0.07056154725632696	4939	GCA_003703745.1_genomic.fna.gz
G004766445	s__Legionella_B geestiana	s__Legionella geestiana	2693432	0.04000832929547519	0.029102317874827026	2037	GCA_004766445.2_genomic.fna.gz
G000175415	s__Arthrospira platensis	s__Arthrospira platensis	6501886	0.0504286027461763	0.08854976930273653	6198	GCA_000175415.3_genomic.fna.gz
G900108515	s__Halobacillus karajensis	s__Halobacillus karajensis	4070894	0.04701929321407161	0.05169363108759251	3619	GCA_900108515.1_genomic.fna.gz
G001467035	s__Legionella cherrii	s__Legionella cherrii	3982132	0.015542881025039607	0.01671545962996016	1170	GCA_001467035.1_genomic.fna.gz
G002023775	s__Elizabethkingia bruuniana	s__Elizabethkingia bruuniana	4379078	0.08622194480032037	0.10196981790935007	7138	GCA_002023775.1_genomic.fna.gz
G000182275	s__Burkholderia multivorans	s__Burkholderia multivorans	6554147	0.05101271218254285	0.09029542372817366	6321	GCA_000182275.1_genomic.fna.gz
