Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003852025	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6277070	0.6859241955604757	1.2746041570366295	89222	GCA_003852025.1_genomic.fna.gz
G003851525	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6193282	0.0035703388528670514	0.006545947644507361	458	GCA_003851525.1_genomic.fna.gz
G900453405	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2245561	0.0019997568123088787	0.0013293651156916645	93	GCA_900453405.1_genomic.fna.gz
G003265545	s__Aeromonas veronii	s__Aeromonas veronii	4407499	0.033446854089482767	0.04364050165094179	3055	GCA_003265545.1_genomic.fna.gz
G901212395	s__Aeromonas veronii	s__Aeromonas veronii	4590381	0.01368242345382199	0.018593193826107916	1302	GCA_901212395.1_genomic.fna.gz
G001921885	s__Aeromonas veronii	s__Aeromonas veronii	4919147	0.00496779993756768	0.007234293672100647	506	GCA_001921885.1_genomic.fna.gz
G003367105	s__Aeromonas veronii	s__Aeromonas veronii	4720227	0.001449323129695499	0.0020252113099337252	142	GCA_003367105.1_genomic.fna.gz
G006243165	s__Aeromonas veronii	s__Aeromonas veronii	4464596	0.002162586134922623	0.0028582342315944223	200	GCA_006243165.1_genomic.fna.gz
G004348755	s__Photorhabdus khanii	s__Photorhabdus khanii	5512522	0.021960231566291417	0.03583682180624318	2509	GCA_004348755.1_genomic.fna.gz
G002569005	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5704733	0.08722538590013681	0.14730600740735184	10311	GCA_002569005.1_genomic.fna.gz
G002579785	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5559785	0.04306410049103777	0.07087867885425499	4962	GCA_002579785.1_genomic.fna.gz
G002556205	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5587466	0.05478261533968935	0.09061495756025388	6343	GCA_002556205.1_genomic.fna.gz
G002552375	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5569570	0.01301369198544518	0.02145677396818096	1502	GCA_002552375.1_genomic.fna.gz
G002572305	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5567010	0.3071966701304062	0.5062683076341769	35439	GCA_002572305.1_genomic.fna.gz
G002555275	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5545009	0.04528559569341295	0.07433692229678115	5204	GCA_002555275.1_genomic.fna.gz
G003439105	s__Streptococcus anginosus	s__Streptococcus anginosus	1893088	0.09525265645491904	0.05338142157296927	3737	GCA_003439105.1_genomic.fna.gz
G002860925	s__Streptococcus anginosus	s__Streptococcus anginosus	1910673	0.0007822321584856701	0.0004424500709459824	31	GCA_002860925.1_genomic.fna.gz
G003460205	s__Streptococcus anginosus	s__Streptococcus anginosus	2180686	0.03713167241517926	0.023970653929249984	1678	GCA_003460205.1_genomic.fna.gz
G000474155	s__Streptococcus anginosus	s__Streptococcus anginosus	1789216	0.014055376853734024	0.007444705179606405	521	GCA_000474155.1_genomic.fna.gz
G002848125	s__Streptococcus anginosus	s__Streptococcus anginosus	1975957	0.07861430915370736	0.04598554393532944	3219	GCA_002848125.1_genomic.fna.gz
G003436905	s__Streptococcus anginosus	s__Streptococcus anginosus	1982541	0.057925434141836	0.033996461108590476	2380	GCA_003436905.1_genomic.fna.gz
G001706035	s__Acinetobacter pittii	s__Acinetobacter pittii	3879604	0.0484428760127896	0.055636468241882724	3895	GCA_001706035.1_genomic.fna.gz
G003354845	s__Acinetobacter pittii	s__Acinetobacter pittii	4176213	0.2012583911716907	0.24881632643193224	17417	GCA_003354845.1_genomic.fna.gz
G000302375	s__Acinetobacter pittii	s__Acinetobacter pittii	3919745	0.01681458199439401	0.019511296395238676	1366	GCA_000302375.1_genomic.fna.gz
G001706155	s__Acinetobacter pittii	s__Acinetobacter pittii	4082577	0.005680470922329007	0.006865322795177652	481	GCA_001706155.1_genomic.fna.gz
G000949775	s__Acinetobacter pittii	s__Acinetobacter pittii	4213246	0.0010896667877610695	0.0013591042402793059	95	GCA_000949775.1_genomic.fna.gz
G000931895	s__Acinetobacter pittii	s__Acinetobacter pittii	4013424	0.14927065717298435	0.17735021707909202	12415	GCA_000931895.1_genomic.fna.gz
G002204405	s__Prevotella intermedia	s__Prevotella intermedia	2781500	0.022966433850581666	0.018911016132190605	1324	GCA_002204405.1_genomic.fna.gz
G000519165	s__Prevotella intermedia	s__Prevotella intermedia	2573247	0.20926573734588294	0.15941230421208785	11159	GCA_000519165.1_genomic.fna.gz
G900455005	s__Prevotella intermedia	s__Prevotella intermedia	2607163	0.030551029471041328	0.02357959109139439	1651	GCA_900455005.1_genomic.fna.gz
G002794335	s__Prevotella intermedia	s__Prevotella intermedia	2798400	0.024728982574672678	0.02048605228679742	1434	GCA_002794335.1_genomic.fna.gz
G002763535	s__Prevotella intermedia	s__Prevotella intermedia	2777805	0.00443602143769332	0.0036478555096357977	255	GCA_002763535.1_genomic.fna.gz
G003265025	s__Prevotella intermedia	s__Prevotella intermedia	2949063	0.002284558768044207	0.00199447510977552	140	GCA_003265025.1_genomic.fna.gz
G004022285	s__Bradyrhizobium yuanmingense	s__Bradyrhizobium yuanmingense	7541929	0.24832086715066054	0.5544187277962305	38809	GCA_004022285.3_genomic.fna.gz
G000965835	s__Enterobacter nimipressuralis	s__Enterobacter roggenkampii	4956613	0.01896855593466713	0.027833095985690275	1948	GCA_000965835.1_genomic.fna.gz
G001237985	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5218943	0.049085328929039974	0.0758361881542298	5309	GCA_001237985.1_genomic.fna.gz
G001266515	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5104256	0.0068643373356148014	0.010372257790526569	726	GCA_001266515.1_genomic.fna.gz
G000524435	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5085495	0.14830333290525177	0.22326794707551123	15629	GCA_000524435.1_genomic.fna.gz
G002879695	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5144433	0.031202389079794036	0.047519033582815916	3326	GCA_002879695.1_genomic.fna.gz
G000521365	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5002761	0.00599508211358034	0.008878653912862444	622	GCA_000521365.1_genomic.fna.gz
G001306955	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5027671	0.05009987140459061	0.07456683296543404	5220	GCA_001306955.1_genomic.fna.gz
G001013485	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4935184	0.04968235314292338	0.07258514402202622	5081	GCA_001013485.1_genomic.fna.gz
G002777875	s__Snodgrassella alvi	s__Snodgrassella alvi	2524932	0.003687956286344131	0.002756624979799194	193	GCA_002777875.1_genomic.fna.gz
G002777865	s__Snodgrassella alvi	s__Snodgrassella alvi	2520622	0.002576130536427564	0.001922285208774086	135	GCA_002777865.1_genomic.fna.gz
G000022685	s__Methylobacterium extorquens	s__Methylorubrum extorquens	6879778	0.017298601014221416	0.03523121677127206	2466	GCA_000022685.1_genomic.fna.gz
G004209145	s__Acinetobacter bouvetii	s__Acinetobacter bouvetii	3931964	0.004054783699362262	0.00471975506258467	330	GCA_004209145.1_genomic.fna.gz
G003435415	s__Faecalicoccus pleomorphus	s__Faecalicoccus pleomorphus	2478513	0.12211727428576445	0.08960052191645254	6272	GCA_003435415.1_genomic.fna.gz
G003964905	s__Enterobacter mori	s__Enterobacter mori	4711832	0.00033730657762287797	0.00047049698383386777	33	GCA_003964905.1_genomic.fna.gz
G003465335	s__Enterococcus_C asini	s__Enterococcus asini	2560730	0.02694844322111656	0.02042865185241672	1430	GCA_003465335.1_genomic.fna.gz
G002108935	s__Bradyrhizobium japonicum	s__Bradyrhizobium japonicum	10442239	0.1270895761821508	0.39286722262427115	27501	GCA_002108935.1_genomic.fna.gz
G003075355	s__Bacillus_C megaterium	s__Bacillus megaterium	5089878	0.6771799788914258	1.0203606892559667	71425	GCA_003075355.1_genomic.fna.gz
G002574795	s__Bacillus_C megaterium	s__Bacillus megaterium	5502575	0.17883192455464988	0.2913085672569699	20392	GCA_002574795.1_genomic.fna.gz
G000527015	s__Bacillus_C megaterium	s__Bacillus megaterium	5460379	0.00479511159084704	0.007751107182092654	543	GCA_000527015.1_genomic.fna.gz
G003075275	s__Bacillus_C megaterium	s__Bacillus megaterium	5081950	0.0016761387321949258	0.002521637102159137	177	GCA_003075275.1_genomic.fna.gz
G003030925	s__Shewanella baltica	s__Shewanella baltica	4944783	0.04082769182381362	0.05976463914760951	4184	GCA_003030925.1_genomic.fna.gz
G001620325	s__Shewanella baltica	s__Shewanella baltica	5167578	0.08597006763343445	0.13151538032110544	9206	GCA_001620325.1_genomic.fna.gz
G000063545	s__Orientia tsutsugamushi	s__Orientia tsutsugamushi	2127051	0.0835288390977007	0.05259646844741067	3682	GCA_000063545.1_genomic.fna.gz
G900327215	s__Orientia tsutsugamushi	s__Orientia tsutsugamushi	2035338	0.0025048960361273485	0.0015092753625644936	106	GCA_900327215.1_genomic.fna.gz
G004378605	s__Acinetobacter seifertii	s__Acinetobacter seifertii	3882472	0.003819017101236414	0.00438936980344195	307	GCA_004378605.1_genomic.fna.gz
G006493625	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1630478	0.06385247932039194	0.030820163940803256	2157	GCA_006493625.1_genomic.fna.gz
G006493375	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1528363	0.9027275345281716	0.40843734157058115	28591	GCA_006493375.1_genomic.fna.gz
G006493385	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1475246	0.10229620797490403	0.04467517033616692	3127	GCA_006493385.1_genomic.fna.gz
G006493325	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1525598	0.006521620178599775	0.0029453563655566133	206	GCA_006493325.1_genomic.fna.gz
G002877725	s__Vibrio lentus_B	s__Vibrio lentus	5922369	0.005248527861226221	0.00920185120147541	644	GCA_002877725.1_genomic.fna.gz
G002872865	s__Vibrio lentus_B	s__Vibrio lentus	5166888	0.03525635706249779	0.05392730532528823	3775	GCA_002872865.1_genomic.fna.gz
G002874445	s__Vibrio lentus_B	s__Vibrio lentus	5658140	0.021391500879346596	0.035830855868968524	2508	GCA_002874445.1_genomic.fna.gz
G001532035	s__Burkholderia pseudomultivorans	s__Burkholderia pseudomultivorans	7741145	0.7453910965443193	1.7081721601624515	119572	GCA_001532035.1_genomic.fna.gz
G003495225	s__Neisseria polysaccharea	s__Neisseria polysaccharea	2057444	0.05374209248371546	0.03273292620889172	2291	GCA_003495225.1_genomic.fna.gz
G003048475	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1914046	0.043949299812330984	0.02490270749812724	1743	GCA_003048475.1_genomic.fna.gz
G002913705	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2066504	0.015977968345392595	0.009774623604813132	684	GCA_002913705.1_genomic.fna.gz
G002913505	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1977516	0.01334242818794895	0.007810828751409706	547	GCA_002913505.1_genomic.fna.gz
G002165815	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2105146	0.2200087554347544	0.13710851328615345	9598	GCA_002165815.1_genomic.fna.gz
G002912675	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1923545	0.005063595575687128	0.002883391399192966	202	GCA_002912675.1_genomic.fna.gz
G003049025	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1980595	0.03083110415094084	0.018077026424091144	1265	GCA_003049025.1_genomic.fna.gz
G002912595	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1945076	0.006221652198474166	0.0035824863223270567	251	GCA_002912595.1_genomic.fna.gz
G003048645	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1979247	0.16491144789096318	0.09662578522846654	6764	GCA_003048645.1_genomic.fna.gz
G002912665	s__Campylobacter_A concisus_T	s__Campylobacter concisus	1875987	0.10830071505077733	0.0601455339493415	4210	GCA_002912665.1_genomic.fna.gz
