Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G001858025	s__Trichormus_A sp001858025	s__Trichormus sp. NMC-1	5938148	0.26366679786422914	0.41011484834731665	28708	GCA_001858025.1_genomic.fna.gz
G002763745	s__Prevotella intermedia	s__Prevotella intermedia	2890050	0.030217604681310243	0.022875174864366177	1601	GCA_002763745.1_genomic.fna.gz
G002763955	s__Prevotella intermedia	s__Prevotella intermedia	2928459	0.11057032229651595	0.0848157983700278	5937	GCA_002763955.1_genomic.fna.gz
G002763715	s__Prevotella intermedia	s__Prevotella intermedia	2764740	0.007301192913208868	0.00528746067521109	370	GCA_002763715.1_genomic.fna.gz
G002763975	s__Prevotella intermedia	s__Prevotella intermedia	2813841	0.40974483154184105	0.3020035641758614	21140	GCA_002763975.1_genomic.fna.gz
G000261025	s__Prevotella intermedia	s__Prevotella intermedia	2699437	0.04339329635820189	0.03068279154955206	2148	GCA_000261025.1_genomic.fna.gz
G001718655	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7235060	0.6230351973800913	1.1807385698505568	82652	GCA_001718655.1_genomic.fna.gz
G000959245	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7189071	0.016760927866463788	0.031562388460102696	2209	GCA_000959245.1_genomic.fna.gz
G001718355	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7961598	0.037388851375070926	0.07797248931143157	5458	GCA_001718355.1_genomic.fna.gz
G001718695	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6684845	0.00590887098277765	0.010346533784894467	724	GCA_001718695.1_genomic.fna.gz
G001718855	s__Burkholderia ubonensis	s__Burkholderia ubonensis	8028759	0.017940195779824954	0.03772894235411773	2641	GCA_001718855.1_genomic.fna.gz
G001605725	s__Mycobacteroides immunogenum	s__Mycobacteroides immunogenum	5573781	0.17943634567304212	0.2619746975906351	18338	GCA_001605725.1_genomic.fna.gz
G001655155	s__Mycobacteroides immunogenum	s__Mycobacteroides immunogenum	5272148	0.04136797066213881	0.0571282395242337	3999	GCA_001655155.1_genomic.fna.gz
G900115715	s__Pseudomonas_K sagittaria	s__Pseudomonas sagittaria	4607575	0.05200520171929036	0.06276510061650259	4394	GCA_900115715.1_genomic.fna.gz
G900156665	s__Corynebacterium appendicis	s__Corynebacterium appendicis	2248056	0.09177084952030261	0.05403944852273164	3783	GCA_900156665.1_genomic.fna.gz
G002086795	s__Mycolicibacterium tusciae	s__Mycolicibacterium tusciae	6162880	9.726278894231509e-05	0.0001570107763079048	11	GCA_002086795.1_genomic.fna.gz
G900475935	s__Campylobacter fetus	s__Campylobacter fetus	1763253	0.8056698263068219	0.37210950296421336	26048	GCA_900475935.1_genomic.fna.gz
G900156755	s__Alicyclobacillus vulcanalis	s__Alicyclobacillus vulcanalis	2994480	8.179896473110332e-05	6.416057610273463e-05	4	GCA_900156755.1_genomic.fna.gz
G000220105	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1038313	0.004154289546802727	0.0011298585730819767	79	GCA_000220105.1_genomic.fna.gz
G000189255	s__Vibrio brasiliensis	s__Vibrio brasiliensis	4715026	0.002599929603582395	0.003211032578494177	225	GCA_000189255.2_genomic.fna.gz
G000471805	s__Hungatella effluvii	s__Hungatella hathewayi	7234945	0.0008453441025431639	0.0016020194778071488	112	GCA_000471805.1_genomic.fna.gz
