Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003459085	s__Holdemania filiformis	s__Holdemania filiformis	3744856	0.0021772266207199923	0.0017562594300265157	123	GCA_003459085.1_genomic.fna.gz
G003691545	s__Vibrio owensii	s__Vibrio owensii	6418562	0.0044021516556815585	0.006086290136501932	426	GCA_003691545.1_genomic.fna.gz
G001061435	s__Neisseria_D elongata	s__Neisseria elongata	2365781	0.0026176451733555123	0.0013339367182824157	93	GCA_001061435.1_genomic.fna.gz
G003610315	s__Rhodococcus pyridinivorans	s__Rhodococcus pyridinivorans	6415396	0.005502841985725048	0.007604320662135112	532	GCA_003610315.1_genomic.fna.gz
G003026315	s__Photobacterium leiognathi	s__Photobacterium leiognathi	4876132	1.0140436956104966	1.0650795201358259	74556	GCA_003026315.1_genomic.fna.gz
G004569585	s__Muribacter muris	s__Muribacter muris	2526693	0.7909273841198008	0.4304661442878881	30133	GCA_004569585.1_genomic.fna.gz
G900573975	s__Campylobacter_A showae_A	s__Campylobacter showae	2240249	0.046881798696808204	0.022623014233048116	1584	GCA_900573975.1_genomic.fna.gz
G003390455	s__Haemophilus_D parainfluenzae	s__Haemophilus parainfluenzae	2148960	0.14884160864248774	0.06889736265701095	4823	GCA_003390455.1_genomic.fna.gz
G000444665	s__Glaesserella parasuis	s__Glaesserella parasuis	2229567	0.009104966418170482	0.004372690982638863	306	GCA_000444665.1_genomic.fna.gz
G004154625	s__Bifidobacterium animalis	s__Bifidobacterium animalis	2163594	0.07435362194485483	0.03465196030016599	2426	GCA_004154625.1_genomic.fna.gz
G000187265	s__Streptococcus equinus	s__Streptococcus equinus	1741734	0.006170107373229426	0.002314858570334154	162	GCA_000187265.1_genomic.fna.gz
G003470885	s__Roseburia inulinivorans	s__Roseburia inulinivorans	3720411	0.39115010498749647	0.3134615536221084	21942	GCA_003470885.1_genomic.fna.gz
G003595035	s__Pectobacterium polaris	s__Pectobacterium polaris	4862009	0.07602568611704268	0.07962070478398856	5573	GCA_003595035.1_genomic.fna.gz
G001957065	s__Achromobacter xylosoxidans	s__Achromobacter xylosoxidans	7114995	0.353757271726616	0.542163012695982	37951	GCA_001957065.1_genomic.fna.gz
G900446255	s__Buttiauxella agrestis	s__Buttiauxella agrestis	5285864	6.892752660393264	7.847992699583328	549359	GCA_900446255.1_genomic.fna.gz
