Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003851525	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6193282	0.37859958054762427	0.5007587547374052	35053	GCA_003851525.1_genomic.fna.gz
G003852025	s__Pseudomonas_E synxantha	s__Pseudomonas synxantha	6277070	0.04364245567025916	0.058505098959352395	4095	GCA_003852025.1_genomic.fna.gz
G900453405	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2245561	0.09575799484150042	0.045922705630672155	3215	GCA_900453405.1_genomic.fna.gz
G000297975	s__Aeromonas veronii	s__Aeromonas veronii	4420590	0.015824806293147854	0.014939848951488898	1046	GCA_000297975.1_genomic.fna.gz
G004379205	s__Aeromonas veronii	s__Aeromonas veronii	4716998	0.022742994492702437	0.022910834351533058	1604	GCA_004379205.1_genomic.fna.gz
G004379215	s__Aeromonas veronii	s__Aeromonas veronii	4613472	2.402030487003291	2.3666496503555736	165665	GCA_004379215.1_genomic.fna.gz
G002579165	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5603442	0.127002834566804	0.15198329720317852	10639	GCA_002579165.1_genomic.fna.gz
G002552375	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5569570	0.050094509025987874	0.05958533126434483	4171	GCA_002552375.1_genomic.fna.gz
G002581425	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5603835	0.07466427432306559	0.08935641878695899	6255	GCA_002581425.1_genomic.fna.gz
G002569605	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5663048	1.097103061980031	1.326860412519919	92880	GCA_002569605.1_genomic.fna.gz
G002572305	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5567010	0.201493513188532	0.23955797738672305	16769	GCA_002572305.1_genomic.fna.gz
G002571985	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5647584	0.018323982525680373	0.022100908937076474	1547	GCA_002571985.1_genomic.fna.gz
G002569755	s__Bacillus_A pseudomycoides	s__Bacillus pseudomycoides	5526211	0.029602368667028523	0.03493666881970581	2446	GCA_002569755.1_genomic.fna.gz
G002848125	s__Streptococcus anginosus	s__Streptococcus anginosus	1975957	0.48356870084962156	0.2040625172529285	14284	GCA_002848125.1_genomic.fna.gz
G002860965	s__Streptococcus anginosus	s__Streptococcus anginosus	1968339	0.04475086622332357	0.01881173753419144	1317	GCA_002860965.1_genomic.fna.gz
G003460205	s__Streptococcus anginosus	s__Streptococcus anginosus	2180686	0.045436658604550505	0.021160556668911243	1481	GCA_003460205.1_genomic.fna.gz
G002848065	s__Streptococcus anginosus	s__Streptococcus anginosus	1939496	0.05833097727499174	0.024161044649796418	1691	GCA_002848065.1_genomic.fna.gz
G004209295	s__Acinetobacter pittii	s__Acinetobacter pittii	4012022	0.03317872692427987	0.02842828042935622	1990	GCA_004209295.1_genomic.fna.gz
G000931895	s__Acinetobacter pittii	s__Acinetobacter pittii	4013424	0.021938850198963227	0.018804269775252062	1316	GCA_000931895.1_genomic.fna.gz
G000817365	s__Acinetobacter pittii	s__Acinetobacter pittii	3811215	0.10156160310725758	0.08266478937385036	5787	GCA_000817365.1_genomic.fna.gz
G003265025	s__Prevotella intermedia	s__Prevotella intermedia	2949063	0.044269312580751036	0.027881388352658357	1952	GCA_003265025.1_genomic.fna.gz
