Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003595035	s__Pectobacterium polaris	s__Pectobacterium polaris	4862009	0.7597857385390336	0.8498294138756964	59488	GCA_003595035.1_genomic.fna.gz
G001648265	s__Eikenella corrodens	s__Eikenella corrodens	2408287	4.249727435911158	2.3544755276614016	164813	GCA_001648265.1_genomic.fna.gz
G001264435	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5138566	0.8729710505470621	1.031968981460702	72238	GCA_001264435.1_genomic.fna.gz
G004367915	s__Mycobacteroides salmoniphilum	s__Mycobacteroides salmoniphilum	4963292	0.04531597505159193	0.051742334365473125	3622	GCA_004367915.1_genomic.fna.gz
G003999905	s__Stenotrophomonas indicatrix	s__Stenotrophomonas indicatrix	4515823	0.016687068291476138	0.017335717342394495	1214	GCA_003999905.1_genomic.fna.gz
G005576555	s__Collinsella aerofaciens_F	s__Collinsella aerofaciens	2264854	0.16964637930776075	0.08839133007993372	6187	GCA_005576555.1_genomic.fna.gz
G004308205	s__Hafnia proteus	s__Obesumbacterium proteus	4641497	0.011422829768753527	0.012197101601933685	854	GCA_004308205.1_genomic.fna.gz
G002833315	s__Bifidobacterium longum	s__Bifidobacterium longum	2418994	0.027239487076091803	0.015158582069508446	1061	GCA_002833315.1_genomic.fna.gz
G006503615	s__Aliarcobacter cryaerophilus_A	s__Arcobacter cryaerophilus	2146078	0.03230293324955241	0.01594822393941661	1116	GCA_006503615.1_genomic.fna.gz
G003574175	s__Geobacter sulfurreducens	s__Geobacter sulfurreducens	3726411	0.6624680805018454	0.5679113829548876	39754	GCA_003574175.1_genomic.fna.gz
G004022545	s__Vibrio chagasii	s__Vibrio chagasii	5549357	0.23342489059321522	0.29799892082433915	20860	GCA_004022545.1_genomic.fna.gz
G002253785	s__Lactobacillus_H reuteri	s__Lactobacillus reuteri	2191129	0.11116978954357974	0.056037608545214605	3923	GCA_002253785.1_genomic.fna.gz
G900101665	s__Bacillus_C aryabhattai	s__Bacillus aryabhattai	6231085	0.2160926818213095	0.309762326695735	21683	GCA_900101665.1_genomic.fna.gz
G003590055	s__Paenibacillus lautus	s__Paenibacillus lautus	7354571	3.773276868953553	6.384117637256493	446888	GCA_003590055.1_genomic.fna.gz
G000754695	s__Pectobacterium carotovorum_E	s__Pectobacterium brasiliense	4831535	0.11083598237628219	0.12319434352330132	8624	GCA_000754695.1_genomic.fna.gz
G003964905	s__Enterobacter mori	s__Enterobacter mori	4711832	0.38796637813099755	0.4205413945700181	29438	GCA_003964905.1_genomic.fna.gz
G002922845	s__Tetragenococcus halophilus	s__Tetragenococcus halophilus	2570642	0.5586506711578568	0.3303747036089965	23126	GCA_002922845.1_genomic.fna.gz
G003473415	s__Prevotella stercorea	s__Prevotella stercorea	3117648	3.320476250884975	2.3815095119007945	166706	GCA_003473415.1_genomic.fna.gz
G003944225	s__Streptococcus cristatus	s__Streptococcus cristatus	1991942	0.7229555239615655	0.33129366544547456	23191	GCA_003944225.1_genomic.fna.gz
G902159045	s__Enterococcus_D casseliflavus	s__Enterococcus casseliflavus	3588789	0.4887636326181166	0.4035261387529016	28247	GCA_902159045.1_genomic.fna.gz
G004365685	s__Orenia marismortui	s__Orenia marismortui	3358867	0.005754660700650359	0.004446695517957792	311	GCA_004365685.1_genomic.fna.gz
G002570025	s__Bacillus_A toyonensis	s__Bacillus toyonensis	5401295	0.007876192818423224	0.009786763643706214	685	GCA_002570025.1_genomic.fna.gz
G900460955	s__Cardiobacterium valvarum	s__Cardiobacterium valvarum	2755518	7.516255793730112	4.764635329671466	333524	GCA_900460955.1_genomic.fna.gz
G000514495	s__Micromonospora pacifica_B	s__Salinispora pacifica	5471270	0.6661698111460929	0.8384901356939913	58694	GCA_000514495.1_genomic.fna.gz
G004329805	s__Rhizobium laguerreae	s__Rhizobium laguerreae	7174533	0.010992669154130134	0.018143524582882226	1270	GCA_004329805.1_genomic.fna.gz
G003610075	s__Caballeronia udeis	s__Caballeronia udeis	11664561	0.30726697773731854	0.8245351038852804	57717	GCA_003610075.1_genomic.fna.gz
G001632125	s__Prochlorococcus_C marinus_B	s__Prochlorococcus marinus	2591587	0.009966019073822694	0.005941722564555329	416	GCA_001632125.1_genomic.fna.gz
G900459295	s__Streptococcus equinus	s__Streptococcus equinus	1806069	2.4794491133094847	1.0301830514055965	72113	GCA_900459295.1_genomic.fna.gz
G006493325	s__Lactobacillus_G micheneri	s__Lactobacillus micheneri	1525598	0.12466664633476478	0.04375374688601684	3063	GCA_006493325.1_genomic.fna.gz
G003026235	s__Photobacterium leiognathi	s__Photobacterium leiognathi	4625642	0.24278882507244676	0.2583601772640214	18085	GCA_003026235.1_genomic.fna.gz
G003584215	s__Veillonella parvula_A	s__Veillonella parvula	2144191	0.4451120371229903	0.21956224894679074	15369	GCA_003584215.1_genomic.fna.gz
G000161335	s__Bacillus_A mycoides	s__Bacillus mycoides	5799451	0.015833357838429766	0.021124419006349194	1479	GCA_000161335.1_genomic.fna.gz
G004770795	s__Leptospira sp002811925	s__Leptospira barantonii	4448682	15.185373402268388	15.541098067839071	1087877	GCA_004770795.1_genomic.fna.gz
G900450875	s__Haemophilus_A parahaemolyticus	s__Haemophilus parahaemolyticus	2163754	1.214216804358013	0.6044063042007848	42308	GCA_900450875.1_genomic.fna.gz
G003947665	s__Acinetobacter lactucae	s__Acinetobacter lactucae	3851094	2.2921619522274903	2.030739804070851	142152	GCA_003947665.1_genomic.fna.gz
G002761955	s__Fusobacterium periodonticum_C	s__Fusobacterium pseudoperiodonticum	2413057	0.5314904694298472	0.2950447727387831	20653	GCA_002761955.1_genomic.fna.gz
G001716935	s__Acinetobacter pittii	s__Acinetobacter pittii	3791746	0.008282723119785652	0.007224989890811723	506	GCA_001716935.1_genomic.fna.gz
G000818215	s__Acinetobacter calcoaceticus	s__Acinetobacter calcoaceticus	4058823	0.08577254020409956	0.08008906944320135	5606	GCA_000818215.1_genomic.fna.gz
G003059985	s__Helicobacter pylori	s__Helicobacter pylori	1600079	0.09415018554809494	0.03465672086359724	2426	GCA_003059985.1_genomic.fna.gz
G003853875	s__Burkholderia contaminans	s__Burkholderia contaminans	8502118	0.025277357014803836	0.04944059097822945	3461	GCA_003853875.1_genomic.fna.gz
G002874075	s__Vibrio lentus_B	s__Vibrio lentus	5109151	2.2035871264373443	2.5900242338931894	181302	GCA_002874075.1_genomic.fna.gz
G001938405	s__Glaesserella parasuis	s__Glaesserella parasuis	2454428	1.404299727860582	0.7929302222452134	55505	GCA_001938405.1_genomic.fna.gz
G004342765	s__Vibrio crassostreae	s__Vibrio crassostreae	5140223	1.9667217638060956	2.3256788695700186	162798	GCA_004342765.1_genomic.fna.gz
G005930595	s__Pseudomonas_E lactis	s__Pseudomonas lactis	6397553	1.6543198998809046	2.4347717220442244	170434	GCA_005930595.1_genomic.fna.gz
G005518075	s__Moraxella_A aerosaccus	s__Moraxella osloensis	3231476	0.1041470988938731	0.07742353106280801	5420	GCA_005518075.1_genomic.fna.gz
G003576045	s__Pseudomonas_E monteilii	s__Pseudomonas monteilii	6029607	0.02485732062732802	0.0344800735370785	2414	GCA_003576045.1_genomic.fna.gz
G902164725	s__Pseudescherichia vulneris	s__Pseudescherichia vulneris	4398823	5.030718124886952	5.090862110877213	356360	GCA_902164725.1_genomic.fna.gz
G003612775	s__Micromonospora tulbaghiae	s__Micromonospora tulbaghiae	7228472	0.08236593579139687	0.13696796485371712	9588	GCA_003612775.1_genomic.fna.gz
G001562235	s__Alteromonas macleodii	s__Alteromonas macleodii	4575623	0.10936357592948118	0.11511920965374849	8058	GCA_001562235.1_genomic.fna.gz
G000400385	s__Vibrio owensii	s__Vibrio owensii	6366855	0.7229930148362013	1.0589706496861988	74128	GCA_000400385.1_genomic.fna.gz
G003610315	s__Rhodococcus pyridinivorans	s__Rhodococcus pyridinivorans	6415396	0.14872594342748918	0.2195002727732341	15365	GCA_003610315.1_genomic.fna.gz
G003457915	s__Clostridium_A leptum	s__[Clostridium] leptum	2730117	0.6462565123887976	0.4058925261473989	28412	GCA_003457915.1_genomic.fna.gz
G004135995	s__Pseudomonas_E arsenicoxydans	s__Pseudomonas arsenicoxydans	6620935	0.032783045493590755	0.049933669612595814	3495	GCA_004135995.1_genomic.fna.gz
G002860945	s__Streptococcus anginosus	s__Streptococcus anginosus	2117394	0.2852009589067839	0.13892407769373935	9725	GCA_002860945.1_genomic.fna.gz
G900573995	s__Campylobacter_A showae_A	s__Campylobacter showae	2243050	0.036373686686603166	0.018769432375904532	1314	GCA_900573995.1_genomic.fna.gz
G900459065	s__Streptococcus dysgalactiae	s__Streptococcus dysgalactiae	2150943	1.4826422844502907	0.7336520685370177	51356	GCA_900459065.1_genomic.fna.gz
G002846815	s__Bifidobacterium pseudolongum_A	s__Bifidobacterium pseudolongum	2062414	3.484653963289842	1.6533331310867343	115733	GCA_002846815.1_genomic.fna.gz
G000808215	s__Pectobacterium carotovorum	s__Pectobacterium carotovorum	4819926	0.027754471690150346	0.0307750096824459	2154	GCA_000808215.1_genomic.fna.gz
G001907065	s__Streptococcus salivarius	s__Streptococcus salivarius	2243773	0.1384493174096011	0.0714651976836957	5003	GCA_001907065.1_genomic.fna.gz
G001670765	s__Riemerella anatipestifer	s__Riemerella anatipestifer	2509140	0.06605584319452423	0.03812949007615276	2669	GCA_001670765.2_genomic.fna.gz
G000022685	s__Methylobacterium extorquens	s__Methylorubrum extorquens	6879778	0.12637797950769958	0.2000187435703891	14001	GCA_000022685.1_genomic.fna.gz
G004364015	s__Nitrosospira multiformis_E	s__Nitrosospira multiformis	3232805	0.5065056101426664	0.37669393852998884	26369	GCA_004364015.1_genomic.fna.gz
