Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000492015	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5011836	0.019632881368017052	0.025321762508991763	1773	GCA_000492015.1_genomic.fna.gz
G004300845	s__Hamiltonella defensa	s__Candidatus Hamiltonella defensa	1773103	0.007942178311362472	0.00362398703612797	254	GCA_004300845.1_genomic.fna.gz
G001991565	s__Burkholderia cenocepacia	s__Burkholderia cenocepacia	7715556	1.3318112712897026	2.644374444018634	185106	GCA_001991565.1_genomic.fna.gz
G900637565	s__Corynebacterium kutscheri	s__Corynebacterium kutscheri	2386509	0.007809380969320219	0.004796149631240077	336	GCA_900637565.1_genomic.fna.gz
G003628735	s__Pectobacterium parmentieri	s__Pectobacterium parmentieri	4959302	0.04045332663672068	0.05162830112898885	3614	GCA_003628735.1_genomic.fna.gz
G003425865	s__Edwardsiella anguillarum	s__Edwardsiella anguillarum	4014644	0.1786457276675716	0.18456643009251317	12920	GCA_003425865.1_genomic.fna.gz
G000346125	s__Meiothermus ruber	s__Meiothermus ruber	3029287	0.09413635565405726	0.07338559840147565	5137	GCA_000346125.2_genomic.fna.gz
G001669265	s__Acinetobacter baumannii	s__Acinetobacter baumannii	3873044	0.00016464131317888307	0.0001640983785283605	11	GCA_001669265.1_genomic.fna.gz
G003467215	s__Bacteroides_A coprophilus	s__Bacteroides coprophilus	3493311	6.132679327711614	5.513159350829386	385921	GCA_003467215.1_genomic.fna.gz
G004212355	s__Avibacterium paragallinarum	s__Avibacterium paragallinarum	2390514	0.01131898433924139	0.0069632467971383	487	GCA_004212355.1_genomic.fna.gz
G000248115	s__Acinetobacter radioresistens	s__Acinetobacter radioresistens	3346011	0.016753781300849445	0.014426243020231527	1010	GCA_000248115.2_genomic.fna.gz
G000228545	s__Streptococcus sobrinus	s__Streptococcus sobrinus	2107227	0.031230210474394067	0.016935548658798455	1185	GCA_000228545.2_genomic.fna.gz
G002114335	s__Staphylococcus agnetis	s__Staphylococcus agnetis	2530341	0.0018567007440054358	0.0012090214376239657	85	GCA_002114335.1_genomic.fna.gz
G900078325	s__Bordetella trematum	s__Bordetella trematum	4356133	0.011851899098120072	0.013286240637004225	930	GCA_900078325.1_genomic.fna.gz
G000221025	s__Acidithiobacillus caldus	s__Acidithiobacillus caldus	3237599	0.002110909642214629	0.0017587565929801099	123	GCA_000221025.1_genomic.fna.gz
G000632865	s__Ehrlichia chaffeensis	s__Ehrlichia chaffeensis	1176890	0.0036542898979969197	0.0011067560573399411	77	GCA_000632865.1_genomic.fna.gz
G001467035	s__Legionella cherrii	s__Legionella cherrii	3982132	0.19901713520913	0.20394786340241217	14276	GCA_001467035.1_genomic.fna.gz
G000204255	s__Chlamydophila psittaci	s__Chlamydia psittaci	1179220	1.4264087427775118	0.43286439633392254	30301	GCA_000204255.1_genomic.fna.gz
G001667535	s__Mycolicibacterium elephantis	s__Mycolicibacterium elephantis	5223216	0.01397533519294823	0.018785088981319323	1315	GCA_001667535.1_genomic.fna.gz
G002102155	s__Mycobacterium europaeum	s__Mycobacterium europaeum	5630674	0.3378172259510025	0.489502836262863	34265	GCA_002102155.1_genomic.fna.gz
G000264375	s__Rhodanobacter thiooxydans	s__Rhodanobacter thiooxydans	4093898	0.046855117262046365	0.04936362956519834	3455	GCA_000264375.1_genomic.fna.gz
G900100125	s__Dolosicoccus paucivorans	s__Dolosicoccus paucivorans	1759599	0.004374145742005922	0.001980705890883304	139	GCA_900100125.1_genomic.fna.gz
G003992065	s__Veillonella_A seminalis	s__Veillonella seminalis	2252690	0.13656589754484855	0.07916928670304729	5542	GCA_003992065.1_genomic.fna.gz
G003264485	s__Micromonospora noduli	s__Micromonospora noduli	7189066	0.14592106853164552	0.2699625423770578	18897	GCA_003264485.1_genomic.fna.gz
G000271505	s__Pelosinus fermentans	s__Pelosinus fermentans	5040108	0.004779005741526027	0.006198554620773504	434	GCA_000271505.1_genomic.fna.gz
G000482745	s__Desulfovibrio_C alaskensis	s__Desulfovibrio alaskensis	3553960	0.05849054994435721	0.05349476423169836	3745	GCA_000482745.1_genomic.fna.gz
G002797135	s__Prevotella intermedia	s__Prevotella intermedia	3027672	0.024316705462984024	0.01894639539681107	1326	GCA_002797135.1_genomic.fna.gz
G001237725	s__Staphylococcus haemolyticus	s__Staphylococcus haemolyticus	2717452	0.0027032975212213733	0.001890465540203532	132	GCA_001237725.1_genomic.fna.gz
G002556915	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5491785	0.0020385122481162057	0.0028809776510308684	202	GCA_002556915.1_genomic.fna.gz
G002150945	s__Clavibacter michiganensis	s__Clavibacter michiganensis	3365919	0.07787404743637323	0.06745426982089905	4722	GCA_002150945.1_genomic.fna.gz
G003633655	s__Rhodococcus pyridinivorans	s__Rhodococcus pyridinivorans	5705345	0.00378739777220052	0.005560781979406647	389	GCA_003633655.1_genomic.fna.gz
G004167845	s__Bacteroides faecis	s__Bacteroides faecis	6116628	0.033820889521542906	0.053236578017940926	3727	GCA_004167845.1_genomic.fna.gz
G001929185	s__Xanthomonas oryzae	s__Xanthomonas oryzae	4325706	0.009198913314064005	0.010240155764389684	717	GCA_001929185.1_genomic.fna.gz
G000169135	s__Nodularia spumigena	s__Nodularia spumigena	5316258	0.007873863631614122	0.010772263688546271	754	GCA_000169135.1_genomic.fna.gz
G001580815	s__Gluconobacter oxydans_C	s__Gluconobacter oxydans	2754796	0.017943391047037186	0.012720582625851181	890	GCA_001580815.1_genomic.fna.gz
G000750195	s__Cellulophaga lytica	s__Cellulophaga lytica	3824196	0.04543652961752658	0.04471552494438175	3130	GCA_000750195.1_genomic.fna.gz
G900108385	s__Streptococcus porcinus	s__Streptococcus porcinus	1930131	0.011075169929816614	0.005501108643043288	385	GCA_900108385.1_genomic.fna.gz
G004345545	s__Vibrio crassostreae	s__Vibrio crassostreae	5774088	1.1062928072465004	1.6438664228577042	115071	GCA_004345545.1_genomic.fna.gz
G002251225	s__Lachnotalea glycerini	s__Lachnotalea glycerini	4899524	0.19771872259731546	0.2492956628478698	17451	GCA_002251225.2_genomic.fna.gz
G900196735	s__Lactobacillus delbrueckii	s__Lactobacillus delbrueckii	1856003	0.001309167843935343	0.0006252980019470552	44	GCA_900196735.1_genomic.fna.gz
G004115655	s__Clostridium_G tetani	s__Clostridium tetani	2812405	0.06530048012413306	0.04726147519819797	3308	GCA_004115655.1_genomic.fna.gz
G000789175	s__Lactobacillus_H mucosae	s__Lactobacillus mucosae	2079103	0.03399703292130816	0.018189889400034024	1273	GCA_000789175.1_genomic.fna.gz
G001655415	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1050505	0.0062653648290402625	0.0016937820504359293	119	GCA_001655415.1_genomic.fna.gz
G003463285	s__Bifidobacterium longum	s__Bifidobacterium longum	2248299	0.341343708740048	0.19749631999610354	13825	GCA_003463285.1_genomic.fna.gz
G000364625	s__Pseudomonas_G thermotolerans	s__Pseudomonas thermotolerans	3752096	0.4776752959041975	0.46123235013243924	32286	GCA_000364625.1_genomic.fna.gz
G003029845	s__Acidovorax_A cattleyae	s__Acidovorax cattleyae	5618386	0.09407421781855549	0.1360176373616307	9521	GCA_003029845.1_genomic.fna.gz
G000189595	s__Clostridium_Q symbiosum	s__[Clostridium] symbiosum	5352498	0.0036547310661871894	0.0050341363712303935	352	GCA_000189595.1_genomic.fna.gz
G000755985	s__Burkholderia oklahomensis	s__Burkholderia oklahomensis	7313673	0.0051308804988898825	0.009656960970289374	676	GCA_000755985.1_genomic.fna.gz
G002128585	s__Lactobacillus_H reuteri	s__Lactobacillus reuteri	2083281	0.21608930738303117	0.11584950114976042	8109	GCA_002128585.1_genomic.fna.gz
G002562515	s__Bacillus_C megaterium	s__Bacillus megaterium	5757646	0.453836061542898	0.6724453560899174	47071	GCA_002562515.1_genomic.fna.gz
G001881565	s__Eisenbergiella tayi	s__Eisenbergiella tayi	7555015	0.0021725161529895826	0.004223878164110819	296	GCA_001881565.1_genomic.fna.gz
G001435115	s__Lactobacillus_G paracollinoides	s__Lactobacillus paracollinoides	3476642	0.21846582955561544	0.1954593851007273	13682	GCA_001435115.1_genomic.fna.gz
G003459985	s__Clostridium_A leptum	s__[Clostridium] leptum	3140226	0.1199708824344685	0.09695044256675449	6787	GCA_003459985.1_genomic.fna.gz
G001657765	s__Streptobacillus moniliformis	s__Streptobacillus moniliformis	1716260	0.013893219402279994	0.006136193021778138	430	GCA_001657765.1_genomic.fna.gz
G003036085	s__Staphylococcus chromogenes	s__Staphylococcus chromogenes	2345896	0.011057467342095898	0.006675402509590509	467	GCA_003036085.1_genomic.fna.gz
G002160645	s__Erysipelatoclostridium spiroforme	s__[Clostridium] spiroforme	2703041	0.38324064155180143	0.2665859330440165	18661	GCA_002160645.1_genomic.fna.gz
G001319645	s__Yersinia intermedia	s__Yersinia intermedia	4913347	0.26732515345865104	0.33801058382849686	23661	GCA_001319645.1_genomic.fna.gz
G003464465	s__Odoribacter splanchnicus	s__Odoribacter splanchnicus	4966053	0.0037582981664582922	0.004803033545807434	336	GCA_003464465.1_genomic.fna.gz
G900120105	s__Moritella viscosa	s__Moritella viscosa	5167083	0.0015401798899919773	0.0020479998659148633	143	GCA_900120105.1_genomic.fna.gz
G000430955	s__Dickeya dianthicola	s__Dickeya dianthicola	4840931	0.0035161945802885805	0.004380410690892704	307	GCA_000430955.1_genomic.fna.gz
G000708545	s__Bartonella henselae	s__Bartonella henselae	1940193	0.31906786520620284	0.15930926631430234	11152	GCA_000708545.1_genomic.fna.gz
G003316755	s__Listeria ivanovii	s__Listeria ivanovii	2863909	0.02356318962066123	0.01736626124696836	1216	GCA_003316755.1_genomic.fna.gz
G006483415	s__Cupriavidus pinatubonensis	s__Cupriavidus pinatubonensis	7550055	0.005502096112418664	0.010690335261957964	748	GCA_006483415.1_genomic.fna.gz
G002930995	s__Rathayibacter tritici	s__Rathayibacter tritici	3169921	0.031223946336566232	0.025471191933016498	1783	GCA_002930995.1_genomic.fna.gz
G002875445	s__Vibrio breoganii	s__Vibrio breoganii	4150064	0.027578211248211755	0.029453297609609855	2062	GCA_002875445.1_genomic.fna.gz
G000157975	s__Blautia_A hydrogenotrophica	s__Blautia hydrogenotrophica	3626943	0.0143159973622318	0.013362120306922392	935	GCA_000157975.1_genomic.fna.gz
G003426015	s__Campylobacter fetus	s__Campylobacter fetus	1747510	0.047187369105084004	0.021220639691235315	1485	GCA_003426015.1_genomic.fna.gz
G002271615	s__Terribacillus saccharophilus_B	s__Terribacillus saccharophilus	3557227	0.008875712873776767	0.008125084047411444	569	GCA_002271615.1_genomic.fna.gz
G000964095	s__Acinetobacter indicus	s__Acinetobacter indicus	3015705	0.002491463078315497	0.0019335541947535907	135	GCA_000964095.1_genomic.fna.gz
G900141945	s__Thalassobacter stenotrophicus	s__Thalassobacter stenotrophicus	3598816	0.021547101082179082	0.019955450163790276	1397	GCA_900141945.1_genomic.fna.gz
G000569035	s__Bifidobacterium breve	s__Bifidobacterium breve	2315904	0.007402532506342613	0.0044117806703551496	309	GCA_000569035.1_genomic.fna.gz
G900460495	s__Weeksella virosa	s__Weeksella virosa	2276367	0.06314493706629022	0.036990811030587885	2589	GCA_900460495.1_genomic.fna.gz
G000186005	s__Mycoplasmopsis fermentans	s__Mycoplasma fermentans	1118751	0.05893330005595539	0.01696708497159124	1188	GCA_000186005.1_genomic.fna.gz
G003121855	s__Ignatzschineria sp003121945	s__Ignatzschineria cameli	2482690	4.508518565959189	2.8805100508642814	201636	GCA_003121855.1_genomic.fna.gz
G002198105	s__Mycolicibacterium peregrinum	s__Mycolicibacterium peregrinum	6931852	0.004722678091485791	0.008424626644676546	590	GCA_002198105.1_genomic.fna.gz
G900049645	s__Streptococcus suis	s__Streptococcus suis	2023255	0.008463597213033764	0.004406752370123108	308	GCA_900049645.1_genomic.fna.gz
G002876335	s__Vibrio tasmaniensis	s__Vibrio tasmaniensis	5065000	0.05384551586360126	0.07018463235383479	4913	GCA_002876335.1_genomic.fna.gz
G003429485	s__Leptospira mayottensis	s__Leptospira mayottensis	4376000	0.0018625760321381022	0.0020975115500976235	147	GCA_003429485.1_genomic.fna.gz
G003269945	s__Bacillus_I endophyticus	s__Bacillus endophyticus	5243706	0.0003640900056616538	0.000491315119605803	34	GCA_003269945.1_genomic.fna.gz
G900450695	s__Legionella dumoffii	s__Fluoribacter dumoffii	4123357	0.025172957776333122	0.026711496663846226	1870	GCA_900450695.1_genomic.fna.gz
G000253095	s__Mycoplasma leachii	s__Mycoplasma leachii	1017232	0.028290574494849986	0.007405848405947558	518	GCA_000253095.1_genomic.fna.gz
G000278095	s__Bartonella birtlesii	s__Bartonella birtlesii	1922932	0.11501625093913886	0.056916236005008176	3984	GCA_000278095.1_genomic.fna.gz
G900156975	s__Elizabethkingia meningoseptica	s__Elizabethkingia meningoseptica	3841729	0.07102984666266267	0.0702232039969228	4916	GCA_900156975.1_genomic.fna.gz
G900451155	s__Kingella kingae	s__Kingella kingae	2092391	0.045385067337263066	0.024438180322820302	1711	GCA_900451155.1_genomic.fna.gz
G003964935	s__Enterobacter ludwigii	s__Enterobacter ludwigii	4783603	0.004708462093690506	0.005796251823604816	406	GCA_003964935.1_genomic.fna.gz
G000230105	s__Streptococcus mutans	s__Streptococcus mutans	1883089	0.1330010307788369	0.0644523698924713	4512	GCA_000230105.2_genomic.fna.gz
G003703185	s__Pseudomonas_E tremae	s__Pseudomonas coronafaciens	5615403	0.01574320427775274	0.022750298430815708	1593	GCA_003703185.1_genomic.fna.gz
G000511955	s__Clostridium_V ultunense	s__[Clostridium] ultunense	3216692	0.0024816328545620827	0.0020542819332606587	144	GCA_000511955.1_genomic.fna.gz
G001676745	s__Bordetella_C bronchialis	s__Bordetella bronchialis	5966919	0.008384137621746095	0.012874239332095392	901	GCA_001676745.1_genomic.fna.gz
G000233795	s__Pseudomonas_E avellanae	s__Pseudomonas syringae	5938086	0.06342280972356257	0.09691812389915543	6784	GCA_000233795.2_genomic.fna.gz
G002981875	s__Burkholderia gladioli	s__Burkholderia gladioli	8148414	0.00017229739407401378	0.000361297397119318	25	GCA_002981875.1_genomic.fna.gz
G900451085	s__Helicobacter_H mustelae	s__Helicobacter mustelae	1693077	10.114348140888735	4.406843682786943	308479	GCA_900451085.1_genomic.fna.gz
G003402595	s__Streptomyces spongiicola	s__Streptomyces spongiicola	6912677	5.422837966487179	9.646858984570466	675280	GCA_003402595.1_genomic.fna.gz
G003475065	s__Faecalicatena gnavus	s__[Ruminococcus] gnavus	3364919	0.0022334978237320362	0.0019340744404173751	135	GCA_003475065.1_genomic.fna.gz
