Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003012915	s__Staphylococcus felis	s__Staphylococcus felis	2479423	0.006474811886139604	0.00394814048292542	276	GCA_003012915.1_genomic.fna.gz
G003074135	s__Euzebya tangerina	s__Euzebya tangerina	4780058	0.00455059507697107	0.005349536750597315	374	GCA_003074135.1_genomic.fna.gz
G001640215	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5003594	0.0018124109479760405	0.002230250043275381	156	GCA_001640215.1_genomic.fna.gz
G001564415	s__Xanthomonas phaseoli	s__Xanthomonas phaseoli	5036843	0.0053777812242325465	0.006661566397996664	466	GCA_001564415.1_genomic.fna.gz
G000008305	s__Mesoplasma florum	s__Mesoplasma florum	793224	0.03890091824398072	0.007588754705973642	531	GCA_000008305.1_genomic.fna.gz
G002999295	s__Mesoplasma florum	s__Mesoplasma florum	773885	0.0087996752209275	0.0016747804741074957	117	GCA_002999295.1_genomic.fna.gz
G002999255	s__Mesoplasma florum	s__Mesoplasma florum	781099	0.008230816403382505	0.0015811162884108827	111	GCA_002999255.1_genomic.fna.gz
G002504385	s__Mesoplasma florum	s__Mesoplasma florum	820043	0.0014542913029382196	0.00029329377755248456	21	GCA_002504385.1_genomic.fna.gz
G002813295	s__Flavobacterium sp002813295	s__Flavobacterium sp. 5	4973516	0.011516253165714793	0.014086060179328556	986	GCA_002813295.1_genomic.fna.gz
G001718695	s__Burkholderia ubonensis	s__Burkholderia ubonensis	6684845	1.0266956974404853	1.6879046140257838	118153	GCA_001718695.1_genomic.fna.gz
G001718855	s__Burkholderia ubonensis	s__Burkholderia ubonensis	8028759	0.02760663981825391	0.05451007598730265	3816	GCA_001718855.1_genomic.fna.gz
G001718655	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7235060	0.004655978196753546	0.008284530315014046	580	GCA_001718655.1_genomic.fna.gz
G000739555	s__Halolamina rubra	s__Halolamina rubra	2955001	0.002705111892201297	0.0019658830688362556	138	GCA_000739555.1_genomic.fna.gz
G001613365	s__Nocardia xishanensis	s__Nocardia xishanensis	7694937	0.002040850439320798	0.0038621671383378413	270	GCA_001613365.1_genomic.fna.gz
G900475935	s__Campylobacter fetus	s__Campylobacter fetus	1763253	0.0018103505405270737	0.0007850406111727629	55	GCA_900475935.1_genomic.fna.gz
G000272025	s__AKCV01 sp000272025	s__Burkholderiaceae bacterium PBA	3817596	0.0049355566836959425	0.0046338388621346115	324	GCA_000272025.2_genomic.fna.gz
G000220105	s__Chlamydia trachomatis	s__Chlamydia trachomatis	1038313	0.049211648396835846	0.012566404076900996	880	GCA_000220105.1_genomic.fna.gz
G003048875	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2023536	0.008150016749196529	0.004055872115588434	284	GCA_003048875.1_genomic.fna.gz
G003116505	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2008280	0.0023739301059233367	0.0011724842239776922	82	GCA_003116505.1_genomic.fna.gz
G000017725	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2099413	0.269550743833832	0.1391724373686257	9742	GCA_000017725.2_genomic.fna.gz
G002165825	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2027572	0.0032254756945518945	0.0016083659685667032	113	GCA_002165825.1_genomic.fna.gz
G003048375	s__Campylobacter_A concisus_T	s__Campylobacter concisus	2095236	0.1428406661993337	0.07360369736942543	5152	GCA_003048375.1_genomic.fna.gz
G900474875	s__Streptococcus equi	s__Streptococcus equi	2128266	0.009845112737395191	0.005153015125038641	361	GCA_900474875.1_genomic.fna.gz
G900474805	s__Streptococcus equi	s__Streptococcus equi	2172187	0.027041852861142815	0.01444602865952962	1011	GCA_900474805.1_genomic.fna.gz
G900475435	s__Streptococcus equi	s__Streptococcus equi	2079111	0.046008503965699735	0.023525052669265047	1647	GCA_900475435.1_genomic.fna.gz
G900475125	s__Streptococcus equi	s__Streptococcus equi	2071453	0.004026492269087352	0.002051241384424358	144	GCA_900475125.1_genomic.fna.gz
G900015005	s__Lactobacillus_H oligofermentans	s__Lactobacillus oligofermentans	1845483	0.06209050014993018	0.02818058625072201	1973	GCA_900015005.1_genomic.fna.gz
G002557315	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5493997	0.02680208800427116	0.03621361359575789	2535	GCA_002557315.1_genomic.fna.gz
G002998985	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5484064	0.20654440746527375	0.2785677081602378	19500	GCA_002998985.1_genomic.fna.gz
G001044575	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5523305	0.003104062235553632	0.004216423862553932	295	GCA_001044575.1_genomic.fna.gz
G002569675	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5356358	0.00807519520719452	0.010637447805211035	745	GCA_002569675.1_genomic.fna.gz
G001645455	s__Bacillus_A wiedmannii	s__Bacillus wiedmannii	5364880	0.0004704389003844659	0.000620694725552708	43	GCA_001645455.1_genomic.fna.gz
G900149285	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6288645	0.001477411424662319	0.0022849323615642893	160	GCA_900149285.1_genomic.fna.gz
G000359505	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6421010	0.010231440800711311	0.01615678547350295	1131	GCA_000359505.1_genomic.fna.gz
G001516365	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	6460023	0.01664166344474428	0.026439035957276178	1851	GCA_001516365.2_genomic.fna.gz
G002085605	s__Pseudomonas aeruginosa	s__Pseudomonas aeruginosa	7380063	0.003327348539002315	0.006039113351505092	423	GCA_002085605.1_genomic.fna.gz
