Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G003293535	s__Achromobacter insolitus	s__Achromobacter insolitus	6438278	0.06574148210261935	0.10063615298040891	7045	GCA_003293535.1_genomic.fna.gz
G002572615	s__Cutibacterium acnes	s__Cutibacterium acnes	2528412	0.8844561043896013	0.5317027875330544	37219	GCA_002572615.1_genomic.fna.gz
G000159035	s__Actinomyces urogenitalis	s__Actinomyces urogenitalis	2702812	0.3488171702912517	0.22416019910579005	15691	GCA_000159035.1_genomic.fna.gz
G000306615	s__Leptospira santarosai	s__Leptospira santarosai	3974848	0.013301442058192498	0.012570833183232731	880	GCA_000306615.2_genomic.fna.gz
G000470475	s__Kingella kingae	s__Kingella kingae	1991029	4.231893125712268	2.0033511866136284	140235	GCA_000470475.1_genomic.fna.gz
G004115445	s__Pediococcus pentosaceus	s__Pediococcus pentosaceus	1808377	0.030837820494437597	0.013259204274077147	928	GCA_004115445.1_genomic.fna.gz
G000172475	s__Anaplasma marginale	s__Anaplasma marginale	1141520	0.01062675898907106	0.00288422519715132	202	GCA_000172475.1_genomic.fna.gz
G001533575	s__Burkholderia stagnalis	s__Burkholderia stagnalis	7403409	0.7230580614338377	1.2727694006090036	89094	GCA_001533575.1_genomic.fna.gz
G000452185	s__Clostridioides difficile	s__Clostridioides difficile	4050593	0.010982505588647051	0.010577057161017462	740	GCA_000452185.2_genomic.fna.gz
G000738715	s__Streptomyces scabiei	s__Streptomyces scabiei	10010251	0.35950543405815627	0.8556481922515337	59895	GCA_000738715.1_genomic.fna.gz
G000243775	s__Leptospira borgpetersenii	s__Leptospira borgpetersenii	3829818	0.4506883068987982	0.4103923314974273	28727	GCA_000243775.3_genomic.fna.gz
G005519995	s__Robinsoniella peoriensis	s__Robinsoniella peoriensis	7093522	0.03877252876302975	0.06539293912632482	4578	GCA_005519995.1_genomic.fna.gz
G000340565	s__Nodularia spumigena	s__Nodularia spumigena	5462271	0.02833012070999777	0.03679310828419557	2576	GCA_000340565.3_genomic.fna.gz
G900202415	s__Neisseria meningitidis_B	s__Neisseria meningitidis	2046055	0.08636009890694679	0.04201218270124423	2941	GCA_900202415.1_genomic.fna.gz
G000178195	s__Bacteroides_B vulgatus	s__Bacteroides vulgatus	4781702	2.114504567070748	2.404008202285394	168281	GCA_000178195.1_genomic.fna.gz
G001458655	s__Methanobacterium formicicum	s__Methanobacterium formicicum	2494510	2.035218678622234	1.2070941347469804	84497	GCA_001458655.1_genomic.fna.gz
G000785645	s__Meiothermus ruber	s__Meiothermus ruber	3023463	0.24754630068166114	0.17795324404347587	12457	GCA_000785645.1_genomic.fna.gz
G003416495	s__Pseudomonas_E tremae	s__Pseudomonas coronafaciens	5676619	0.16159962074399475	0.218109656752068	15268	GCA_003416495.1_genomic.fna.gz
G003606265	s__Clostridium septicum	s__Clostridium septicum	3404718	4.603387066573082	3.7265199499888775	260856	GCA_003606265.1_genomic.fna.gz
