Accession	GTDB species	NCBI species	Genome size (bp)	Community (%)	Reads (%)	No. simulated reads	Genome file
G000340095	s__Streptococcus mutans	s__Streptococcus mutans	1872370	1.0606146640647176	0.4484623280280203	31392	GCA_000340095.1_genomic.fna.gz
G000339395	s__Streptococcus mutans	s__Streptococcus mutans	2002107	0.013648033938498073	0.006170694467265609	432	GCA_000339395.1_genomic.fna.gz
G000339355	s__Streptococcus mutans	s__Streptococcus mutans	1926604	0.005083203459902704	0.002211600178767141	155	GCA_000339355.1_genomic.fna.gz
G000339235	s__Streptococcus mutans	s__Streptococcus mutans	2021665	0.14057487813218247	0.06417909278924261	4493	GCA_000339235.1_genomic.fna.gz
G000339655	s__Streptococcus mutans	s__Streptococcus mutans	2068485	0.4496917770125967	0.2100603030686637	14704	GCA_000339655.1_genomic.fna.gz
G002179995	s__Streptococcus mutans	s__Streptococcus mutans	1985972	0.24351726210416974	0.10921430818156626	7645	GCA_002179995.1_genomic.fna.gz
G002212995	s__Streptococcus mutans	s__Streptococcus mutans	2001751	0.0038963643282806087	0.001761352493149111	123	GCA_002212995.1_genomic.fna.gz
G000340115	s__Streptococcus mutans	s__Streptococcus mutans	1953006	0.0048510259872898	0.00213950765332658	150	GCA_000340115.1_genomic.fna.gz
G000339715	s__Streptococcus mutans	s__Streptococcus mutans	1969615	0.006030325174113639	0.002682246825759095	188	GCA_000339715.1_genomic.fna.gz
G004770925	s__Leptospira_A meyeri	s__Leptospira meyeri	4156836	0.2008929265698246	0.1885837214757257	13201	GCA_004770925.1_genomic.fna.gz
G004769345	s__Leptospira_A meyeri	s__Leptospira meyeri	4021315	0.11411071949355431	0.10362658903865568	7254	GCA_004769345.1_genomic.fna.gz
G004770525	s__Leptospira_A meyeri	s__Leptospira meyeri	4192275	0.1968731088824188	0.18638580267788202	13047	GCA_004770525.1_genomic.fna.gz
G900638155	s__Mannheimia haemolytica	s__Mannheimia haemolytica	2335738	0.10665349291455072	0.056256910130515196	3938	GCA_900638155.1_genomic.fna.gz
G004361245	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2327044	0.036198360039930134	0.01902261227436212	1332	GCA_004361245.1_genomic.fna.gz
G001541505	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2343949	0.10039002942141365	0.05313924811853282	3720	GCA_001541505.1_genomic.fna.gz
G002218645	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2018029	0.005672195520768398	0.002584968535517883	181	GCA_002218645.1_genomic.fna.gz
G002861815	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2175058	0.023183947016962827	0.011387670268356846	797	GCA_002861815.1_genomic.fna.gz
G001311685	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2033995	0.028674159401455096	0.013170954268901114	922	GCA_001311685.1_genomic.fna.gz
G002218565	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2014377	0.00579326506002769	0.002635365274107067	184	GCA_002218565.1_genomic.fna.gz
G001700475	s__Lactobacillus crispatus	s__Lactobacillus crispatus	2147773	0.5012992993103669	0.24314320760817254	17020	GCA_001700475.1_genomic.fna.gz
G001647435	s__Aeromonas veronii	s__Aeromonas veronii	4523432	0.16301738608879213	0.16652469880554974	11657	GCA_001647435.1_genomic.fna.gz
G000298035	s__Aeromonas veronii	s__Aeromonas veronii	4565607	0.004349184014933466	0.0044841793481401	314	GCA_000298035.1_genomic.fna.gz
G003013515	s__Aeromonas veronii	s__Aeromonas veronii	4619673	0.0164099601632991	0.017119671534666044	1198	GCA_003013515.1_genomic.fna.gz
G003315195	s__Sutterella wadsworthensis_B	s__Sutterella wadsworthensis	2934640	0.06233022920803614	0.0413076246814344	2892	GCA_003315195.1_genomic.fna.gz
G000173955	s__Neisseria subflava_B	s__Neisseria subflava	2292986	0.006450835447566113	0.003340365830508653	234	GCA_000173955.1_genomic.fna.gz
G001433185	s__Acinetobacter pittii	s__Acinetobacter pittii	4071476	0.05358815829450029	0.04927168065969645	3449	GCA_001433185.1_genomic.fna.gz
G004209625	s__Acinetobacter pittii	s__Acinetobacter pittii	3814448	0.4113513844762104	0.35434093580559806	24804	GCA_004209625.1_genomic.fna.gz
G004209415	s__Acinetobacter pittii	s__Acinetobacter pittii	3902981	0.010064104848590882	0.008870503169382603	621	GCA_004209415.1_genomic.fna.gz
G001706415	s__Acinetobacter pittii	s__Acinetobacter pittii	3856130	0.2629090808673137	0.22894645282397047	16026	GCA_001706415.1_genomic.fna.gz
G002143255	s__Acinetobacter pittii	s__Acinetobacter pittii	4082004	0.053024258048612403	0.04887926782688929	3422	GCA_002143255.1_genomic.fna.gz
G001680805	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2364377	0.09380552399463843	0.05008662925648095	3506	GCA_001680805.1_genomic.fna.gz
G003130365	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2421966	0.11266598590934064	0.0616222468319177	4314	GCA_003130365.1_genomic.fna.gz
G003130125	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2346714	0.24743130506953903	0.131126803877439	9179	GCA_003130125.1_genomic.fna.gz
G002083125	s__Aggregatibacter aphrophilus	s__Aggregatibacter aphrophilus	2406785	0.2794494578287118	0.15188582103502382	10632	GCA_002083125.2_genomic.fna.gz
G003993415	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4951687	0.0006019524009067735	0.0006731192355172875	47	GCA_003993415.1_genomic.fna.gz
G900240435	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4906785	0.3874636571710101	0.4293432781965283	30054	GCA_900240435.1_genomic.fna.gz
G002940285	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4911635	4.677488767889741	5.1881856053650655	363173	GCA_002940285.1_genomic.fna.gz
G002940505	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4879421	0.0006175737131484087	0.0006805088204810838	48	GCA_002940505.1_genomic.fna.gz
G002940445	s__Xanthomonas arboricola	s__Xanthomonas arboricola	5226179	0.01553849019378871	0.018338751440341937	1284	GCA_002940445.1_genomic.fna.gz
G002940305	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4765864	0.09620158077056952	0.10353817818723049	7248	GCA_002940305.1_genomic.fna.gz
G001674995	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4752241	0.006613950461462256	0.007098001066182109	497	GCA_001674995.1_genomic.fna.gz
G002940365	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4848056	0.011983695394967199	0.013120036850702588	918	GCA_002940365.1_genomic.fna.gz
G002940475	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4886930	0.2456279498150291	0.27107568708868973	18975	GCA_002940475.1_genomic.fna.gz
G000724925	s__Xanthomonas arboricola	s__Xanthomonas arboricola	4908017	0.30557337378141336	0.3386867706904873	23708	GCA_000724925.1_genomic.fna.gz
G001063275	s__Metamycoplasma hominis	s__Mycoplasma hominis	695863	0.020060062878375865	0.0031523374445006458	221	GCA_001063275.1_genomic.fna.gz
G003663725	s__Metamycoplasma hominis	s__Mycoplasma hominis	688435	0.05868944596897492	0.009124301282500625	639	GCA_003663725.1_genomic.fna.gz
G003326045	s__Metamycoplasma hominis	s__Mycoplasma hominis	646177	0.02401714920575811	0.0035046900651560875	245	GCA_003326045.1_genomic.fna.gz
G001906845	s__Metamycoplasma hominis	s__Mycoplasma hominis	633286	0.06826612754365546	0.009762966985224452	683	GCA_001906845.1_genomic.fna.gz
G001063305	s__Metamycoplasma hominis	s__Mycoplasma hominis	710202	0.9471559751187736	0.15190779505456237	10634	GCA_001063305.1_genomic.fna.gz
G003298635	s__Metamycoplasma hominis	s__Mycoplasma hominis	638066	0.14267075093256945	0.020557827433245347	1439	GCA_003298635.1_genomic.fna.gz
G003326125	s__Metamycoplasma hominis	s__Mycoplasma hominis	644746	0.012584582865005965	0.0018323319184282852	128	GCA_003326125.1_genomic.fna.gz
G001906855	s__Metamycoplasma hominis	s__Mycoplasma hominis	642227	0.0011384426636435391	0.0001651111446842688	12	GCA_001906855.1_genomic.fna.gz
G003326075	s__Metamycoplasma hominis	s__Mycoplasma hominis	639787	0.0028215358631404125	0.0004076595790525313	29	GCA_003326075.1_genomic.fna.gz
G001529985	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7379158	0.004911858317563451	0.008185200199479586	573	GCA_001529985.1_genomic.fna.gz
G001533785	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7108976	0.3132857647074721	0.5029494936587765	35206	GCA_001533785.1_genomic.fna.gz
G001529605	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7207745	0.11416866568197939	0.1858330712620407	13008	GCA_001529605.1_genomic.fna.gz
G001534125	s__Burkholderia ubonensis	s__Burkholderia ubonensis	7154897	0.0006225656333410092	0.0010059240580902772	70	GCA_001534125.1_genomic.fna.gz
G003470125	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2218563	0.011758468771440291	0.005891138072124623	412	GCA_003470125.1_genomic.fna.gz
G003471505	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2225059	0.0011115726252842986	0.0005585422623769804	39	GCA_003471505.1_genomic.fna.gz
G003437435	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2294189	0.0029125259519287385	0.0015089528253894899	106	GCA_003437435.1_genomic.fna.gz
G001686005	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2182067	0.0062816275174191975	0.0030954010633836497	217	GCA_001686005.1_genomic.fna.gz
G003437155	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2338335	0.0005634167282680548	0.000297517922798761	21	GCA_003437155.1_genomic.fna.gz
G003468555	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2261451	0.014241649597483818	0.007273176786074114	509	GCA_003468555.1_genomic.fna.gz
G003460425	s__Bifidobacterium pseudocatenulatum	s__Bifidobacterium pseudocatenulatum	2238891	0.003179917869794121	0.0016077759185718673	113	GCA_003460425.1_genomic.fna.gz
G004003175	s__Sinorhizobium meliloti_B	s__Sinorhizobium meliloti	6809089	0.4387219518278759	0.6746135215429637	47223	GCA_004003175.1_genomic.fna.gz
G002197085	s__Sinorhizobium meliloti_B	s__Sinorhizobium meliloti	7281821	0.002617025375920009	0.004303527658014396	301	GCA_002197085.1_genomic.fna.gz
G004001995	s__Sinorhizobium meliloti_B	s__Sinorhizobium meliloti	6926299	0.08881091688420256	0.13891343642832352	9724	GCA_004001995.1_genomic.fna.gz
G002197045	s__Sinorhizobium meliloti_B	s__Sinorhizobium meliloti	7140241	0.006716730362849293	0.010830473658705698	758	GCA_002197045.1_genomic.fna.gz
G006383265	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	4931985	0.08039026729295357	0.08953686525942854	6268	GCA_006383265.1_genomic.fna.gz
G006372945	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5062536	0.052466030749328485	0.05998228411925254	4199	GCA_006372945.1_genomic.fna.gz
G002880555	s__Vibrio parahaemolyticus	s__Vibrio parahaemolyticus	5305785	0.008224452320800156	0.009854470653009907	690	GCA_002880555.1_genomic.fna.gz
G003729985	s__Chryseobacterium cucumeris	s__Chryseobacterium cucumeris	5111118	0.0020103426855901142	0.0023203989879369536	162	GCA_003729985.1_genomic.fna.gz
G003569585	s__Acinetobacter soli	s__Acinetobacter soli	3555797	0.03416794334756661	0.02743673718349808	1921	GCA_003569585.1_genomic.fna.gz
G003569605	s__Acinetobacter soli	s__Acinetobacter soli	3453342	0.003313663245989338	0.0025841911035566338	181	GCA_003569605.1_genomic.fna.gz
G900406795	s__Acinetobacter soli	s__Acinetobacter soli	3388945	0.009937740570444659	0.0076055187504081995	532	GCA_900406795.1_genomic.fna.gz
